w_back_faeder	w_fore_faeder	w_back_satellite	w_fore_satellite	w_back_invmorphs	w_fore_invmorphs	w_back_invclade	w_fore_invclade
0.39846	999.00000	0.41261	999.00000	0.38887	999.00000	0.37435	999.00000
