"Gene_symbol","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"RPS12",4130.56253936476,-1.29723943648851,0.175176746161755,1.1563749746582e-14,1.81850628886366e-10
"CYBA",765.709617966975,-0.918827144643107,0.125669932804124,2.28254837311868e-14,1.81850628886366e-10
"LOC106896212",157.171503853128,-1.09057625439889,0.152146898358999,1.00147998601736e-13,5.31919403240018e-10
"LOC106899931",169.636083829835,1.17222391969666,0.167431770640103,3.00496919886304e-13,1.19702948036709e-09
"CDK10",844.23885062315,0.405018076091622,0.0694664203558502,1.7346716835861e-11,5.52805172125217e-08
"BORCS8",80.6282777097089,-1.54089162288368,0.265337899307053,1.34453713842577e-10,3.57064246061269e-07
"GINS2",341.524288736802,-0.988919959432331,0.165037351078058,1.63581244612036e-10,3.72357650235454e-07
"GAL",1352.78802602504,-1.46217533491086,0.259794974113789,5.5112129785349e-10,1.09769584499969e-06
"LOC106900582",94.4956192589208,1.44487191853585,0.257145627150521,6.30205528306024e-10,1.11574387644758e-06
"CENPN",191.549497934319,-0.886538482393231,0.16079337029073,1.39463903664335e-09,2.22221784098751e-06
"PSMB2",1373.98069145803,-0.400813554082961,0.0833829408152991,1.6562725242827e-09,2.39918603653823e-06
"CDH3",418.698804570077,1.1528014138402,0.212069315790429,3.72195877859653e-09,4.94214093151309e-06
"PLBD2",613.660661078398,-0.757046617414663,0.148928019893366,5.27466087984238e-09,6.46511126610834e-06
"PYCRL",625.787615452841,-0.661010753415907,0.145495419452382,3.06456030489712e-08,3.4879074213022e-05
"LOC106899618",93.6066090931475,-1.73443365258375,0.456624945563871,7.46880175975431e-08,7.93385914932834e-05
"LOC106900021",4306.94238923799,-0.447067140979053,0.126524078747358,2.77805022514677e-07,0.000276659076796804
"LOC106890715",725.699248431227,1.16555226174543,0.284071064720839,3.3856761943911e-07,0.000317337438126046
"BCO1",187.752382516555,-0.580344998727305,0.1909773443843,1.70292838850785e-06,0.00150747005236022
"ARY2",454.846921118009,-0.409751596543731,0.166139227525703,4.98408569327967e-06,0.00417981165456412
"HPGDS",528.495467908839,-0.942321544580181,0.365564277151391,5.72476121920647e-06,0.00446599481230057
"STARD10",242.116244141634,0.590009266469067,0.23590881831397,5.88589751840794e-06,0.00446599481230057
"LOC106899210",64.7351865452312,-0.68351898240047,0.270567345880606,6.18158820287683e-06,0.00447715574657452
"TCF25",2274.50586949552,-0.236077325584486,0.0972460067603537,8.75977286949971e-06,0.00581575920427535
"TGS1",278.21276049255,-0.229153660459944,0.0926665978966375,8.72435406451786e-06,0.00581575920427535
"SURF2",717.163386664682,-0.298891927172945,0.138115693366328,1.21725788387771e-05,0.00775831484868299
"CRISPLD2",160.068361363846,-0.717205774298133,0.336198613719121,1.34812730676296e-05,0.00826194634844654
"LOC106896863",3.9127595978286,-0.122377409871757,0.411395703269713,1.71682435371604e-05,0.0101318071304116
"CCSAP",2743.88487581544,0.160543412349995,0.0502688617841284,2.42401470312134e-05,0.0128747500931785
"PROCA1",3558.79583536139,-0.780709154793161,0.435211404092695,2.3025491067181e-05,0.0128747500931785
"GNMT",167.341780238435,-0.412891997925204,0.218578021075231,2.3514995927055e-05,0.0128747500931785
"NPPC",716.562852079318,-0.405023677244006,0.225043146615247,2.98555624130747e-05,0.0153457590803204
"LOC106901071",6.13489613651176,-0.187383730228653,0.505805240716747,3.30684994327667e-05,0.0164660459363033
"LOC106902656",112.797418356605,-0.677540822626429,0.438340461708362,4.03874012596405e-05,0.0195009955051852
"LOC106889926",83.304740582812,-0.403749298724559,0.243338127882538,4.28649146005584e-05,0.0200885161542734
"LOC106887030",73.6747385863922,-0.510371300061193,0.373253988625499,7.32932506566437e-05,0.0324404071100822
"LOC106891638",2.62002994192185,0.128572500373023,0.407494826434945,7.22439636540839e-05,0.0324404071100822
"IFI30",200.769580111549,-0.590689702053623,0.49388213727307,8.32425756630982e-05,0.0358483027193461
"OSGIN1",167.781874945506,-0.501773174559363,0.386980198573301,8.63641609491917e-05,0.0362138563306426
"WWP2",1497.39611305202,0.157660018603001,0.0579409439755061,9.38377943029245e-05,0.03738028536057
"ANGPT1",48.3312384471815,-0.550153627555162,0.457401946403705,9.25041122545897e-05,0.03738028536057
"CPN1",500.071720130276,-0.253353722613617,0.16194597788118,0.000105315474885535,0.0409291896786857
"MRS2",2302.34245686783,-0.188820993586364,0.0941297863684729,0.000108213429379858,0.0410541138985394
"LOC106898018",285.52429574792,0.297987155374887,0.211161598245627,0.000114881946271065,0.0425704402763522
"SPI1",81.7797149604302,-0.297114571370562,0.212656514196423,0.000119663852164636,0.0433346322816208
"MTSS1L",380.864928726832,0.281730827267213,0.199377365116693,0.000125969055956132,0.0446042430578891
"ZRANB2",3606.0995710662,0.123296350892757,0.0378068226721088,0.000131261466563236,0.0454678306134477
"LOC106895696",106.979344331574,-0.500325584803691,0.48432917663042,0.000135668797661307,0.0459946089773459
"APRT",1230.15761534778,0.185178939246421,0.0964398092335917,0.000147637557823096,0.0490095176323587
