"GID","ENSEMBL","ENSEMBLTRANS","ENSEMBLPROT"
106890116,"","",""
106901660,"ENSCPUG00000002826","",""
106901660,"ENSCPUG00000002826","ENSCPUT00000004501.1","ENSCPUP00000003692.1"
106887934,"ENSCPUG00000007594","",""
106887934,"ENSCPUG00000007594","ENSCPUT00000012759.1","ENSCPUP00000010688.1"
106887934,"ENSCPUG00000007594","ENSCPUT00000012764.1","ENSCPUP00000010693.1"
106889870,"ENSCPUG00000019477","",""
106889870,"ENSCPUG00000019477","ENSCPUT00000034153.1","ENSCPUP00000028987.1"
106889870,"ENSCPUG00000019477","ENSCPUT00000034154.1","ENSCPUP00000028988.1"
106896144,"ENSCPUG00000008150","",""
106896144,"ENSCPUG00000008150","ENSCPUT00000013684.1","ENSCPUP00000011481.1"
106895340,"ENSCPUG00000005135","ENSCPUT00000008559.1","ENSCPUP00000007110.1"
106895340,"ENSCPUG00000005135","",""
106885305,"","",""
106895828,"ENSCPUG00000016199","",""
106895828,"ENSCPUG00000016199","ENSCPUT00000028165.1","ENSCPUP00000023892.1"
106895828,"ENSCPUG00000016199","ENSCPUT00000028169.1","ENSCPUP00000023896.1"
106900261,"ENSCPUG00000001976","",""
106900261,"ENSCPUG00000001976","ENSCPUT00000003134.1","ENSCPUP00000002598.1"
106900261,"ENSCPUG00000001976","ENSCPUT00000003157.1","ENSCPUP00000002619.1"
106885549,"ENSCPUG00000010791","",""
106885549,"ENSCPUG00000010791","ENSCPUT00000018420.1","ENSCPUP00000015536.1"
106899808,"","",""
106887800,"ENSCPUG00000018341","",""
106887800,"ENSCPUG00000018341","ENSCPUT00000032071.1","ENSCPUP00000027237.1"
106887800,"ENSCPUG00000018341","ENSCPUT00000032072.1","ENSCPUP00000027238.1"
106887894,"ENSCPUG00000007657","ENSCPUT00000012860.1","ENSCPUP00000010777.1"
106888085,"ENSCPUG00000011065","ENSCPUT00000018910.1","ENSCPUP00000015946.1"
106902284,"ENSCPUG00000002368","",""
106902284,"ENSCPUG00000002368","ENSCPUT00000003765.1","ENSCPUP00000003088.1"
106893304,"ENSCPUG00000014061","ENSCPUT00000024329.1","ENSCPUP00000020535.1"
106893304,"ENSCPUG00000014061","",""
106893304,"ENSCPUG00000014061","ENSCPUT00000024331.1","ENSCPUP00000020537.1"
106891951,"","",""
106892021,"ENSCPUG00000010582","ENSCPUT00000018012.1","ENSCPUP00000015185.1"
106892021,"ENSCPUG00000010582","",""
106893801,"","",""
106900981,"","",""
106888043,"ENSCPUG00000007615","ENSCPUT00000012789.1","ENSCPUP00000010717.1"
106892857,"ENSCPUG00000001251","ENSCPUT00000001947.1","ENSCPUP00000001607.1"
106892857,"ENSCPUG00000001251","",""
106892857,"ENSCPUG00000001251","ENSCPUT00000001957.1","ENSCPUP00000001616.1"
106898009,"","",""
106897376,"ENSCPUG00000006922","ENSCPUT00000011655.1","ENSCPUP00000009746.1"
106896501,"ENSCPUG00000014530","ENSCPUT00000025182.1","ENSCPUP00000021293.1"
106896501,"ENSCPUG00000014530","ENSCPUT00000025184.1","ENSCPUP00000021295.1"
106893702,"ENSCPUG00000016214","ENSCPUT00000028195.1","ENSCPUP00000023916.1"
106895295,"ENSCPUG00000007861","ENSCPUT00000013226.1","ENSCPUP00000011099.1"
106895295,"ENSCPUG00000007861","ENSCPUT00000013231.1","ENSCPUP00000011104.1"
106887696,"","",""
106899857,"","",""
106890337,"","",""
106896990,"ENSCPUG00000003295","ENSCPUT00000005377.1","ENSCPUP00000004452.1"
106896990,"ENSCPUG00000003295","",""
106893089,"ENSCPUG00000012109","ENSCPUT00000020826.1","ENSCPUP00000017575.1"
106894947,"ENSCPUG00000018488","ENSCPUT00000032319.1","ENSCPUP00000027454.1"
106889346,"ENSCPUG00000018729","",""
106889346,"ENSCPUG00000018729","ENSCPUT00000032726.1","ENSCPUP00000027823.1"
106894107,"ENSCPUG00000006343","ENSCPUT00000010615.1","ENSCPUP00000008885.1"
106894107,"ENSCPUG00000006343","ENSCPUT00000010617.1","ENSCPUP00000008887.1"
106894107,"ENSCPUG00000006343","",""
106901978,"ENSCPUG00000014966","ENSCPUT00000026010.1","ENSCPUP00000022025.1"
106886250,"ENSCPUG00000000138","ENSCPUT00000003279.1","ENSCPUP00000002716.1"
106892566,"ENSCPUG00000012342","ENSCPUT00000021237.1","ENSCPUP00000017909.1"
106895902,"","",""
106891373,"ENSCPUG00000010500","ENSCPUT00000017871.1","ENSCPUP00000015058.1"
106891373,"ENSCPUG00000010500","",""
106901642,"ENSCPUG00000008819","ENSCPUT00000014819.1","ENSCPUP00000012456.1"
106887723,"ENSCPUG00000018119","ENSCPUT00000031783.1","ENSCPUP00000026988.1"
106893643,"ENSCPUG00000005704","ENSCPUT00000009519.1","ENSCPUP00000007897.1"
106893643,"ENSCPUG00000005704","ENSCPUT00000009524.1","ENSCPUP00000007901.1"
106895669,"ENSCPUG00000001035","ENSCPUT00000001618.1","ENSCPUP00000001351.1"
106895669,"ENSCPUG00000001035","",""
106897665,"ENSCPUG00000004637","ENSCPUT00000007692.1","ENSCPUP00000006346.1"
106901921,"ENSCPUG00000015125","ENSCPUT00000026296.1","ENSCPUP00000022277.1"
106901921,"ENSCPUG00000015125","ENSCPUT00000026294.1","ENSCPUP00000022275.1"
106897757,"ENSCPUG00000007447","ENSCPUT00000012519.1","ENSCPUP00000010488.1"
106886197,"","",""
106889783,"ENSCPUG00000019467","",""
106889783,"ENSCPUG00000019467","ENSCPUT00000034118.1","ENSCPUP00000028954.1"
106888845,"ENSCPUG00000000309","ENSCPUT00000000430.1","ENSCPUP00000000366.1"
106888593,"ENSCPUG00000011591","ENSCPUT00000019889.1","ENSCPUP00000016780.1"
106893783,"ENSCPUG00000017608","ENSCPUT00000030799.1","ENSCPUP00000026134.1"
106893783,"ENSCPUG00000017608","",""
106897758,"ENSCPUG00000007244","",""
106897758,"ENSCPUG00000007244","ENSCPUT00000012196.1","ENSCPUP00000010221.1"
106886328,"ENSCPUG00000003876","ENSCPUT00000006414.1","ENSCPUP00000005279.1"
106886330,"","",""
106889742,"ENSCPUG00000009190","ENSCPUT00000015462.1","ENSCPUP00000012938.1"
106893614,"ENSCPUG00000005731","ENSCPUT00000010135.1","ENSCPUP00000008441.1"
106895701,"ENSCPUG00000011293","ENSCPUT00000019315.1","ENSCPUP00000016287.1"
106895701,"ENSCPUG00000011293","",""
106889032,"ENSCPUG00000005801","ENSCPUT00000009678.1","ENSCPUP00000008030.1"
106897337,"ENSCPUG00000006835","ENSCPUT00000011623.1","ENSCPUP00000009724.1"
106890694,"ENSCPUG00000009890","ENSCPUT00000017186.1","ENSCPUP00000014426.1"
106890769,"ENSCPUG00000019861","ENSCPUT00000034904.1","ENSCPUP00000029661.1"
106891801,"ENSCPUG00000010979","ENSCPUT00000024405.1","ENSCPUP00000020595.1"
106891801,"ENSCPUG00000010979","",""
106894141,"ENSCPUG00000006559","ENSCPUT00000010988.1","ENSCPUP00000009204.1"
106893901,"ENSCPUG00000019031","",""
106893901,"ENSCPUG00000019031","ENSCPUT00000033283.1","ENSCPUP00000028274.1"
106893901,"ENSCPUG00000019031","ENSCPUT00000033284.1","ENSCPUP00000028275.1"
106885294,"ENSCPUG00000000245","ENSCPUT00000000375.1","ENSCPUP00000000314.1"
106885294,"ENSCPUG00000000245","ENSCPUT00000000406.1","ENSCPUP00000000344.1"
106885294,"ENSCPUG00000000245","ENSCPUT00000000348.1","ENSCPUP00000000294.1"
106901401,"ENSCPUG00000006868","ENSCPUT00000011560.1","ENSCPUP00000009676.1"
106890387,"ENSCPUG00000003067","",""
106890387,"ENSCPUG00000003067","ENSCPUT00000004971.1","ENSCPUP00000004098.1"
106898110,"ENSCPUG00000014412","ENSCPUT00000024965.1","ENSCPUP00000021096.1"
106898110,"ENSCPUG00000014412","",""
106902523,"ENSCPUG00000013251","ENSCPUT00000022832.1","ENSCPUP00000019224.1"
106895742,"ENSCPUG00000000408","ENSCPUT00000000578.1","ENSCPUP00000000470.1"
106901287,"ENSCPUG00000012987","",""
106901287,"ENSCPUG00000012987","ENSCPUT00000022425.1","ENSCPUP00000018906.1"
106901287,"ENSCPUG00000012987","ENSCPUT00000022423.1","ENSCPUP00000018904.1"
106888609,"ENSCPUG00000014654","ENSCPUT00000025416.1","ENSCPUP00000021507.1"
106888609,"ENSCPUG00000014654","ENSCPUT00000025415.1","ENSCPUP00000021506.1"
106888609,"ENSCPUG00000014654","ENSCPUT00000025419.1","ENSCPUP00000021510.1"
106888609,"ENSCPUG00000014654","ENSCPUT00000025420.1","ENSCPUP00000021511.1"
106888609,"ENSCPUG00000014654","ENSCPUT00000025417.1","ENSCPUP00000021508.1"
106898683,"","",""
106888149,"ENSCPUG00000013265","ENSCPUT00000022857.1","ENSCPUP00000019247.1"
106888149,"ENSCPUG00000013265","",""
106891534,"ENSCPUG00000007903","",""
106891534,"ENSCPUG00000007903","ENSCPUT00000013277.1","ENSCPUP00000011141.1"
106891534,"ENSCPUG00000007903","ENSCPUT00000013273.1","ENSCPUP00000011137.1"
106891534,"ENSCPUG00000007903","ENSCPUT00000013274.1","ENSCPUP00000011138.1"
106893779,"ENSCPUG00000017363","ENSCPUT00000030335.1","ENSCPUP00000025716.1"
106893779,"ENSCPUG00000017363","",""
106893779,"ENSCPUG00000017363","ENSCPUT00000030336.1","ENSCPUP00000025717.1"
106886227,"","",""
106893547,"","",""
106897646,"","",""
106893416,"","",""
106901609,"ENSCPUG00000007867","ENSCPUT00000013223.1","ENSCPUP00000011096.1"
106884656,"","",""
106892485,"ENSCPUG00000011540","ENSCPUT00000019783.1","ENSCPUP00000016693.1"
106888805,"ENSCPUG00000017278","ENSCPUT00000030148.1","ENSCPUP00000025557.1"
106888805,"ENSCPUG00000017278","ENSCPUT00000030147.1","ENSCPUP00000025556.1"
106888805,"ENSCPUG00000017278","",""
106891536,"ENSCPUG00000010354","ENSCPUT00000017589.1","ENSCPUP00000014793.1"
106891536,"ENSCPUG00000010354","",""
106891536,"ENSCPUG00000010354","ENSCPUT00000017590.1","ENSCPUP00000014794.1"
106893903,"","",""
106894940,"ENSCPUG00000018466","ENSCPUT00000032285.1","ENSCPUP00000027428.1"
106898300,"ENSCPUG00000004208","ENSCPUT00000006985.1","ENSCPUP00000005754.1"
106888036,"ENSCPUG00000002186","ENSCPUT00000003485.1","ENSCPUP00000002881.1"
106893249,"ENSCPUG00000017997","",""
106893249,"ENSCPUG00000017997","ENSCPUT00000031502.1","ENSCPUP00000026755.1"
106890697,"ENSCPUG00000019833","ENSCPUT00000034849.1","ENSCPUP00000029613.1"
106894785,"ENSCPUG00000017765","",""
106894785,"ENSCPUG00000017765","ENSCPUT00000031069.1","ENSCPUP00000026369.1"
106895522,"ENSCPUG00000006669","ENSCPUT00000011183.1","ENSCPUP00000009363.1"
106898658,"ENSCPUG00000003308","",""
106898658,"ENSCPUG00000003308","ENSCPUT00000005419.1","ENSCPUP00000004490.1"
106898658,"ENSCPUG00000003308","ENSCPUT00000005399.1","ENSCPUP00000004472.1"
106885752,"ENSCPUG00000012442","ENSCPUT00000021440.1","ENSCPUP00000018055.1"
106895649,"ENSCPUG00000017574","ENSCPUT00000031003.1","ENSCPUP00000026314.1"
106900522,"","",""
106890613,"ENSCPUG00000018233","ENSCPUT00000031892.1","ENSCPUP00000027072.1"
106897788,"","",""
106894689,"","",""
106886308,"","",""
106893965,"ENSCPUG00000019056","ENSCPUT00000033325.1","ENSCPUP00000028304.1"
106885170,"ENSCPUG00000019162","ENSCPUT00000033534.1","ENSCPUP00000028491.1"
106886764,"ENSCPUG00000014044","ENSCPUT00000024307.1","ENSCPUP00000020517.1"
106898159,"ENSCPUG00000009383","ENSCPUT00000015781.1","ENSCPUP00000013202.1"
106898159,"ENSCPUG00000009383","ENSCPUT00000015782.1","ENSCPUP00000013203.1"
106889525,"ENSCPUG00000018441","ENSCPUT00000032246.1","ENSCPUP00000027397.1"
106894081,"ENSCPUG00000005843","ENSCPUT00000009732.1","ENSCPUP00000008082.1"
106896520,"ENSCPUG00000014573","ENSCPUT00000025254.1","ENSCPUP00000021357.1"
106886301,"ENSCPUG00000000038","ENSCPUT00000000118.1","ENSCPUP00000000092.1"
106897378,"ENSCPUG00000006937","ENSCPUT00000011680.1","ENSCPUP00000009770.1"
106897378,"ENSCPUG00000006937","",""
106902720,"ENSCPUG00000018325","ENSCPUT00000032044.1","ENSCPUP00000027218.1"
106893548,"ENSCPUG00000005168","ENSCPUT00000008624.1","ENSCPUP00000007171.1"
106893548,"ENSCPUG00000005168","",""
106897188,"ENSCPUG00000000876","ENSCPUT00000001361.1","ENSCPUP00000001118.1"
106897188,"ENSCPUG00000000876","ENSCPUT00000001370.1","ENSCPUP00000001124.1"
106893084,"ENSCPUG00000002028","ENSCPUT00000003221.1","ENSCPUP00000002671.1"
106899194,"ENSCPUG00000015545","",""
106899194,"ENSCPUG00000015545","ENSCPUT00000026978.1","ENSCPUP00000022880.1"
106885491,"ENSCPUG00000010787","ENSCPUT00000018414.1","ENSCPUP00000015532.1"
106885491,"ENSCPUG00000010787","",""
106901996,"ENSCPUG00000010933","ENSCPUT00000018652.1","ENSCPUP00000015713.1"
106900982,"","",""
106894811,"ENSCPUG00000012859","ENSCPUT00000022220.1","ENSCPUP00000018723.1"
106886761,"ENSCPUG00000013990","ENSCPUT00000024227.1","ENSCPUP00000020455.1"
106895620,"ENSCPUG00000001006","ENSCPUT00000001564.1","ENSCPUP00000001305.1"
106891101,"","",""
106897289,"ENSCPUG00000010675","ENSCPUT00000018165.1","ENSCPUP00000015321.1"
106900338,"ENSCPUG00000005196","ENSCPUT00000008668.1","ENSCPUP00000007201.1"
106887199,"ENSCPUG00000015021","ENSCPUT00000026122.1","ENSCPUP00000022125.1"
106887199,"ENSCPUG00000015021","",""
106892351,"ENSCPUG00000018088","ENSCPUT00000031647.1","ENSCPUP00000026867.1"
106898475,"ENSCPUG00000011276","ENSCPUT00000019286.1","ENSCPUP00000016265.1"
106884638,"","",""
106901700,"ENSCPUG00000009418","ENSCPUT00000015845.1","ENSCPUP00000013259.1"
106894757,"ENSCPUG00000012871","ENSCPUT00000022243.1","ENSCPUP00000018745.1"
106895147,"ENSCPUG00000008216","",""
106895147,"ENSCPUG00000008216","ENSCPUT00000013799.1","ENSCPUP00000011579.1"
106885484,"ENSCPUG00000011504","ENSCPUT00000019727.1","ENSCPUP00000016651.1"
106885484,"ENSCPUG00000011504","",""
106886980,"ENSCPUG00000009598","ENSCPUT00000016170.1","ENSCPUP00000013554.1"
106886980,"ENSCPUG00000009598","",""
106895693,"","",""
106890869,"ENSCPUG00000019929","ENSCPUT00000035012.1","ENSCPUP00000029758.1"
106894399,"ENSCPUG00000006764","ENSCPUT00000011372.1","ENSCPUP00000009516.1"
106890867,"ENSCPUG00000019928","",""
106890867,"ENSCPUG00000019928","ENSCPUT00000035011.1","ENSCPUP00000029757.1"
106888441,"","",""
106900672,"ENSCPUG00000013138","ENSCPUT00000022644.1","ENSCPUP00000019069.1"
106892336,"","",""
106887689,"","",""
106891429,"ENSCPUG00000007745","ENSCPUT00000013025.1","ENSCPUP00000010921.1"
106894894,"ENSCPUG00000018457","",""
106894894,"ENSCPUG00000018457","ENSCPUT00000032276.1","ENSCPUP00000027421.1"
106892716,"ENSCPUG00000012608","ENSCPUT00000021756.1","ENSCPUP00000018307.1"
106892716,"ENSCPUG00000012608","ENSCPUT00000021757.1","ENSCPUP00000018308.1"
106892716,"ENSCPUG00000012608","ENSCPUT00000021758.1","ENSCPUP00000018309.1"
106892716,"ENSCPUG00000012608","ENSCPUT00000021759.1","ENSCPUP00000018310.1"
106886756,"","",""
106900904,"","",""
106885132,"ENSCPUG00000019159","ENSCPUT00000033527.1","ENSCPUP00000028484.1"
106885132,"ENSCPUG00000019159","ENSCPUT00000033528.1","ENSCPUP00000028485.1"
106885132,"ENSCPUG00000019159","",""
106884726,"ENSCPUG00000012146","ENSCPUT00000020890.1","ENSCPUP00000017636.1"
106884726,"ENSCPUG00000012146","",""
106896807,"ENSCPUG00000005794","ENSCPUT00000009667.1","ENSCPUP00000008021.1"
106896841,"ENSCPUG00000005797","",""
106896841,"ENSCPUG00000005797","ENSCPUT00000009670.1","ENSCPUP00000008022.1"
106885639,"","",""
106900779,"ENSCPUG00000013204","",""
106900779,"ENSCPUG00000013204","ENSCPUT00000022737.1","ENSCPUP00000019146.1"
106897761,"","",""
106898349,"ENSCPUG00000008010","ENSCPUT00000013699.1","ENSCPUP00000011494.1"
106888669,"ENSCPUG00000015068","ENSCPUT00000027216.1","ENSCPUP00000023088.1"
106901982,"ENSCPUG00000015187","",""
106901982,"ENSCPUG00000015187","ENSCPUT00000026392.1","ENSCPUP00000022365.1"
106901995,"ENSCPUG00000015188","ENSCPUT00000026393.1","ENSCPUP00000022366.1"
106886335,"ENSCPUG00000011612","ENSCPUT00000019922.1","ENSCPUP00000016811.1"
106886336,"ENSCPUG00000011611","ENSCPUT00000019919.1","ENSCPUP00000016808.1"
106892497,"","",""
106891222,"ENSCPUG00000005896","ENSCPUT00000009841.1","ENSCPUP00000008186.1"
106891222,"ENSCPUG00000005896","",""
106895394,"ENSCPUG00000017485","ENSCPUT00000030578.1","ENSCPUP00000025947.1"
106895394,"ENSCPUG00000017485","ENSCPUT00000030580.1","ENSCPUP00000025949.1"
106895394,"ENSCPUG00000017485","ENSCPUT00000030581.1","ENSCPUP00000025950.1"
106895394,"ENSCPUG00000017485","",""
106902098,"ENSCPUG00000016040","ENSCPUT00000027862.1","ENSCPUP00000023618.1"
106892376,"ENSCPUG00000001952","ENSCPUT00000003067.1","ENSCPUP00000002538.1"
106889441,"","",""
106902034,"ENSCPUG00000016041","ENSCPUT00000027863.1","ENSCPUP00000023619.1"
106894261,"ENSCPUG00000011618","ENSCPUT00000019930.1","ENSCPUP00000016818.1"
106888294,"ENSCPUG00000009692","ENSCPUT00000016329.1","ENSCPUP00000013685.1"
106888294,"ENSCPUG00000009692","ENSCPUT00000016331.1","ENSCPUP00000013687.1"
106887661,"","",""
106888332,"ENSCPUG00000008477","ENSCPUT00000014242.1","ENSCPUP00000011978.1"
106894134,"ENSCPUG00000006573","ENSCPUT00000011006.1","ENSCPUP00000009216.1"
106894877,"ENSCPUG00000018392","ENSCPUT00000032174.1","ENSCPUP00000027330.1"
106896422,"ENSCPUG00000013740","ENSCPUT00000023778.1","ENSCPUP00000020072.1"
106902634,"ENSCPUG00000017437","ENSCPUT00000030484.1","ENSCPUP00000025857.1"
106902537,"ENSCPUG00000012972","ENSCPUT00000022401.1","ENSCPUP00000018887.1"
106902537,"ENSCPUG00000012972","ENSCPUT00000022400.1","ENSCPUP00000018886.1"
106887059,"","",""
106901732,"ENSCPUG00000009231","ENSCPUT00000015530.1","ENSCPUP00000012998.1"
106901732,"ENSCPUG00000009231","ENSCPUT00000015547.1","ENSCPUP00000013006.1"
106901732,"ENSCPUG00000009231","",""
106886089,"ENSCPUG00000008983","ENSCPUT00000015071.1","ENSCPUP00000012635.1"
106886089,"ENSCPUG00000008983","",""
106896503,"ENSCPUG00000008405","",""
106896503,"ENSCPUG00000008405","ENSCPUT00000014113.1","ENSCPUP00000011856.1"
106902163,"ENSCPUG00000010018","ENSCPUT00000016948.1","ENSCPUP00000014231.1"
106902163,"ENSCPUG00000010018","ENSCPUT00000016949.1","ENSCPUP00000014232.1"
106902163,"ENSCPUG00000010018","ENSCPUT00000016950.1","ENSCPUP00000014233.1"
106902163,"ENSCPUG00000010018","",""
106884615,"","",""
106885086,"ENSCPUG00000018964","ENSCPUT00000033154.1","ENSCPUP00000028151.1"
106885086,"ENSCPUG00000018964","",""
106888657,"ENSCPUG00000013884","ENSCPUT00000024056.1","ENSCPUP00000020320.1"
106885526,"","",""
106897403,"","",""
106893982,"ENSCPUG00000000640","ENSCPUT00000001149.1","ENSCPUP00000000937.1"
106885273,"ENSCPUG00000019558","",""
106885273,"ENSCPUG00000019558","ENSCPUT00000034308.1","ENSCPUP00000029130.1"
106885273,"ENSCPUG00000019558","ENSCPUT00000034305.1","ENSCPUP00000029127.1"
106885273,"ENSCPUG00000019558","ENSCPUT00000034307.1","ENSCPUP00000029129.1"
106888765,"ENSCPUG00000016480","ENSCPUT00000028625.1","ENSCPUP00000024268.1"
106888765,"ENSCPUG00000016480","",""
106888765,"ENSCPUG00000016480","ENSCPUT00000028624.1","ENSCPUP00000024267.1"
106888891,"ENSCPUG00000017526","",""
106888891,"ENSCPUG00000017526","ENSCPUT00000035068.1","ENSCPUP00000029804.1"
106893785,"ENSCPUG00000002032","",""
106893785,"ENSCPUG00000002032","ENSCPUT00000003229.1","ENSCPUP00000002679.1"
106884644,"ENSCPUG00000010719","ENSCPUT00000020169.1","ENSCPUP00000017018.1"
106901397,"ENSCPUG00000015515","",""
106901397,"ENSCPUG00000015515","ENSCPUT00000026913.1","ENSCPUP00000022818.1"
106890477,"ENSCPUG00000004989","ENSCPUT00000030238.1","ENSCPUP00000025626.1"
106890477,"ENSCPUG00000004989","",""
106901262,"ENSCPUG00000014936","ENSCPUT00000025959.1","ENSCPUP00000021983.1"
106901262,"ENSCPUG00000014936","ENSCPUT00000025953.1","ENSCPUP00000021977.1"
106894666,"ENSCPUG00000012037","ENSCPUT00000020730.1","ENSCPUP00000017509.1"
106888775,"ENSCPUG00000016484","",""
106888775,"ENSCPUG00000016484","ENSCPUT00000028629.1","ENSCPUP00000024272.1"
106885355,"","",""
106897335,"","",""
106890346,"ENSCPUG00000010149","ENSCPUT00000017200.1","ENSCPUP00000014440.1"
106898607,"ENSCPUG00000000398","ENSCPUT00000000842.1","ENSCPUP00000000681.1"
106896993,"ENSCPUG00000011415","ENSCPUT00000019567.1","ENSCPUP00000016508.1"
106893914,"ENSCPUG00000019026","ENSCPUT00000033276.1","ENSCPUP00000028267.1"
106900924,"ENSCPUG00000015330","",""
106900924,"ENSCPUG00000015330","ENSCPUT00000026643.1","ENSCPUP00000022587.1"
106900924,"ENSCPUG00000015330","ENSCPUT00000026642.1","ENSCPUP00000022586.1"
106884662,"","",""
106893912,"ENSCPUG00000019025","ENSCPUT00000033275.1","ENSCPUP00000028266.1"
106893893,"ENSCPUG00000019024","ENSCPUT00000033274.1","ENSCPUP00000028265.1"
106892115,"ENSCPUG00000012630","ENSCPUT00000021788.1","ENSCPUP00000018337.1"
106892115,"ENSCPUG00000012630","",""
106889873,"ENSCPUG00000019371","",""
106889873,"ENSCPUG00000019371","ENSCPUT00000033955.1","ENSCPUP00000028841.1"
106891895,"ENSCPUG00000010167","ENSCPUT00000017232.1","ENSCPUP00000014469.1"
106891895,"ENSCPUG00000010167","ENSCPUT00000017234.1","ENSCPUP00000014471.1"
106891895,"ENSCPUG00000010167","",""
106899974,"","",""
106892362,"","",""
106890987,"ENSCPUG00000003887","ENSCPUT00000006428.1","ENSCPUP00000005288.1"
106899956,"ENSCPUG00000008441","ENSCPUT00000014285.1","ENSCPUP00000012016.1"
106899956,"ENSCPUG00000008441","",""
106890684,"ENSCPUG00000019611","ENSCPUT00000034548.1","ENSCPUP00000029352.1"
106901023,"ENSCPUG00000009512","ENSCPUT00000021652.1","ENSCPUP00000018233.1"
106902086,"ENSCPUG00000000529","ENSCPUT00000000784.1","ENSCPUP00000000640.1"
106899092,"ENSCPUG00000010816","ENSCPUT00000018587.1","ENSCPUP00000015661.1"
106897995,"ENSCPUG00000014311","",""
106897995,"ENSCPUG00000014311","ENSCPUT00000024769.1","ENSCPUP00000020914.1"
106886987,"ENSCPUG00000008743","ENSCPUT00000014697.1","ENSCPUP00000012350.1"
106895291,"ENSCPUG00000012441","ENSCPUT00000021438.1","ENSCPUP00000018053.1"
106895291,"ENSCPUG00000012441","ENSCPUT00000021441.1","ENSCPUP00000018056.1"
106885333,"ENSCPUG00000019530","",""
106885333,"ENSCPUG00000019530","ENSCPUT00000034269.1","ENSCPUP00000029091.1"
106897143,"","",""
106897581,"ENSCPUG00000000699","ENSCPUT00000001103.1","ENSCPUP00000000896.1"
106897151,"ENSCPUG00000000709","ENSCPUT00000001128.1","ENSCPUP00000000918.1"
106901644,"","",""
106901551,"ENSCPUG00000009020","ENSCPUT00000015148.1","ENSCPUP00000012694.1"
106901563,"ENSCPUG00000009021","",""
106901563,"ENSCPUG00000009021","ENSCPUT00000015149.1","ENSCPUP00000012695.1"
106890915,"ENSCPUG00000001821","ENSCPUT00000002870.1","ENSCPUP00000002382.1"
106893056,"","",""
106894160,"","",""
106894605,"ENSCPUG00000007364","ENSCPUT00000012377.1","ENSCPUP00000010374.1"
106894605,"ENSCPUG00000007364","",""
106899626,"ENSCPUG00000001250","ENSCPUT00000001993.1","ENSCPUP00000001649.1"
106894241,"","",""
106898515,"ENSCPUG00000015763","ENSCPUT00000027369.1","ENSCPUP00000023206.1"
106898515,"ENSCPUG00000015763","",""
106898515,"ENSCPUG00000015763","ENSCPUT00000027368.1","ENSCPUP00000023205.1"
106890696,"","",""
106892133,"ENSCPUG00000013403","",""
106892133,"ENSCPUG00000013403","ENSCPUT00000023147.1","ENSCPUP00000019488.1"
106892133,"ENSCPUG00000013403","ENSCPUT00000023148.1","ENSCPUP00000019489.1"
106891806,"","",""
106891445,"ENSCPUG00000002409","",""
106891445,"ENSCPUG00000002409","ENSCPUT00000003818.1","ENSCPUP00000003134.1"
106891445,"ENSCPUG00000002409","ENSCPUT00000003822.1","ENSCPUP00000003138.1"
106897810,"","",""
106892615,"ENSCPUG00000012588","",""
106892615,"ENSCPUG00000012588","ENSCPUT00000021716.1","ENSCPUP00000018278.1"
106892615,"ENSCPUG00000012588","ENSCPUT00000021717.1","ENSCPUP00000018279.1"
106892615,"ENSCPUG00000012588","ENSCPUT00000021718.1","ENSCPUP00000018280.1"
106896323,"","",""
106893464,"ENSCPUG00000000055","ENSCPUT00000000059.1","ENSCPUP00000000043.1"
106894581,"","",""
106900137,"ENSCPUG00000007361","ENSCPUT00000012371.1","ENSCPUP00000010368.1"
106900137,"ENSCPUG00000007361","ENSCPUT00000012380.1","ENSCPUP00000010376.1"
106900137,"ENSCPUG00000007361","",""
106893237,"ENSCPUG00000001440","ENSCPUT00000002258.1","ENSCPUP00000001871.1"
106894669,"","",""
106891620,"ENSCPUG00000003793","",""
106891620,"ENSCPUG00000003793","ENSCPUT00000006257.1","ENSCPUP00000005160.1"
106895835,"ENSCPUG00000016250","ENSCPUT00000028292.1","ENSCPUP00000024003.1"
106888588,"ENSCPUG00000014842","ENSCPUT00000025786.1","ENSCPUP00000021826.1"
106888588,"ENSCPUG00000014842","ENSCPUT00000025787.1","ENSCPUP00000021827.1"
106888907,"ENSCPUG00000001480","ENSCPUT00000002330.1","ENSCPUP00000001927.1"
106888907,"ENSCPUG00000001480","",""
106893828,"ENSCPUG00000018675","ENSCPUT00000032644.1","ENSCPUP00000027748.1"
106893828,"ENSCPUG00000018675","ENSCPUT00000032643.1","ENSCPUP00000027747.1"
106893828,"ENSCPUG00000018675","",""
106901306,"ENSCPUG00000004632","ENSCPUT00000007682.1","ENSCPUP00000006336.1"
106890810,"ENSCPUG00000018781","ENSCPUT00000032807.1","ENSCPUP00000027894.1"
106890810,"ENSCPUG00000018781","ENSCPUT00000032810.1","ENSCPUP00000027897.1"
106892520,"","",""
106891481,"ENSCPUG00000003472","ENSCPUT00000005683.1","ENSCPUP00000004687.1"
106890562,"","",""
106887506,"ENSCPUG00000002251","ENSCPUT00000003580.1","ENSCPUP00000002941.1"
106897837,"ENSCPUG00000011453","",""
106897837,"ENSCPUG00000011453","ENSCPUT00000019620.1","ENSCPUP00000016555.1"
106902772,"ENSCPUG00000000918","ENSCPUT00000001444.1","ENSCPUP00000001195.1"
106890324,"ENSCPUG00000017009","ENSCPUT00000029649.1","ENSCPUP00000025145.1"
