"GID","ENSEMBL","ENSEMBLTRANS","ENSEMBLPROT"
106889594,"ENSCPUG00000018424","ENSCPUT00000032222.1","ENSCPUP00000027377.1"
106902680,"","",""
106899449,"","",""
106892449,"","",""
106889383,"","",""
106893993,"","",""
106885346,"ENSCPUG00000019555","ENSCPUT00000034299.1","ENSCPUP00000029121.1"
106900817,"ENSCPUG00000013580","ENSCPUT00000023512.1","ENSCPUP00000019830.1"
106895434,"ENSCPUG00000002713","ENSCPUT00000004312.1","ENSCPUP00000003553.1"
106893124,"ENSCPUG00000010706","ENSCPUT00000019926.1","ENSCPUP00000016814.1"
106888154,"ENSCPUG00000013256","ENSCPUT00000022848.1","ENSCPUP00000019238.1"
106887990,"ENSCPUG00000002665","ENSCPUT00000004224.1","ENSCPUP00000003484.1"
106887990,"ENSCPUG00000002665","",""
106887990,"ENSCPUG00000002665","ENSCPUT00000004236.1","ENSCPUP00000003494.1"
106893230,"ENSCPUG00000002639","ENSCPUT00000004188.1","ENSCPUP00000003455.1"
106893230,"ENSCPUG00000002639","",""
106902688,"ENSCPUG00000011847","ENSCPUT00000020382.1","ENSCPUP00000017186.1"
106902688,"ENSCPUG00000011847","",""
106900897,"ENSCPUG00000001104","ENSCPUT00000001726.1","ENSCPUP00000001450.1"
106891585,"ENSCPUG00000010187","ENSCPUT00000017262.1","ENSCPUP00000014487.1"
106886525,"","",""
106887907,"ENSCPUG00000002677","",""
106887907,"ENSCPUG00000002677","ENSCPUT00000004296.1","ENSCPUP00000003545.1"
106887907,"ENSCPUG00000002677","ENSCPUT00000004281.1","ENSCPUP00000003535.1"
106902243,"ENSCPUG00000013390","ENSCPUT00000023322.1","ENSCPUP00000019651.1"
106886428,"ENSCPUG00000011991","ENSCPUT00000020621.1","ENSCPUP00000017406.1"
106900879,"ENSCPUG00000004513","ENSCPUT00000011497.1","ENSCPUP00000009623.1"
106900879,"ENSCPUG00000004513","ENSCPUT00000011499.1","ENSCPUP00000009625.1"
106890875,"ENSCPUG00000019958","ENSCPUT00000035058.1","ENSCPUP00000029794.1"
106895256,"ENSCPUG00000008397","ENSCPUT00000014104.1","ENSCPUP00000011847.1"
106895256,"ENSCPUG00000008397","ENSCPUT00000014099.1","ENSCPUP00000011842.1"
106886597,"ENSCPUG00000015908","",""
106886597,"ENSCPUG00000015908","ENSCPUT00000027634.1","ENSCPUP00000023433.1"
106886597,"ENSCPUG00000015908","ENSCPUT00000027636.1","ENSCPUP00000023435.1"
106886597,"ENSCPUG00000015908","ENSCPUT00000027635.1","ENSCPUP00000023434.1"
106896401,"ENSCPUG00000013468","ENSCPUT00000023277.1","ENSCPUP00000019611.1"
106896401,"ENSCPUG00000013468","ENSCPUT00000023275.1","ENSCPUP00000019609.1"
106892710,"ENSCPUG00000011982","ENSCPUT00000020602.1","ENSCPUP00000017388.1"
106892710,"ENSCPUG00000011982","",""
106893923,"ENSCPUG00000019027","",""
106893923,"ENSCPUG00000019027","ENSCPUT00000033277.1","ENSCPUP00000028268.1"
106895581,"ENSCPUG00000006353","ENSCPUT00000010638.1","ENSCPUP00000008908.1"
106898122,"ENSCPUG00000001202","ENSCPUT00000001883.1",""
106894680,"ENSCPUG00000012089","ENSCPUT00000020792.1","ENSCPUP00000017545.1"
106894680,"ENSCPUG00000012089","",""
106888868,"ENSCPUG00000001585","ENSCPUT00000002488.1","ENSCPUP00000002066.1"
106899279,"ENSCPUG00000015992","",""
106899279,"ENSCPUG00000015992","ENSCPUT00000027774.1","ENSCPUP00000023550.1"
106886950,"ENSCPUG00000008738","ENSCPUT00000014690.1","ENSCPUP00000012343.1"
106895702,"ENSCPUG00000000020","",""
106895702,"ENSCPUG00000000020","ENSCPUT00000000074.1","ENSCPUP00000000059.1"
106897574,"","",""
106889470,"ENSCPUG00000000364","",""
106889470,"ENSCPUG00000000364","ENSCPUT00000004795.1","ENSCPUP00000003936.1"
106898797,"ENSCPUG00000005922","ENSCPUT00000010581.1",""
106898797,"ENSCPUG00000005922","",""
106887116,"ENSCPUG00000011340","ENSCPUT00000019430.1","ENSCPUP00000016380.1"
106887116,"ENSCPUG00000011340","ENSCPUT00000019432.1","ENSCPUP00000016382.1"
106887116,"ENSCPUG00000011340","ENSCPUT00000019429.1","ENSCPUP00000016379.1"
106891193,"ENSCPUG00000010483","ENSCPUT00000017843.1","ENSCPUP00000015031.1"
106891193,"ENSCPUG00000010483","",""
106892348,"ENSCPUG00000017929","",""
106892348,"ENSCPUG00000017929","ENSCPUT00000031388.1","ENSCPUP00000026648.1"
106892348,"ENSCPUG00000017929","ENSCPUT00000031387.1","ENSCPUP00000026647.1"
106890192,"ENSCPUG00000017200","ENSCPUT00000030000.1","ENSCPUP00000025432.1"
106887688,"ENSCPUG00000012664","ENSCPUT00000021854.1","ENSCPUP00000018396.1"
106888782,"ENSCPUG00000016492","ENSCPUT00000028660.1","ENSCPUP00000024303.1"
106894865,"ENSCPUG00000017871","ENSCPUT00000031687.1","ENSCPUP00000026905.1"
106901963,"ENSCPUG00000010927","ENSCPUT00000018640.1","ENSCPUP00000015704.1"
106894235,"ENSCPUG00000004096","",""
106894235,"ENSCPUG00000004096","ENSCPUT00000006793.1","ENSCPUP00000005605.1"
106902022,"","",""
106896554,"ENSCPUG00000001216","ENSCPUT00000001909.1","ENSCPUP00000001576.1"
106890518,"ENSCPUG00000017756","ENSCPUT00000031059.1","ENSCPUP00000026362.1"
106886226,"","",""
106896842,"ENSCPUG00000006530","ENSCPUT00000010933.1","ENSCPUP00000009158.1"
54124899,"","",""
54124901,"","",""
106900908,"ENSCPUG00000014935","ENSCPUT00000025952.1","ENSCPUP00000021976.1"
106900908,"ENSCPUG00000014935","",""
106902852,"ENSCPUG00000003193","ENSCPUT00000005180.1","ENSCPUP00000004284.1"
106895002,"ENSCPUG00000001352","",""
106895002,"ENSCPUG00000001352","ENSCPUT00000002675.1","ENSCPUP00000002224.1"
106898223,"ENSCPUG00000003848","ENSCPUT00000006362.1","ENSCPUP00000005239.1"
106893339,"ENSCPUG00000000914","ENSCPUT00000001414.1","ENSCPUP00000001165.1"
106889769,"ENSCPUG00000019110","ENSCPUT00000033436.1","ENSCPUP00000028403.1"
106902268,"","",""
106892704,"ENSCPUG00000012241","ENSCPUT00000021057.1","ENSCPUP00000017777.1"
106897053,"ENSCPUG00000002418","ENSCPUT00000003840.1","ENSCPUP00000003156.1"
106893048,"ENSCPUG00000018006","",""
106893048,"ENSCPUG00000018006","ENSCPUT00000031521.1","ENSCPUP00000026774.1"
106902052,"","",""
106891018,"ENSCPUG00000004550","ENSCPUT00000007538.1","ENSCPUP00000006222.1"
106891018,"ENSCPUG00000004550","",""
106885598,"ENSCPUG00000010825","ENSCPUT00000018476.1","ENSCPUP00000015584.1"
106895163,"ENSCPUG00000012375","ENSCPUT00000021304.1","ENSCPUP00000017948.1"
106895163,"ENSCPUG00000012375","ENSCPUT00000021315.1","ENSCPUP00000017952.1"
106895163,"ENSCPUG00000012375","",""
106894360,"","",""
106889226,"ENSCPUG00000006467","ENSCPUT00000010832.1","ENSCPUP00000009072.1"
106892637,"ENSCPUG00000002497","ENSCPUT00000003957.1","ENSCPUP00000003267.1"
106902804,"ENSCPUG00000001092","ENSCPUT00000001707.1","ENSCPUP00000001431.1"
106896387,"ENSCPUG00000013634","ENSCPUT00000023591.1","ENSCPUP00000019899.1"
106889775,"ENSCPUG00000019108","",""
106889775,"ENSCPUG00000019108","ENSCPUT00000033434.1","ENSCPUP00000028401.1"
106891354,"ENSCPUG00000009437","ENSCPUT00000015882.1","ENSCPUP00000013293.1"
106887809,"ENSCPUG00000019383","ENSCPUT00000033970.1","ENSCPUP00000028851.1"
106887809,"ENSCPUG00000019383","",""
106886738,"ENSCPUG00000013996","",""
106886738,"ENSCPUG00000013996","ENSCPUT00000024233.1","ENSCPUP00000020461.1"
106891231,"ENSCPUG00000006030","ENSCPUT00000010055.1","ENSCPUP00000008366.1"
106896552,"","",""
106898481,"ENSCPUG00000011452","ENSCPUT00000021545.1","ENSCPUP00000018150.1"
106902151,"ENSCPUG00000007494","ENSCPUT00000012590.1","ENSCPUP00000010554.1"
106891766,"ENSCPUG00000009144","ENSCPUT00000015397.1","ENSCPUP00000012882.1"
106885307,"ENSCPUG00000006503","",""
106885307,"ENSCPUG00000006503","ENSCPUT00000010891.1","ENSCPUP00000009120.1"
106892238,"ENSCPUG00000017157","ENSCPUT00000029918.1","ENSCPUP00000025363.1"
106895905,"","",""
106887440,"ENSCPUG00000002153","ENSCPUT00000003429.1","ENSCPUP00000002830.1"
106887440,"ENSCPUG00000002153","ENSCPUT00000003436.1","ENSCPUP00000002837.1"
106887440,"ENSCPUG00000002153","ENSCPUT00000003445.1","ENSCPUP00000002846.1"
106887440,"ENSCPUG00000002153","ENSCPUT00000003423.1","ENSCPUP00000002826.1"
106892180,"ENSCPUG00000014166","ENSCPUT00000024539.1","ENSCPUP00000020713.1"
106890983,"ENSCPUG00000004267","ENSCPUT00000007079.1","ENSCPUP00000005832.1"
106898248,"ENSCPUG00000004152","ENSCPUT00000006887.1","ENSCPUP00000005674.1"
106891527,"ENSCPUG00000009402","ENSCPUT00000015820.1","ENSCPUP00000013235.1"
106885763,"ENSCPUG00000012457","ENSCPUT00000021466.1","ENSCPUP00000018081.1"
106885763,"ENSCPUG00000012457","",""
106894295,"ENSCPUG00000001937","ENSCPUT00000003041.1","ENSCPUP00000002520.1"
106890181,"ENSCPUG00000017006","",""
106890181,"ENSCPUG00000017006","ENSCPUT00000029640.1","ENSCPUP00000025136.1"
106890181,"ENSCPUG00000017006","ENSCPUT00000029644.1","ENSCPUP00000025140.1"
106893000,"","",""
106896471,"ENSCPUG00000006274","ENSCPUT00000010518.1","ENSCPUP00000008797.1"
106896471,"ENSCPUG00000006274","",""
106891239,"","",""
106892404,"","",""
106888743,"","",""
106890791,"","",""
106888476,"","",""
106889541,"ENSCPUG00000014794","",""
106889541,"ENSCPUG00000014794","ENSCPUT00000025685.1","ENSCPUP00000021740.1"
106889541,"ENSCPUG00000014794","ENSCPUT00000025684.1","ENSCPUP00000021739.1"
106892092,"","",""
106894742,"","",""
106901533,"ENSCPUG00000004685","ENSCPUT00000007776.1","ENSCPUP00000006424.1"
106902432,"ENSCPUG00000013414","ENSCPUT00000023178.1","ENSCPUP00000019518.1"
106891692,"ENSCPUG00000008926","ENSCPUT00000014984.1","ENSCPUP00000012579.1"
106895680,"ENSCPUG00000001360","ENSCPUT00000002114.1","ENSCPUP00000001759.1"
106891819,"ENSCPUG00000016251","",""
106891819,"ENSCPUG00000016251","ENSCPUT00000028259.1","ENSCPUP00000023970.1"
106901945,"ENSCPUG00000013515","ENSCPUT00000023372.1","ENSCPUP00000019697.1"
106901945,"ENSCPUG00000013515","",""
106901878,"ENSCPUG00000015172","ENSCPUT00000026367.1","ENSCPUP00000022342.1"
106888814,"ENSCPUG00000000715","ENSCPUT00000001126.1","ENSCPUP00000000916.1"
106885641,"","",""
106891833,"ENSCPUG00000016311","ENSCPUT00000028347.1",""
106895464,"","",""
106891609,"ENSCPUG00000002505","ENSCPUT00000003977.1","ENSCPUP00000003287.1"
106901233,"ENSCPUG00000015316","",""
106901233,"ENSCPUG00000015316","ENSCPUT00000026615.1","ENSCPUP00000022562.1"
106891522,"","",""
106901538,"ENSCPUG00000015318","ENSCPUT00000026619.1","ENSCPUP00000022566.1"
106884827,"","",""
106902879,"","",""
106889829,"ENSCPUG00000019489","ENSCPUT00000034177.1","ENSCPUP00000029011.1"
106889827,"ENSCPUG00000019488","ENSCPUT00000034176.1","ENSCPUP00000029010.1"
106899951,"ENSCPUG00000010012","ENSCPUT00000016938.1","ENSCPUP00000014222.1"
106895214,"ENSCPUG00000011843","",""
106895214,"ENSCPUG00000011843","ENSCPUT00000020375.1","ENSCPUP00000017179.1"
106895214,"ENSCPUG00000011843","ENSCPUT00000020377.1","ENSCPUP00000017181.1"
106888998,"ENSCPUG00000002906","",""
106888998,"ENSCPUG00000002906","ENSCPUT00000004652.1","ENSCPUP00000003802.1"
106888998,"ENSCPUG00000002906","ENSCPUT00000004660.1","ENSCPUP00000003809.1"
106893724,"ENSCPUG00000016574","ENSCPUT00000028811.1","ENSCPUP00000024443.1"
106891594,"ENSCPUG00000003675","ENSCPUT00000006063.1","ENSCPUP00000004993.1"
106885443,"ENSCPUG00000010848","",""
106885443,"ENSCPUG00000010848","ENSCPUT00000018504.1","ENSCPUP00000015602.1"
106885443,"ENSCPUG00000010848","ENSCPUT00000018505.1","ENSCPUP00000015603.1"
106895172,"ENSCPUG00000004997","",""
106895172,"ENSCPUG00000004997","ENSCPUT00000008325.1","ENSCPUP00000006904.1"
106891382,"","",""
106892670,"ENSCPUG00000011971","",""
106892670,"ENSCPUG00000011971","ENSCPUT00000020586.1","ENSCPUP00000017373.1"
106892662,"ENSCPUG00000011970","",""
106892662,"ENSCPUG00000011970","ENSCPUT00000020584.1","ENSCPUP00000017371.1"
106891399,"ENSCPUG00000003509","ENSCPUT00000005755.1","ENSCPUP00000004738.1"
106887078,"ENSCPUG00000011345","",""
106887078,"ENSCPUG00000011345","ENSCPUT00000019444.1","ENSCPUP00000016394.1"
106884768,"ENSCPUG00000014851","",""
106884768,"ENSCPUG00000014851","ENSCPUT00000025811.1","ENSCPUP00000021851.1"
106901737,"ENSCPUG00000002993","ENSCPUT00000004821.1","ENSCPUP00000003961.1"
106892461,"ENSCPUG00000006233","",""
106892461,"ENSCPUG00000006233","ENSCPUT00000010422.1","ENSCPUP00000008707.1"
106892461,"ENSCPUG00000006233","ENSCPUT00000010423.1","ENSCPUP00000008708.1"
106892172,"ENSCPUG00000014219","ENSCPUT00000024620.1","ENSCPUP00000020786.1"
106892172,"ENSCPUG00000014219","",""
106892913,"ENSCPUG00000003079","ENSCPUT00000006506.1","ENSCPUP00000005357.1"
106886780,"","",""
106897517,"ENSCPUG00000009827","ENSCPUT00000016657.1","ENSCPUP00000013961.1"
106901932,"ENSCPUG00000014857","ENSCPUT00000025818.1","ENSCPUP00000021857.1"
106889529,"ENSCPUG00000018438","ENSCPUT00000032242.1","ENSCPUP00000027393.1"
106886030,"ENSCPUG00000015531","",""
106886030,"ENSCPUG00000015531","ENSCPUT00000026950.1","ENSCPUP00000022852.1"
106886030,"ENSCPUG00000015531","ENSCPUT00000026951.1","ENSCPUP00000022853.1"
106886469,"","",""
106897479,"ENSCPUG00000010241","",""
106897479,"ENSCPUG00000010241","ENSCPUT00000017382.1","ENSCPUP00000014602.1"
106897479,"ENSCPUG00000010241","ENSCPUT00000017381.1","ENSCPUP00000014601.1"
106889754,"ENSCPUG00000009818","ENSCPUT00000016556.1","ENSCPUP00000013872.1"
106889754,"ENSCPUG00000009818","",""
106899401,"ENSCPUG00000017023","",""
106899401,"ENSCPUG00000017023","ENSCPUT00000029667.1","ENSCPUP00000025159.1"
106888172,"","",""
106885451,"ENSCPUG00000010843","ENSCPUT00000018494.1","ENSCPUP00000015596.1"
106885538,"ENSCPUG00000010832","",""
106885538,"ENSCPUG00000010832","ENSCPUT00000018483.1","ENSCPUP00000015588.1"
106885539,"ENSCPUG00000010831","ENSCPUT00000018482.1","ENSCPUP00000015587.1"
106885431,"","",""
106885433,"ENSCPUG00000010840","ENSCPUT00000018491.1","ENSCPUP00000015595.1"
106885498,"ENSCPUG00000010839","ENSCPUT00000018490.1","ENSCPUP00000015594.1"
106885498,"ENSCPUG00000010839","",""
106885432,"","",""
106885500,"ENSCPUG00000010837","ENSCPUT00000018488.1","ENSCPUP00000015592.1"
106885501,"ENSCPUG00000010836","ENSCPUT00000018487.1","ENSCPUP00000015591.1"
106885502,"","",""
106885540,"","",""
106897962,"ENSCPUG00000014324","ENSCPUT00000024786.1","ENSCPUP00000020929.1"
106897925,"","",""
106897960,"ENSCPUG00000014323","ENSCPUT00000024785.1","ENSCPUP00000020928.1"
106897972,"ENSCPUG00000014322","",""
106897972,"ENSCPUG00000014322","ENSCPUT00000024783.1","ENSCPUP00000020926.1"
106897973,"ENSCPUG00000014318","",""
106897973,"ENSCPUG00000014318","ENSCPUT00000024779.1","ENSCPUP00000020923.1"
106897974,"ENSCPUG00000014320","ENSCPUT00000024781.1","ENSCPUP00000020925.1"
106897948,"ENSCPUG00000014317","ENSCPUT00000024775.1","ENSCPUP00000020919.1"
106897948,"ENSCPUG00000014317","",""
106897948,"ENSCPUG00000014317","ENSCPUT00000024776.1","ENSCPUP00000020920.1"
106897953,"","",""
106897996,"","",""
106898190,"ENSCPUG00000003387","ENSCPUT00000005522.1","ENSCPUP00000004573.1"
106898192,"ENSCPUG00000003385","ENSCPUT00000005520.1","ENSCPUP00000004571.1"
106898194,"ENSCPUG00000003384","ENSCPUT00000005519.1","ENSCPUP00000004570.1"
106898182,"ENSCPUG00000003382","ENSCPUT00000005517.1","ENSCPUP00000004568.1"
106898183,"ENSCPUG00000003400","ENSCPUT00000005548.1","ENSCPUP00000004587.1"
106898198,"ENSCPUG00000003399","",""
106898198,"ENSCPUG00000003399","ENSCPUT00000005546.1","ENSCPUP00000004586.1"
106898199,"","",""
106898184,"ENSCPUG00000003398","ENSCPUT00000005545.1","ENSCPUP00000004584.1"
106895098,"ENSCPUG00000004987","ENSCPUT00000008294.1","ENSCPUP00000006879.1"
106895100,"ENSCPUG00000004986","ENSCPUT00000008293.1","ENSCPUP00000006878.1"
106895113,"ENSCPUG00000004984","ENSCPUT00000008288.1","ENSCPUP00000006875.1"
106895055,"","",""
106895353,"ENSCPUG00000004991","ENSCPUT00000008301.1","ENSCPUP00000006886.1"
106895054,"","",""
106895105,"ENSCPUG00000004988","ENSCPUT00000008296.1","ENSCPUP00000006881.1"
106895105,"ENSCPUG00000004988","ENSCPUT00000008297.1","ENSCPUP00000006882.1"
106888381,"ENSCPUG00000011036","ENSCPUT00000018869.1","ENSCPUP00000015913.1"
106897422,"ENSCPUG00000008991","ENSCPUT00000015093.1","ENSCPUP00000012642.1"
106890570,"ENSCPUG00000018217","",""
106890570,"ENSCPUG00000018217","ENSCPUT00000031871.1","ENSCPUP00000027053.1"
106896707,"ENSCPUG00000003860","ENSCPUT00000006378.1","ENSCPUP00000005251.1"
106896707,"ENSCPUG00000003860","ENSCPUT00000006377.1","ENSCPUP00000005250.1"
106896707,"ENSCPUG00000003860","ENSCPUT00000006380.1","ENSCPUP00000005253.1"
106896707,"ENSCPUG00000003860","",""
106896707,"ENSCPUG00000003860","ENSCPUT00000006379.1","ENSCPUP00000005252.1"
106890526,"ENSCPUG00000017754","ENSCPUT00000031056.1","ENSCPUP00000026359.1"
106899188,"","",""
106886255,"ENSCPUG00000011977","ENSCPUT00000020597.1","ENSCPUP00000017383.1"
106891705,"ENSCPUG00000008944","ENSCPUT00000015013.1","ENSCPUP00000012591.1"
106888779,"ENSCPUG00000009849","ENSCPUT00000016610.1","ENSCPUP00000013924.1"
106900876,"","",""
106897540,"","",""
106890160,"ENSCPUG00000016815","ENSCPUT00000029627.1","ENSCPUP00000025123.1"
106889627,"ENSCPUG00000018818","ENSCPUT00000032873.1","ENSCPUP00000027938.1"
106898596,"","",""
106892545,"ENSCPUG00000011978","ENSCPUT00000020598.1","ENSCPUP00000017384.1"
106897030,"ENSCPUG00000009480","ENSCPUT00000016018.1","ENSCPUP00000013418.1"
106897625,"","",""
106897200,"ENSCPUG00000000288","ENSCPUT00000000401.1","ENSCPUP00000000339.1"
106886728,"ENSCPUG00000013927","ENSCPUT00000024112.1","ENSCPUP00000020369.1"
106893582,"ENSCPUG00000005443","",""
106893582,"ENSCPUG00000005443","ENSCPUT00000009094.1","ENSCPUP00000007530.1"
106891268,"ENSCPUG00000009445","",""
106891268,"ENSCPUG00000009445","ENSCPUT00000015893.1","ENSCPUP00000013304.1"
106895533,"","",""
106897951,"ENSCPUG00000012911","ENSCPUT00000022299.1","ENSCPUP00000018792.1"
106896608,"ENSCPUG00000004574","ENSCPUT00000007582.1","ENSCPUP00000006256.1"
106886225,"","",""
106884595,"ENSCPUG00000002329","ENSCPUT00000003704.1","ENSCPUP00000003041.1"
106884667,"","",""
106884668,"","",""
106901549,"ENSCPUG00000009095","ENSCPUT00000015311.1","ENSCPUP00000012810.1"
106901549,"ENSCPUG00000009095","ENSCPUT00000015312.1","ENSCPUP00000012811.1"
106901549,"ENSCPUG00000009095","",""
106884736,"ENSCPUG00000012188","ENSCPUT00000020954.1","ENSCPUP00000017685.1"
106893877,"ENSCPUG00000018943","ENSCPUT00000033123.1","ENSCPUP00000028134.1"
106900893,"","",""
106895955,"","",""
106888351,"ENSCPUG00000008781","ENSCPUT00000014751.1","ENSCPUP00000012397.1"
106888351,"ENSCPUG00000008781","",""
106887434,"","",""
106889211,"","",""
106897778,"ENSCPUG00000007596","",""
106897778,"ENSCPUG00000007596","ENSCPUT00000012761.1","ENSCPUP00000010690.1"
106891446,"ENSCPUG00000010587","ENSCPUT00000018021.1","ENSCPUP00000015193.1"
106898054,"ENSCPUG00000014559","ENSCPUT00000025229.1","ENSCPUP00000021333.1"
106900515,"ENSCPUG00000000162","ENSCPUT00000000223.1","ENSCPUP00000000184.1"
106888192,"ENSCPUG00000008683","ENSCPUT00000014592.1","ENSCPUP00000012257.1"
106884622,"ENSCPUG00000015012","",""
106884622,"ENSCPUG00000015012","ENSCPUT00000026112.1","ENSCPUP00000022115.1"
106894648,"ENSCPUG00000009971","ENSCPUT00000016854.1","ENSCPUP00000014142.1"
106894648,"ENSCPUG00000009971","ENSCPUT00000016853.1","ENSCPUP00000014141.1"
106888804,"ENSCPUG00000000991","ENSCPUT00000001549.1","ENSCPUP00000001291.1"
106888306,"ENSCPUG00000002387","",""
106888306,"ENSCPUG00000002387","ENSCPUT00000003789.1","ENSCPUP00000003107.1"
106896404,"ENSCPUG00000013675","",""
106896404,"ENSCPUG00000013675","ENSCPUT00000023718.1","ENSCPUP00000020018.1"
106896315,"ENSCPUG00000008598","ENSCPUT00000015280.1","ENSCPUP00000012785.1"
106902651,"ENSCPUG00000017703","ENSCPUT00000031088.1","ENSCPUP00000026387.1"
106885672,"ENSCPUG00000012238","ENSCPUT00000021051.1","ENSCPUP00000017771.1"
106885672,"ENSCPUG00000012238","",""
106885672,"ENSCPUG00000012238","ENSCPUT00000021050.1","ENSCPUP00000017770.1"
106900031,"ENSCPUG00000015844","ENSCPUT00000027515.1","ENSCPUP00000023331.1"
106897104,"ENSCPUG00000003909","ENSCPUT00000006469.1","ENSCPUP00000005322.1"
106893324,"ENSCPUG00000002132","ENSCPUT00000003388.1","ENSCPUP00000002801.1"
106885304,"ENSCPUG00000008293","ENSCPUT00000013941.1","ENSCPUP00000011710.1"
106889857,"","",""
106884581,"ENSCPUG00000010521","ENSCPUT00000017902.1","ENSCPUP00000015088.1"
106885787,"ENSCPUG00000013713","ENSCPUT00000023737.1","ENSCPUP00000020035.1"
106885787,"ENSCPUG00000013713","",""
106900906,"ENSCPUG00000002259","",""
106900906,"ENSCPUG00000002259","ENSCPUT00000004453.1","ENSCPUP00000003651.1"
106893564,"ENSCPUG00000005160","ENSCPUT00000008611.1","ENSCPUP00000007159.1"
106891526,"ENSCPUG00000006440","ENSCPUT00000010794.1","ENSCPUP00000009041.1"
106892624,"ENSCPUG00000012343","ENSCPUT00000021241.1","ENSCPUP00000017913.1"
106892624,"ENSCPUG00000012343","ENSCPUT00000021240.1","ENSCPUP00000017912.1"
106888538,"ENSCPUG00000016115","ENSCPUT00000027991.1","ENSCPUP00000023738.1"
106886767,"ENSCPUG00000014045","ENSCPUT00000024308.1","ENSCPUP00000020518.1"
106896057,"","",""
106894445,"","",""
106886456,"ENSCPUG00000011670","ENSCPUT00000020038.1","ENSCPUP00000016917.1"
106886456,"ENSCPUG00000011670","ENSCPUT00000020040.1","ENSCPUP00000016919.1"
106886456,"ENSCPUG00000011670","ENSCPUT00000020043.1","ENSCPUP00000016922.1"
106892372,"","",""
106901815,"ENSCPUG00000015137","ENSCPUT00000026312.1","ENSCPUP00000022293.1"
106893687,"","",""
106902196,"ENSCPUG00000012942","ENSCPUT00000022349.1","ENSCPUP00000018839.1"
106886120,"ENSCPUG00000016961","ENSCPUT00000029552.1","ENSCPUP00000025064.1"
106895188,"ENSCPUG00000008319","ENSCPUT00000013986.1","ENSCPUP00000011746.1"
106902345,"ENSCPUG00000013274","ENSCPUT00000023112.1","ENSCPUP00000019458.1"
106888980,"ENSCPUG00000001030","ENSCPUT00000001612.1","ENSCPUP00000001345.1"
106888980,"ENSCPUG00000001030","ENSCPUT00000001611.1","ENSCPUP00000001344.1"
106901854,"ENSCPUG00000014940","",""
106901854,"ENSCPUG00000014940","ENSCPUT00000025962.1","ENSCPUP00000021985.1"
106892283,"ENSCPUG00000017193","",""
106892283,"ENSCPUG00000017193","ENSCPUT00000029983.1","ENSCPUP00000025417.1"
106892187,"ENSCPUG00000014222","ENSCPUT00000024623.1","ENSCPUP00000020789.1"
106901630,"","",""
106891002,"ENSCPUG00000003942","",""
106891002,"ENSCPUG00000003942","ENSCPUT00000006527.1","ENSCPUP00000005371.1"
106902617,"ENSCPUG00000012927","",""
106902617,"ENSCPUG00000012927","ENSCPUT00000022322.1","ENSCPUP00000018812.1"
106890286,"ENSCPUG00000017100","ENSCPUT00000029807.1","ENSCPUP00000025281.1"
106895766,"ENSCPUG00000011300","",""
106895766,"ENSCPUG00000011300","ENSCPUT00000019329.1","ENSCPUP00000016292.1"
106892402,"ENSCPUG00000018004","ENSCPUT00000031629.1","ENSCPUP00000026853.1"
106891606,"ENSCPUG00000007770","",""
106891606,"ENSCPUG00000007770","ENSCPUT00000013065.1","ENSCPUP00000010956.1"
106891606,"ENSCPUG00000007770","ENSCPUT00000013063.1","ENSCPUP00000010955.1"
106891606,"ENSCPUG00000007770","ENSCPUT00000013068.1","ENSCPUP00000010960.1"
106889677,"ENSCPUG00000019201","ENSCPUT00000033601.1","ENSCPUP00000028553.1"
106893830,"ENSCPUG00000018708","",""
106893830,"ENSCPUG00000018708","ENSCPUT00000032692.1","ENSCPUP00000027792.1"
106902228,"ENSCPUG00000013386","",""
106902228,"ENSCPUG00000013386","ENSCPUT00000023092.1","ENSCPUP00000019438.1"
106889876,"ENSCPUG00000019478","ENSCPUT00000034156.1","ENSCPUP00000028990.1"
106890126,"ENSCPUG00000004851","ENSCPUT00000008072.1","ENSCPUP00000006698.1"
106884573,"ENSCPUG00000003166","ENSCPUT00000005138.1","ENSCPUP00000004251.1"
106902944,"ENSCPUG00000003225","ENSCPUT00000012366.1","ENSCPUP00000010363.1"
106885647,"","",""
106902031,"ENSCPUG00000016013","ENSCPUT00000027815.1","ENSCPUP00000023584.1"
106901684,"ENSCPUG00000006883","ENSCPUT00000011587.1","ENSCPUP00000009701.1"
106894730,"ENSCPUG00000012017","ENSCPUT00000020665.1","ENSCPUP00000017448.1"
106894730,"ENSCPUG00000012017","ENSCPUT00000020667.1","ENSCPUP00000017450.1"
106894675,"ENSCPUG00000012019","ENSCPUT00000020668.1","ENSCPUP00000017451.1"
106898314,"ENSCPUG00000004307","ENSCPUT00000007146.1","ENSCPUP00000005881.1"
106898314,"ENSCPUG00000004307","ENSCPUT00000007144.1","ENSCPUP00000005879.1"
106898314,"ENSCPUG00000004307","",""
106885543,"ENSCPUG00000010876","ENSCPUT00000018545.1","ENSCPUP00000015632.1"
106885543,"ENSCPUG00000010876","ENSCPUT00000018544.1","ENSCPUP00000015631.1"
106885543,"ENSCPUG00000010876","",""
106895151,"ENSCPUG00000008209","",""
106895151,"ENSCPUG00000008209","ENSCPUT00000013790.1","ENSCPUP00000011570.1"
106899090,"ENSCPUG00000010809","ENSCPUT00000018456.1","ENSCPUP00000015568.1"
106886218,"","",""
106889580,"ENSCPUG00000015217","",""
