"GID","GENETYPE"
106898993,"ncRNA"
106898995,"other"
106898996,"pseudogene"
106898997,"protein-coding"
106898998,"protein-coding"
106898999,"ncRNA"
106899000,"ncRNA"
106899002,"ncRNA"
106899004,"protein-coding"
106899005,"protein-coding"
106899015,"ncRNA"
106899022,"ncRNA"
106899023,"ncRNA"
106899030,"ncRNA"
106899041,"protein-coding"
106899042,"protein-coding"
106899043,"protein-coding"
106899044,"protein-coding"
106899046,"protein-coding"
106899047,"protein-coding"
106899048,"protein-coding"
106899050,"protein-coding"
106899051,"protein-coding"
106899052,"protein-coding"
106899053,"protein-coding"
106899054,"protein-coding"
106899055,"protein-coding"
106899056,"protein-coding"
106899057,"protein-coding"
106899058,"protein-coding"
106899059,"protein-coding"
106899060,"protein-coding"
106899061,"protein-coding"
106899062,"protein-coding"
106899063,"protein-coding"
106899064,"protein-coding"
106899065,"protein-coding"
106899066,"ncRNA"
106899067,"ncRNA"
106899069,"protein-coding"
106899070,"protein-coding"
106899071,"protein-coding"
106899072,"protein-coding"
106899076,"protein-coding"
106899077,"protein-coding"
106899080,"protein-coding"
106899081,"protein-coding"
106899085,"protein-coding"
106899086,"protein-coding"
106899094,"protein-coding"
106899095,"protein-coding"
106899104,"protein-coding"
106899105,"protein-coding"
106899107,"ncRNA"
106899111,"protein-coding"
106899118,"ncRNA"
106899119,"ncRNA"
106899120,"ncRNA"
106899124,"protein-coding"
106899125,"protein-coding"
106899126,"ncRNA"
106899127,"ncRNA"
106899136,"protein-coding"
106899137,"protein-coding"
106899138,"protein-coding"
106899142,"protein-coding"
106899144,"protein-coding"
106899145,"protein-coding"
106899146,"protein-coding"
106899148,"protein-coding"
106899156,"protein-coding"
106899160,"protein-coding"
106899162,"protein-coding"
106899164,"protein-coding"
106899166,"protein-coding"
106899168,"protein-coding"
106899169,"protein-coding"
106899170,"protein-coding"
106899174,"protein-coding"
106899175,"protein-coding"
106899177,"protein-coding"
106899178,"protein-coding"
106899180,"protein-coding"
106899183,"protein-coding"
106899186,"protein-coding"
106899210,"protein-coding"
106899216,"protein-coding"
106899222,"protein-coding"
106899228,"protein-coding"
106899229,"protein-coding"
106899230,"protein-coding"
106899231,"protein-coding"
106899232,"protein-coding"
106899241,"protein-coding"
106899242,"protein-coding"
106899244,"protein-coding"
106899245,"protein-coding"
106899246,"protein-coding"
106899247,"protein-coding"
106899248,"protein-coding"
106899249,"other"
106899250,"other"
106899251,"other"
106899252,"protein-coding"
106899253,"protein-coding"
106899254,"protein-coding"
106899255,"protein-coding"
106899256,"ncRNA"
106899259,"pseudogene"
106899264,"protein-coding"
106899268,"protein-coding"
106899270,"protein-coding"
106899272,"protein-coding"
106899274,"protein-coding"
106899275,"protein-coding"
106899276,"ncRNA"
106899277,"protein-coding"
106899280,"protein-coding"
106899284,"protein-coding"
106899286,"protein-coding"
106899290,"protein-coding"
106899293,"protein-coding"
106899296,"ncRNA"
106899298,"protein-coding"
106899306,"protein-coding"
106899316,"protein-coding"
106899319,"protein-coding"
106899321,"protein-coding"
106899322,"protein-coding"
106899323,"protein-coding"
106899324,"protein-coding"
106899325,"protein-coding"
106899326,"protein-coding"
106899338,"protein-coding"
106899339,"protein-coding"
106899340,"ncRNA"
106899344,"protein-coding"
106899345,"protein-coding"
106899350,"protein-coding"
106899351,"protein-coding"
106899353,"protein-coding"
106899354,"ncRNA"
106899355,"protein-coding"
106899356,"protein-coding"
106899357,"protein-coding"
106899358,"ncRNA"
106899366,"protein-coding"
106899367,"protein-coding"
106899370,"protein-coding"
106899381,"protein-coding"
106899382,"protein-coding"
106899387,"protein-coding"
106899389,"protein-coding"
106899391,"protein-coding"
106899392,"protein-coding"
106899393,"protein-coding"
106899395,"protein-coding"
106899402,"protein-coding"
106899403,"protein-coding"
106899409,"protein-coding"
106899426,"protein-coding"
106899427,"protein-coding"
106899436,"protein-coding"
106899438,"protein-coding"
106899439,"protein-coding"
106899442,"protein-coding"
106899445,"protein-coding"
106899454,"ncRNA"
106899457,"protein-coding"
106899460,"protein-coding"
106899466,"protein-coding"
106899476,"protein-coding"
106899477,"protein-coding"
106899478,"ncRNA"
106899489,"ncRNA"
106899497,"ncRNA"
106899500,"ncRNA"
106899501,"protein-coding"
106899502,"protein-coding"
106899503,"ncRNA"
106899505,"protein-coding"
106899506,"protein-coding"
106899507,"protein-coding"
106899508,"protein-coding"
106899509,"protein-coding"
106899511,"ncRNA"
106899512,"protein-coding"
106899513,"ncRNA"
106899514,"protein-coding"
106899515,"protein-coding"
106899516,"protein-coding"
106899517,"protein-coding"
106899518,"protein-coding"
106899519,"protein-coding"
106899520,"protein-coding"
106899521,"protein-coding"
106899523,"protein-coding"
106899525,"protein-coding"
106899528,"protein-coding"
106899529,"protein-coding"
106899530,"protein-coding"
106899532,"protein-coding"
106899533,"protein-coding"
106899534,"protein-coding"
106899536,"protein-coding"
106899537,"protein-coding"
106899538,"protein-coding"
106899539,"protein-coding"
106899540,"protein-coding"
106899542,"protein-coding"
106899543,"protein-coding"
106899544,"protein-coding"
106899545,"protein-coding"
106899546,"protein-coding"
106899547,"protein-coding"
106899548,"protein-coding"
106899549,"protein-coding"
106899550,"protein-coding"
106899551,"protein-coding"
106899553,"protein-coding"
106899554,"ncRNA"
106899555,"protein-coding"
106899556,"protein-coding"
106899558,"protein-coding"
106899559,"protein-coding"
106899560,"protein-coding"
106899561,"protein-coding"
106899562,"protein-coding"
106899564,"protein-coding"
106899565,"ncRNA"
106899566,"protein-coding"
106899567,"protein-coding"
106899568,"protein-coding"
106899569,"ncRNA"
106899570,"protein-coding"
106899571,"protein-coding"
106899572,"protein-coding"
106899573,"protein-coding"
106899574,"protein-coding"
106899575,"protein-coding"
106899576,"protein-coding"
106899577,"protein-coding"
106899578,"protein-coding"
106899580,"protein-coding"
106899581,"protein-coding"
106899582,"protein-coding"
106899583,"protein-coding"
106899584,"protein-coding"
106899585,"protein-coding"
106899586,"protein-coding"
106899587,"protein-coding"
106899589,"protein-coding"
106899590,"protein-coding"
106899591,"protein-coding"
106899592,"protein-coding"
106899597,"protein-coding"
106899598,"protein-coding"
106899599,"protein-coding"
106899600,"protein-coding"
106899601,"protein-coding"
106899604,"protein-coding"
106899605,"protein-coding"
106899606,"ncRNA"
106899609,"protein-coding"
106899612,"protein-coding"
106899614,"protein-coding"
106899618,"ncRNA"
106899619,"protein-coding"
106899620,"other"
106899621,"protein-coding"
106899622,"other"
106899623,"protein-coding"
106899624,"protein-coding"
106899627,"protein-coding"
106899628,"protein-coding"
106899629,"protein-coding"
106899630,"protein-coding"
106899632,"ncRNA"
106899633,"protein-coding"
106899634,"other"
106899638,"ncRNA"
106899643,"protein-coding"
106899644,"protein-coding"
106899647,"protein-coding"
106899651,"ncRNA"
106899652,"protein-coding"
106899653,"protein-coding"
106899654,"protein-coding"
106899655,"protein-coding"
106899656,"protein-coding"
106899657,"protein-coding"
106899658,"protein-coding"
106899659,"protein-coding"
106899660,"protein-coding"
106899661,"protein-coding"
106899662,"ncRNA"
106899665,"protein-coding"
106899666,"protein-coding"
106899667,"protein-coding"
106899668,"protein-coding"
106899670,"protein-coding"
106899671,"ncRNA"
106899672,"other"
106899673,"other"
106899674,"other"
106899675,"other"
106899676,"other"
106899677,"other"
106899679,"protein-coding"
106899681,"protein-coding"
106899689,"ncRNA"
106899696,"protein-coding"
106899697,"protein-coding"
106899699,"pseudogene"
106899700,"protein-coding"
106899701,"protein-coding"
106899704,"protein-coding"
106899714,"ncRNA"
106899715,"protein-coding"
106899718,"protein-coding"
106899731,"protein-coding"
106899733,"protein-coding"
106899734,"ncRNA"
106899735,"protein-coding"
106899736,"protein-coding"
106899738,"protein-coding"
106899745,"protein-coding"
106899746,"protein-coding"
106899747,"protein-coding"
106899749,"protein-coding"
106899752,"ncRNA"
106899753,"ncRNA"
106899755,"ncRNA"
106899757,"ncRNA"
106899760,"protein-coding"
106899762,"protein-coding"
106899766,"pseudogene"
106899767,"protein-coding"
106899768,"protein-coding"
106899769,"protein-coding"
106899770,"protein-coding"
106899771,"protein-coding"
106899772,"pseudogene"
106899773,"ncRNA"
106899774,"protein-coding"
106899775,"ncRNA"
106899776,"ncRNA"
106899777,"protein-coding"
106899778,"other"
106899779,"protein-coding"
106899780,"protein-coding"
106899781,"protein-coding"
106899782,"protein-coding"
106899783,"protein-coding"
106899786,"protein-coding"
106899790,"ncRNA"
106899792,"protein-coding"
106899794,"protein-coding"
106899795,"protein-coding"
106899796,"ncRNA"
106899797,"protein-coding"
106899798,"protein-coding"
106899799,"protein-coding"
106899800,"protein-coding"
106899802,"protein-coding"
106899806,"protein-coding"
106899809,"ncRNA"
106899810,"ncRNA"
106899811,"protein-coding"
106899814,"protein-coding"
106899816,"protein-coding"
106899817,"ncRNA"
106899818,"protein-coding"
106899819,"protein-coding"
106899820,"protein-coding"
106899822,"protein-coding"
106899823,"protein-coding"
106899824,"protein-coding"
106899825,"protein-coding"
106899826,"ncRNA"
106899827,"protein-coding"
106899830,"protein-coding"
106899831,"protein-coding"
106899835,"protein-coding"
106899836,"protein-coding"
106899837,"other"
106899838,"protein-coding"
106899839,"other"
106899840,"protein-coding"
106899841,"protein-coding"
106899842,"ncRNA"
106899843,"protein-coding"
106899844,"protein-coding"
106899845,"protein-coding"
106899846,"protein-coding"
106899847,"protein-coding"
106899850,"protein-coding"
106899853,"ncRNA"
106899858,"protein-coding"
106899859,"protein-coding"
106899860,"protein-coding"
106899861,"protein-coding"
106899866,"protein-coding"
106899867,"protein-coding"
106899869,"protein-coding"
106899870,"protein-coding"
106899871,"protein-coding"
106899872,"protein-coding"
106899873,"protein-coding"
106899874,"protein-coding"
106899875,"protein-coding"
106899876,"protein-coding"
106899878,"protein-coding"
106899885,"protein-coding"
106899887,"protein-coding"
106899888,"protein-coding"
106899889,"protein-coding"
106899890,"protein-coding"
106899891,"protein-coding"
106899892,"protein-coding"
106899893,"ncRNA"
106899894,"protein-coding"
106899895,"protein-coding"
106899896,"protein-coding"
106899897,"other"
106899899,"protein-coding"
106899900,"protein-coding"
106899901,"protein-coding"
106899902,"pseudogene"
106899904,"other"
106899905,"protein-coding"
106899906,"pseudogene"
106899917,"ncRNA"
106899920,"protein-coding"
106899923,"protein-coding"
106899924,"protein-coding"
106899926,"ncRNA"
106899927,"ncRNA"
106899928,"protein-coding"
106899929,"protein-coding"
106899930,"protein-coding"
106899931,"protein-coding"
106899932,"protein-coding"
106899933,"protein-coding"
106899936,"protein-coding"
106899938,"protein-coding"
106899939,"protein-coding"
106899946,"protein-coding"
106899953,"protein-coding"
106899957,"protein-coding"
106899959,"protein-coding"
106899960,"protein-coding"
106899961,"protein-coding"
106899962,"ncRNA"
106899963,"ncRNA"
106899970,"protein-coding"
106899971,"protein-coding"
106899976,"protein-coding"
106899978,"protein-coding"
106899981,"protein-coding"
106899982,"protein-coding"
106899983,"protein-coding"
106899984,"protein-coding"
106899985,"protein-coding"
106899986,"protein-coding"
106899988,"protein-coding"
106900001,"protein-coding"
106900011,"protein-coding"
106900012,"protein-coding"
106900013,"protein-coding"
106900014,"protein-coding"
106900015,"protein-coding"
106900016,"protein-coding"
106900017,"protein-coding"
106900020,"protein-coding"
106900021,"protein-coding"
106900022,"protein-coding"
106900023,"protein-coding"
106900025,"protein-coding"
106900026,"protein-coding"
106900028,"protein-coding"
106900029,"protein-coding"
106900030,"protein-coding"
106900037,"other"
106900040,"protein-coding"
106900041,"protein-coding"
106900042,"protein-coding"
106900043,"protein-coding"
106900044,"protein-coding"
106900045,"protein-coding"
106900046,"protein-coding"
106900047,"protein-coding"
106900048,"protein-coding"
106900050,"protein-coding"
106900052,"protein-coding"
106900055,"protein-coding"
106900056,"protein-coding"
106900057,"protein-coding"
106900058,"protein-coding"
106900060,"protein-coding"
106900064,"protein-coding"
106900065,"protein-coding"
106900066,"protein-coding"
106900067,"ncRNA"
106900068,"ncRNA"
106900069,"protein-coding"
106900070,"protein-coding"
106900071,"protein-coding"
106900072,"protein-coding"
106900073,"protein-coding"
106900075,"protein-coding"
106900082,"protein-coding"
106900083,"protein-coding"
106900084,"protein-coding"
106900085,"protein-coding"
106900086,"protein-coding"
106900087,"protein-coding"
106900089,"protein-coding"
106900090,"protein-coding"
106900091,"protein-coding"
106900092,"protein-coding"
106900093,"protein-coding"
106900094,"protein-coding"
106900095,"protein-coding"
106900096,"protein-coding"
106900099,"protein-coding"
106900100,"protein-coding"
106900101,"protein-coding"
106900102,"protein-coding"
106900103,"protein-coding"
106900104,"ncRNA"
106900105,"ncRNA"
106900106,"ncRNA"
106900107,"protein-coding"
106900108,"protein-coding"
106900109,"protein-coding"
106900110,"ncRNA"
106900111,"protein-coding"
106900112,"protein-coding"
106900115,"protein-coding"
106900116,"protein-coding"
106900117,"protein-coding"
106900118,"protein-coding"
106900119,"protein-coding"
106900120,"protein-coding"
106900121,"protein-coding"
106900122,"other"
106900123,"protein-coding"
106900124,"protein-coding"
106900125,"protein-coding"
106900128,"protein-coding"
106900134,"protein-coding"
106900135,"protein-coding"
106900138,"protein-coding"
106900140,"ncRNA"
106900141,"protein-coding"
106900142,"protein-coding"
106900143,"protein-coding"
106900144,"protein-coding"
106900146,"pseudogene"
106900148,"protein-coding"
106900149,"protein-coding"
106900151,"protein-coding"
106900156,"protein-coding"
106900159,"protein-coding"
106900160,"protein-coding"
106900162,"ncRNA"
106900163,"protein-coding"
106900164,"protein-coding"
106900167,"protein-coding"
106900168,"protein-coding"
106900169,"pseudogene"
106900170,"protein-coding"
106900171,"protein-coding"
106900172,"ncRNA"
106900173,"protein-coding"
106900174,"protein-coding"
106900176,"ncRNA"
106900177,"ncRNA"
106900178,"ncRNA"
106900179,"protein-coding"
106900180,"ncRNA"
106900182,"protein-coding"
106900183,"protein-coding"
106900184,"protein-coding"
106900186,"protein-coding"
106900187,"protein-coding"
106900189,"protein-coding"
106900190,"protein-coding"
106900191,"protein-coding"
106900192,"protein-coding"
106900193,"protein-coding"
106900194,"ncRNA"
106900195,"protein-coding"
106900196,"protein-coding"
106900197,"protein-coding"
106900198,"protein-coding"
106900199,"protein-coding"
106900200,"protein-coding"
106900203,"protein-coding"
106900204,"protein-coding"
106900205,"protein-coding"
106900206,"protein-coding"
106900207,"protein-coding"
106900211,"ncRNA"
106900212,"protein-coding"
106900213,"protein-coding"
106900214,"protein-coding"
106900215,"protein-coding"
106900216,"protein-coding"
106900217,"ncRNA"
106900220,"protein-coding"
106900221,"pseudogene"
106900222,"protein-coding"
106900223,"protein-coding"
106900224,"protein-coding"
106900226,"protein-coding"
106900227,"ncRNA"
106900228,"protein-coding"
106900229,"protein-coding"
106900231,"protein-coding"
106900232,"protein-coding"
106900233,"protein-coding"
106900235,"protein-coding"
106900236,"protein-coding"
106900237,"protein-coding"
106900238,"protein-coding"
106900240,"protein-coding"
106900241,"protein-coding"
106900242,"protein-coding"
106900243,"protein-coding"
106900246,"ncRNA"
106900247,"protein-coding"
106900248,"protein-coding"
106900249,"protein-coding"
106900250,"protein-coding"
106900253,"protein-coding"
106900254,"protein-coding"
106900255,"ncRNA"
106900262,"protein-coding"
106900265,"protein-coding"
106900269,"ncRNA"
106900272,"protein-coding"
106900274,"protein-coding"
106900277,"protein-coding"
106900278,"protein-coding"
106900280,"protein-coding"
106900281,"ncRNA"
106900282,"protein-coding"
106900283,"ncRNA"
106900284,"protein-coding"
106900285,"protein-coding"
106900286,"protein-coding"
106900287,"protein-coding"
106900290,"ncRNA"
106900292,"ncRNA"
106900293,"ncRNA"
106900294,"protein-coding"
106900299,"protein-coding"
106900300,"protein-coding"
106900301,"protein-coding"
106900303,"protein-coding"
106900306,"protein-coding"
106900307,"protein-coding"
106900308,"protein-coding"
106900309,"pseudogene"
106900310,"protein-coding"
106900311,"protein-coding"
106900312,"ncRNA"
106900313,"protein-coding"
106900314,"protein-coding"
106900316,"protein-coding"
106900317,"protein-coding"
106900318,"protein-coding"
106900319,"protein-coding"
106900320,"pseudogene"
106900321,"pseudogene"
106900322,"protein-coding"
106900323,"protein-coding"
106900325,"protein-coding"
106900326,"protein-coding"
106900327,"protein-coding"
106900328,"protein-coding"
106900329,"protein-coding"
106900332,"protein-coding"
106900339,"protein-coding"
106900340,"ncRNA"
106900341,"ncRNA"
106900342,"ncRNA"
106900347,"protein-coding"
106900351,"protein-coding"
106900352,"protein-coding"
106900353,"protein-coding"
106900354,"protein-coding"
106900355,"protein-coding"
106900356,"protein-coding"
106900366,"protein-coding"
106900368,"protein-coding"
106900369,"protein-coding"
106900374,"ncRNA"
106900376,"ncRNA"
106900377,"protein-coding"
106900378,"ncRNA"
106900379,"protein-coding"
106900383,"protein-coding"
106900385,"protein-coding"
106900392,"protein-coding"
106900393,"ncRNA"
106900406,"ncRNA"
106900409,"protein-coding"
106900415,"protein-coding"
106900418,"protein-coding"
106900420,"ncRNA"
106900431,"ncRNA"
106900433,"ncRNA"
106900434,"protein-coding"
106900435,"protein-coding"
106900440,"ncRNA"
106900447,"protein-coding"
106900452,"protein-coding"
106900453,"ncRNA"
106900454,"protein-coding"
106900456,"protein-coding"
106900457,"protein-coding"
106900458,"ncRNA"
106900459,"protein-coding"
106900460,"protein-coding"
106900461,"pseudogene"
106900462,"protein-coding"
106900463,"protein-coding"
106900464,"protein-coding"
106900465,"protein-coding"
106900466,"protein-coding"
106900467,"protein-coding"
106900469,"protein-coding"
106900470,"protein-coding"
106900471,"protein-coding"
106900472,"protein-coding"
106900473,"protein-coding"
106900478,"protein-coding"
106900480,"ncRNA"
106900482,"protein-coding"
106900484,"protein-coding"
106900496,"protein-coding"
106900497,"ncRNA"
106900498,"protein-coding"
106900500,"protein-coding"
106900501,"ncRNA"
106900502,"other"
106900503,"protein-coding"
106900504,"protein-coding"
106900505,"ncRNA"
106900506,"protein-coding"
106900507,"pseudogene"
106900508,"protein-coding"
106900509,"protein-coding"
106900510,"protein-coding"
106900511,"protein-coding"
106900512,"protein-coding"
106900513,"protein-coding"
106900516,"protein-coding"
106900517,"protein-coding"
106900518,"protein-coding"
106900519,"protein-coding"
106900520,"protein-coding"
106900521,"protein-coding"
106900523,"protein-coding"
106900524,"protein-coding"
106900525,"protein-coding"
106900526,"protein-coding"
106900527,"ncRNA"
106900528,"protein-coding"
106900529,"protein-coding"
106900530,"protein-coding"
106900531,"protein-coding"
106900532,"protein-coding"
106900534,"protein-coding"
106900535,"protein-coding"
106900536,"other"
106900537,"other"
106900538,"other"
106900539,"other"
106900540,"protein-coding"
106900541,"protein-coding"
106900543,"protein-coding"
106900544,"protein-coding"
106900545,"protein-coding"
106900546,"protein-coding"
106900547,"protein-coding"
106900548,"protein-coding"
106900549,"pseudogene"
106900550,"protein-coding"
106900551,"protein-coding"
106900552,"pseudogene"
106900553,"protein-coding"
106900554,"ncRNA"
106900555,"ncRNA"
106900558,"protein-coding"
106900559,"protein-coding"
106900561,"protein-coding"
106900562,"protein-coding"
106900563,"protein-coding"
106900564,"protein-coding"
106900568,"protein-coding"
106900569,"protein-coding"
106900570,"protein-coding"
106900580,"protein-coding"
106900581,"protein-coding"
106900582,"protein-coding"
106900583,"protein-coding"
106900585,"protein-coding"
106900586,"protein-coding"
106900587,"protein-coding"
106900589,"protein-coding"
106900590,"protein-coding"
106900591,"protein-coding"
106900592,"other"
106900593,"protein-coding"
106900594,"protein-coding"
106900603,"protein-coding"
106900604,"protein-coding"
106900605,"protein-coding"
106900611,"protein-coding"
106900612,"protein-coding"
106900613,"protein-coding"
106900615,"protein-coding"
106900616,"protein-coding"
106900617,"protein-coding"
106900618,"protein-coding"
106900619,"protein-coding"
106900620,"protein-coding"
106900621,"protein-coding"
106900623,"protein-coding"
106900624,"protein-coding"
106900625,"protein-coding"
106900626,"other"
106900627,"protein-coding"
106900628,"ncRNA"
106900629,"protein-coding"
106900630,"protein-coding"
106900632,"protein-coding"
106900633,"protein-coding"
106900634,"protein-coding"
106900635,"protein-coding"
106900636,"protein-coding"
106900637,"ncRNA"
106900638,"protein-coding"
106900639,"ncRNA"
106900641,"protein-coding"
106900642,"protein-coding"
106900643,"protein-coding"
106900644,"protein-coding"
106900645,"protein-coding"
106900646,"other"
106900647,"other"
106900649,"protein-coding"
106900650,"protein-coding"
106900652,"protein-coding"
106900662,"protein-coding"
106900664,"protein-coding"
106900665,"protein-coding"
106900666,"protein-coding"
106900667,"protein-coding"
106900668,"protein-coding"
106900669,"pseudogene"
106900673,"protein-coding"
106900674,"other"
106900675,"ncRNA"
106900676,"protein-coding"
106900677,"protein-coding"
106900678,"protein-coding"
106900679,"protein-coding"
106900680,"pseudogene"
106900681,"protein-coding"
106900682,"protein-coding"
106900683,"protein-coding"
106900684,"protein-coding"
106900685,"other"
106900686,"pseudogene"
106900687,"protein-coding"
106900688,"protein-coding"
106900690,"protein-coding"
106900691,"protein-coding"
106900693,"protein-coding"
106900694,"protein-coding"
106900695,"protein-coding"
106900696,"protein-coding"
106900697,"protein-coding"
106900698,"protein-coding"
106900699,"protein-coding"
106900702,"protein-coding"
106900703,"protein-coding"
106900704,"ncRNA"
106900705,"ncRNA"
106900706,"protein-coding"
106900707,"protein-coding"
106900708,"protein-coding"
106900709,"ncRNA"
106900710,"protein-coding"
106900711,"protein-coding"
106900712,"protein-coding"
106900713,"protein-coding"
106900714,"protein-coding"
106900715,"ncRNA"
106900716,"protein-coding"
106900717,"protein-coding"
106900718,"ncRNA"
106900719,"protein-coding"
106900721,"ncRNA"
106900722,"protein-coding"
106900723,"protein-coding"
106900724,"protein-coding"
106900725,"ncRNA"
106900726,"protein-coding"
106900728,"protein-coding"
106900729,"ncRNA"
106900730,"protein-coding"
106900732,"protein-coding"
106900733,"protein-coding"
106900734,"protein-coding"
106900735,"pseudogene"
106900736,"protein-coding"
106900737,"protein-coding"
106900738,"protein-coding"
106900739,"protein-coding"
106900740,"protein-coding"
106900742,"ncRNA"
106900743,"ncRNA"
106900744,"protein-coding"
106900745,"protein-coding"
106900746,"protein-coding"
106900747,"protein-coding"
106900748,"protein-coding"
106900749,"protein-coding"
106900750,"protein-coding"
106900751,"protein-coding"
106900752,"protein-coding"
106900753,"ncRNA"
106900754,"ncRNA"
106900755,"protein-coding"
106900756,"protein-coding"
106900757,"protein-coding"
106900758,"protein-coding"
106900759,"ncRNA"
106900760,"protein-coding"
106900761,"protein-coding"
106900762,"protein-coding"
106900763,"protein-coding"
106900764,"ncRNA"
106900765,"protein-coding"
106900766,"protein-coding"
106900767,"protein-coding"
106900769,"protein-coding"
106900770,"protein-coding"
106900771,"protein-coding"
106900772,"protein-coding"
106900773,"ncRNA"
106900774,"ncRNA"
106900775,"protein-coding"
106900776,"protein-coding"
106900777,"protein-coding"
106900778,"protein-coding"
106900780,"protein-coding"
106900781,"protein-coding"
106900790,"ncRNA"
106900798,"protein-coding"
106900805,"protein-coding"
106900811,"protein-coding"
106900812,"ncRNA"
106900813,"ncRNA"
106900816,"ncRNA"
106900818,"protein-coding"
106900834,"ncRNA"
106900835,"protein-coding"
106900841,"protein-coding"
106900844,"ncRNA"
106900845,"protein-coding"
106900847,"protein-coding"
106900852,"pseudogene"
106900854,"protein-coding"
106900858,"protein-coding"
106900862,"ncRNA"
106900868,"protein-coding"
106900877,"ncRNA"
106900880,"protein-coding"
106900882,"protein-coding"
106900887,"protein-coding"
106900891,"protein-coding"
106900929,"ncRNA"
106900934,"ncRNA"
106900938,"protein-coding"
106900939,"ncRNA"
106900940,"protein-coding"
106900946,"ncRNA"
106900950,"ncRNA"
106900952,"protein-coding"
106900953,"protein-coding"
106900957,"protein-coding"
106900958,"pseudogene"
106900962,"protein-coding"
106900969,"protein-coding"
106900970,"protein-coding"
106900971,"protein-coding"
106900974,"protein-coding"
106900978,"protein-coding"
106900984,"protein-coding"
106900994,"protein-coding"
106900998,"protein-coding"
106900999,"protein-coding"
106901003,"protein-coding"
106901011,"protein-coding"
106901024,"pseudogene"
106901026,"protein-coding"
106901027,"protein-coding"
106901028,"pseudogene"
106901029,"protein-coding"
106901034,"protein-coding"
106901036,"protein-coding"
106901046,"protein-coding"
106901049,"protein-coding"
106901050,"protein-coding"
106901051,"protein-coding"
106901052,"protein-coding"
106901053,"protein-coding"
106901054,"protein-coding"
106901055,"protein-coding"
106901056,"protein-coding"
106901057,"protein-coding"
106901058,"protein-coding"
106901059,"protein-coding"
106901060,"protein-coding"
106901061,"protein-coding"
106901062,"protein-coding"
106901063,"protein-coding"
106901064,"protein-coding"
106901066,"protein-coding"
106901067,"protein-coding"
106901068,"protein-coding"
106901069,"protein-coding"
106901070,"protein-coding"
106901071,"protein-coding"
106901072,"protein-coding"
106901073,"protein-coding"
106901074,"protein-coding"
106901075,"protein-coding"
106901077,"protein-coding"
106901078,"protein-coding"
106901079,"protein-coding"
106901080,"ncRNA"
106901085,"protein-coding"
106901088,"protein-coding"
106901090,"protein-coding"
106901091,"protein-coding"
106901095,"protein-coding"
106901096,"protein-coding"
106901099,"protein-coding"
106901102,"protein-coding"
106901103,"protein-coding"
106901104,"protein-coding"
106901105,"ncRNA"
106901110,"ncRNA"
106901111,"protein-coding"
106901112,"protein-coding"
106901116,"ncRNA"
106901117,"ncRNA"
106901125,"ncRNA"
106901128,"ncRNA"
106901130,"ncRNA"
106901131,"ncRNA"
106901132,"ncRNA"
106901135,"ncRNA"
106901138,"ncRNA"
106901140,"protein-coding"
106901143,"protein-coding"
106901145,"ncRNA"
106901146,"protein-coding"
106901149,"protein-coding"
106901151,"protein-coding"
106901152,"ncRNA"
106901157,"protein-coding"
106901158,"ncRNA"
106901160,"protein-coding"
106901162,"ncRNA"
106901163,"ncRNA"
106901164,"protein-coding"
106901165,"ncRNA"
106901166,"ncRNA"
106901168,"protein-coding"
106901171,"ncRNA"
106901172,"ncRNA"
106901177,"ncRNA"
106901178,"ncRNA"
106901183,"ncRNA"
106901188,"ncRNA"
106901198,"ncRNA"
106901204,"ncRNA"
106901207,"protein-coding"
106901209,"ncRNA"
106901214,"ncRNA"
106901223,"protein-coding"
106901224,"protein-coding"
106901225,"protein-coding"
106901231,"ncRNA"
106901232,"ncRNA"
106901251,"ncRNA"
106901252,"ncRNA"
106901261,"ncRNA"
106901279,"ncRNA"
106901280,"ncRNA"
106901295,"protein-coding"
106901298,"ncRNA"
106901305,"protein-coding"
106901311,"protein-coding"
106901323,"protein-coding"
106901339,"protein-coding"
106901368,"ncRNA"
106901369,"ncRNA"
106901373,"ncRNA"
106901375,"protein-coding"
106901380,"ncRNA"
106901382,"protein-coding"
106901422,"protein-coding"
106901438,"protein-coding"
106901443,"protein-coding"
106901444,"protein-coding"
106901448,"protein-coding"
106901449,"protein-coding"
106901450,"protein-coding"
106901463,"protein-coding"
106901471,"ncRNA"
106901480,"protein-coding"
106901486,"ncRNA"
106901504,"protein-coding"
106901513,"protein-coding"
106901526,"ncRNA"
106901531,"protein-coding"
106901534,"protein-coding"
106901536,"ncRNA"
106901542,"protein-coding"
106901543,"protein-coding"
106901545,"protein-coding"
106901554,"protein-coding"
106901556,"protein-coding"
106901558,"protein-coding"
106901559,"protein-coding"
106901564,"protein-coding"
106901565,"protein-coding"
106901569,"protein-coding"
106901575,"protein-coding"
106901576,"protein-coding"
106901577,"protein-coding"
106901579,"protein-coding"
106901583,"pseudogene"
106901584,"protein-coding"
106901594,"protein-coding"
106901595,"protein-coding"
106901597,"pseudogene"
106901602,"protein-coding"
106901603,"protein-coding"
106901604,"protein-coding"
106901613,"ncRNA"
106901614,"ncRNA"
106901621,"ncRNA"
106901623,"ncRNA"
106901625,"ncRNA"
106901635,"protein-coding"
106901636,"ncRNA"
106901637,"ncRNA"
106901638,"ncRNA"
106901640,"protein-coding"
106901643,"ncRNA"
106901645,"ncRNA"
106901646,"ncRNA"
106901647,"ncRNA"
106901648,"ncRNA"
106901649,"ncRNA"
