"GID","GENETYPE"
106892373,"protein-coding"
106887228,"protein-coding"
106888698,"protein-coding"
106886978,"protein-coding"
106893112,"protein-coding"
106901861,"protein-coding"
106895445,"protein-coding"
106902388,"protein-coding"
106901891,"protein-coding"
106901535,"protein-coding"
106888091,"protein-coding"
106885615,"protein-coding"
106894686,"protein-coding"
106885807,"protein-coding"
106891078,"protein-coding"
106890074,"protein-coding"
106894441,"protein-coding"
106896555,"protein-coding"
106893546,"protein-coding"
106894012,"protein-coding"
106893934,"protein-coding"
106894647,"protein-coding"
106902417,"protein-coding"
106887900,"protein-coding"
106894818,"protein-coding"
106889999,"protein-coding"
106889350,"protein-coding"
106901785,"protein-coding"
106892426,"protein-coding"
106893119,"protein-coding"
106897155,"protein-coding"
106900791,"protein-coding"
106885895,"protein-coding"
106884628,"protein-coding"
106898210,"protein-coding"
106901208,"protein-coding"
106897597,"protein-coding"
106888908,"protein-coding"
106889901,"protein-coding"
106893325,"protein-coding"
106891700,"protein-coding"
106902234,"protein-coding"
106902300,"protein-coding"
106901781,"protein-coding"
106886639,"protein-coding"
106886463,"protein-coding"
106886082,"protein-coding"
106888427,"protein-coding"
106901286,"protein-coding"
106901641,"protein-coding"
106888322,"protein-coding"
106893904,"protein-coding"
106891041,"protein-coding"
106890476,"protein-coding"
106894093,"protein-coding"
106889567,"protein-coding"
106901032,"protein-coding"
106895057,"protein-coding"
106886062,"protein-coding"
106890340,"protein-coding"
106891162,"protein-coding"
106895049,"protein-coding"
106901922,"protein-coding"
106896253,"protein-coding"
106885051,"protein-coding"
106891132,"protein-coding"
106890716,"protein-coding"
106887719,"protein-coding"
106892483,"protein-coding"
106899955,"protein-coding"
106889408,"protein-coding"
106891334,"protein-coding"
106901557,"protein-coding"
106890719,"protein-coding"
106895082,"protein-coding"
106886233,"protein-coding"
106899588,"protein-coding"
106885657,"protein-coding"
106885834,"protein-coding"
106902500,"protein-coding"
106902690,"protein-coding"
106886608,"protein-coding"
106902109,"protein-coding"
106897158,"protein-coding"
106896924,"protein-coding"
106899948,"protein-coding"
106894987,"protein-coding"
106899116,"protein-coding"
106900975,"protein-coding"
106886244,"protein-coding"
106897165,"protein-coding"
106900407,"protein-coding"
106895024,"protein-coding"
106886604,"protein-coding"
106899851,"protein-coding"
106901885,"protein-coding"
106889129,"protein-coding"
106888532,"protein-coding"
106896844,"protein-coding"
106890038,"protein-coding"
106902909,"protein-coding"
106897024,"protein-coding"
106888960,"protein-coding"
106895918,"protein-coding"
106887991,"protein-coding"
106895153,"protein-coding"
106900937,"protein-coding"
106901627,"protein-coding"
106892255,"protein-coding"
106891085,"protein-coding"
106899135,"protein-coding"
106889416,"protein-coding"
106890499,"protein-coding"
106890942,"protein-coding"
106896133,"protein-coding"
106892733,"protein-coding"
106900422,"protein-coding"
106894349,"protein-coding"
106901420,"protein-coding"
106892463,"protein-coding"
106885789,"protein-coding"
106889299,"protein-coding"
106887034,"protein-coding"
106896365,"protein-coding"
106894462,"protein-coding"
106890657,"protein-coding"
106886905,"protein-coding"
106890653,"protein-coding"
106894130,"protein-coding"
106897904,"protein-coding"
106893470,"protein-coding"
106896808,"protein-coding"
106889420,"protein-coding"
106896902,"protein-coding"
106893845,"protein-coding"
106899378,"protein-coding"
106886577,"protein-coding"
106897320,"protein-coding"
106888257,"protein-coding"
106888794,"protein-coding"
106899287,"protein-coding"
106889171,"protein-coding"
106894255,"protein-coding"
106901229,"protein-coding"
106897206,"protein-coding"
106901544,"protein-coding"
106895719,"protein-coding"
106890043,"protein-coding"
106897060,"protein-coding"
106897134,"protein-coding"
106900000,"protein-coding"
106890776,"protein-coding"
106895509,"protein-coding"
106888378,"protein-coding"
106895676,"protein-coding"
106896726,"protein-coding"
106891118,"protein-coding"
106887647,"protein-coding"
106902006,"protein-coding"
106886071,"protein-coding"
106892789,"protein-coding"
106898465,"protein-coding"
106895187,"protein-coding"
106885547,"protein-coding"
106885668,"protein-coding"
106897556,"protein-coding"
106892790,"protein-coding"
106895368,"protein-coding"
106897401,"protein-coding"
106885292,"protein-coding"
106886693,"protein-coding"
106895757,"protein-coding"
106899664,"protein-coding"
106885318,"protein-coding"
106892968,"protein-coding"
106892826,"protein-coding"
106887882,"protein-coding"
106895097,"protein-coding"
106898570,"protein-coding"
106899181,"protein-coding"
106889573,"protein-coding"
106895506,"protein-coding"
106889574,"protein-coding"
106897469,"protein-coding"
106889593,"protein-coding"
106897261,"protein-coding"
106899471,"protein-coding"
106897471,"protein-coding"
106890190,"protein-coding"
106890212,"protein-coding"
106892723,"protein-coding"
106897240,"protein-coding"
106885241,"protein-coding"
106890388,"protein-coding"
106890802,"protein-coding"
106887177,"protein-coding"
106889884,"protein-coding"
106893612,"protein-coding"
106886997,"protein-coding"
106888279,"protein-coding"
106898739,"protein-coding"
106888077,"protein-coding"
106885073,"protein-coding"
106890368,"protein-coding"
106894836,"protein-coding"
106884648,"protein-coding"
106888177,"protein-coding"
106899593,"protein-coding"
106902832,"protein-coding"
106898514,"protein-coding"
106894151,"protein-coding"
106888394,"protein-coding"
106884758,"protein-coding"
106891265,"protein-coding"
106894185,"protein-coding"
106889467,"protein-coding"
106894274,"protein-coding"
106902204,"protein-coding"
106886060,"protein-coding"
106888197,"protein-coding"
106884631,"protein-coding"
106892066,"protein-coding"
106890370,"protein-coding"
106885634,"protein-coding"
106897157,"protein-coding"
106890999,"protein-coding"
106887975,"protein-coding"
106895357,"protein-coding"
106897775,"protein-coding"
106887073,"protein-coding"
106887442,"protein-coding"
106894681,"protein-coding"
106901000,"protein-coding"
106886529,"protein-coding"
106892177,"protein-coding"
106902314,"protein-coding"
106897880,"protein-coding"
106901435,"protein-coding"
106892797,"protein-coding"
106897119,"protein-coding"
106888168,"protein-coding"
106898925,"protein-coding"
106891203,"protein-coding"
106886509,"protein-coding"
106887980,"protein-coding"
106899221,"protein-coding"
106897067,"protein-coding"
106886224,"protein-coding"
106888905,"protein-coding"
106891171,"protein-coding"
106886692,"protein-coding"
106889056,"protein-coding"
106898830,"protein-coding"
106887679,"protein-coding"
106884921,"protein-coding"
106890318,"protein-coding"
106895951,"protein-coding"
106886107,"protein-coding"
106886601,"protein-coding"
106885689,"protein-coding"
106890222,"protein-coding"
106886620,"protein-coding"
106890859,"protein-coding"
106895550,"protein-coding"
106893066,"protein-coding"
106888895,"protein-coding"
106892361,"protein-coding"
106898774,"protein-coding"
106889197,"protein-coding"
106896927,"protein-coding"
106884852,"protein-coding"
106884745,"protein-coding"
106888206,"protein-coding"
106892685,"protein-coding"
106892499,"protein-coding"
106891825,"protein-coding"
106897543,"protein-coding"
106885629,"protein-coding"
106891538,"protein-coding"
106900786,"protein-coding"
106894572,"protein-coding"
106893306,"protein-coding"
106895146,"protein-coding"
106899480,"protein-coding"
106899243,"protein-coding"
106891493,"protein-coding"
106897051,"protein-coding"
106886785,"protein-coding"
106898538,"protein-coding"
106892073,"protein-coding"
106902866,"protein-coding"
106890967,"protein-coding"
106890027,"protein-coding"
106887200,"protein-coding"
106894773,"protein-coding"
106899217,"protein-coding"
106886036,"protein-coding"
106890356,"protein-coding"
106890223,"protein-coding"
106885157,"protein-coding"
106889824,"protein-coding"
106890519,"protein-coding"
106887732,"protein-coding"
106899021,"protein-coding"
106896887,"protein-coding"
106894839,"protein-coding"
106891571,"protein-coding"
106894499,"protein-coding"
106898761,"protein-coding"
106900659,"protein-coding"
106884625,"protein-coding"
106899283,"protein-coding"
106885952,"protein-coding"
106886572,"protein-coding"
106902716,"protein-coding"
106886966,"protein-coding"
106889253,"protein-coding"
106898358,"protein-coding"
106885517,"protein-coding"
106888395,"protein-coding"
106895612,"protein-coding"
106888116,"protein-coding"
106899045,"protein-coding"
106895016,"protein-coding"
106886468,"protein-coding"
106896617,"protein-coding"
106891066,"protein-coding"
106888084,"protein-coding"
106888276,"protein-coding"
106885513,"protein-coding"
106885514,"protein-coding"
106885460,"protein-coding"
106893292,"protein-coding"
106899102,"protein-coding"
106901896,"protein-coding"
106893591,"protein-coding"
106885947,"protein-coding"
106886087,"protein-coding"
106888153,"protein-coding"
106895135,"protein-coding"
106895476,"protein-coding"
106898723,"protein-coding"
106890819,"protein-coding"
106902036,"protein-coding"
106890927,"protein-coding"
106893097,"protein-coding"
106893068,"protein-coding"
106891828,"protein-coding"
106898754,"protein-coding"
106893142,"protein-coding"
106902625,"protein-coding"
106897759,"protein-coding"
106886231,"protein-coding"
106897908,"protein-coding"
106898659,"protein-coding"
106899862,"protein-coding"
106891793,"protein-coding"
106885487,"protein-coding"
106897230,"protein-coding"
106901425,"protein-coding"
106901447,"protein-coding"
106891489,"protein-coding"
106897272,"protein-coding"
106890054,"protein-coding"
106891614,"protein-coding"
106895346,"protein-coding"
106898069,"protein-coding"
106895371,"protein-coding"
106897316,"protein-coding"
106900365,"protein-coding"
106901730,"protein-coding"
106891821,"protein-coding"
106901662,"protein-coding"
106893073,"protein-coding"
106898113,"protein-coding"
106887226,"protein-coding"
106894048,"protein-coding"
106894118,"protein-coding"
106901404,"protein-coding"
106895825,"protein-coding"
106890795,"protein-coding"
106890741,"protein-coding"
106902544,"protein-coding"
106890648,"protein-coding"
106898007,"protein-coding"
106890879,"protein-coding"
106888069,"protein-coding"
106895284,"protein-coding"
106888664,"protein-coding"
106898013,"protein-coding"
106886065,"protein-coding"
106895338,"protein-coding"
106887855,"protein-coding"
106896524,"protein-coding"
106893323,"protein-coding"
106902335,"protein-coding"
106899099,"protein-coding"
106901037,"protein-coding"
106902503,"protein-coding"
106884920,"protein-coding"
106888161,"protein-coding"
106894989,"protein-coding"
106901707,"protein-coding"
106886409,"protein-coding"
106892272,"protein-coding"
106887107,"protein-coding"
106902175,"protein-coding"
106890540,"protein-coding"
106897484,"protein-coding"
106892210,"protein-coding"
106885065,"protein-coding"
106897988,"protein-coding"
106886961,"protein-coding"
106895910,"protein-coding"
106891817,"protein-coding"
106902087,"protein-coding"
106891384,"protein-coding"
106886496,"protein-coding"
106892081,"protein-coding"
106894350,"protein-coding"
106892353,"protein-coding"
106886933,"protein-coding"
106895230,"protein-coding"
106889249,"protein-coding"
106889268,"protein-coding"
106893620,"protein-coding"
106899012,"protein-coding"
106895577,"protein-coding"
106895576,"protein-coding"
106888590,"protein-coding"
106895271,"protein-coding"
106892208,"protein-coding"
106892205,"protein-coding"
106893603,"protein-coding"
106885568,"protein-coding"
106888795,"protein-coding"
106891035,"protein-coding"
106890622,"protein-coding"
106885091,"protein-coding"
106890590,"protein-coding"
106896774,"protein-coding"
106902258,"protein-coding"
106896679,"protein-coding"
106885933,"protein-coding"
106886914,"protein-coding"
106891649,"protein-coding"
106885411,"protein-coding"
106901574,"protein-coding"
106897300,"protein-coding"
106890307,"protein-coding"
106890675,"protein-coding"
106900051,"protein-coding"
106902571,"protein-coding"
106895215,"protein-coding"
106895123,"protein-coding"
106885986,"protein-coding"
106889202,"protein-coding"
106896336,"protein-coding"
106888955,"protein-coding"
106896985,"protein-coding"
106895426,"protein-coding"
106899026,"protein-coding"
106885788,"protein-coding"
106888784,"protein-coding"
106889927,"protein-coding"
106893092,"protein-coding"
106889473,"protein-coding"
106884862,"protein-coding"
106892701,"protein-coding"
106886578,"protein-coding"
106896909,"protein-coding"
106890291,"protein-coding"
106893604,"protein-coding"
106902645,"protein-coding"
106897928,"protein-coding"
106895189,"protein-coding"
106892675,"protein-coding"
106901792,"protein-coding"
106889510,"protein-coding"
106900417,"protein-coding"
106887871,"protein-coding"
106884713,"protein-coding"
106893302,"protein-coding"
106891421,"protein-coding"
106895152,"protein-coding"
106891920,"protein-coding"
106901418,"protein-coding"
106898121,"protein-coding"
106894232,"protein-coding"
106894412,"protein-coding"
106887697,"protein-coding"
106888264,"protein-coding"
54124880,"protein-coding"
54124883,"protein-coding"
54124890,"protein-coding"
106890180,"protein-coding"
106886551,"protein-coding"
106894280,"protein-coding"
106902398,"protein-coding"
106894498,"protein-coding"
106889277,"protein-coding"
106899724,"protein-coding"
106885120,"protein-coding"
106902305,"protein-coding"
106891443,"protein-coding"
106901312,"protein-coding"
106891209,"protein-coding"
106894850,"protein-coding"
106891276,"protein-coding"
106899238,"protein-coding"
106899758,"protein-coding"
106901201,"protein-coding"
106897417,"protein-coding"
106899377,"protein-coding"
106891109,"protein-coding"
106902157,"protein-coding"
106885592,"protein-coding"
106888160,"protein-coding"
106900913,"protein-coding"
106890751,"protein-coding"
106895120,"protein-coding"
106890993,"protein-coding"
106884849,"protein-coding"
106902000,"protein-coding"
106898396,"protein-coding"
106900631,"protein-coding"
106897164,"protein-coding"
106896693,"protein-coding"
106884868,"protein-coding"
106896508,"protein-coding"
106901213,"protein-coding"
106892017,"protein-coding"
106897163,"protein-coding"
106899997,"protein-coding"
106886202,"protein-coding"
106887747,"protein-coding"
106888541,"protein-coding"
106889785,"protein-coding"
106884619,"protein-coding"
106889602,"protein-coding"
106890031,"protein-coding"
106898727,"protein-coding"
106886872,"protein-coding"
106897174,"protein-coding"
106900901,"protein-coding"
106897868,"protein-coding"
106888803,"protein-coding"
106888546,"protein-coding"
106890742,"protein-coding"
106894457,"protein-coding"
106895239,"protein-coding"
106894946,"protein-coding"
106892718,"protein-coding"
106885229,"protein-coding"
106892459,"protein-coding"
106885594,"protein-coding"
106884866,"protein-coding"
106898164,"protein-coding"
106891406,"protein-coding"
106897558,"protein-coding"
106891088,"protein-coding"
106897228,"protein-coding"
106901031,"protein-coding"
106889703,"protein-coding"
106886554,"protein-coding"
106901855,"protein-coding"
106896453,"protein-coding"
106889640,"protein-coding"
106893207,"protein-coding"
106888902,"protein-coding"
106892973,"protein-coding"
106893737,"protein-coding"
106888346,"protein-coding"
106894530,"protein-coding"
106901410,"protein-coding"
106885718,"protein-coding"
106898770,"protein-coding"
106893902,"protein-coding"
106901763,"protein-coding"
106884555,"protein-coding"
106900408,"protein-coding"
106893694,"protein-coding"
106894345,"protein-coding"
106885597,"protein-coding"
106897547,"protein-coding"
106886760,"protein-coding"
106887758,"protein-coding"
106885710,"protein-coding"
106901338,"protein-coding"
106892811,"protein-coding"
106885680,"protein-coding"
106892370,"protein-coding"
106894444,"protein-coding"
106895112,"protein-coding"
106889617,"protein-coding"
106889616,"protein-coding"
106889613,"protein-coding"
106901718,"protein-coding"
106891831,"protein-coding"
106891050,"protein-coding"
106889729,"protein-coding"
106886616,"protein-coding"
106902600,"protein-coding"
106884672,"protein-coding"
106885499,"protein-coding"
106885761,"protein-coding"
106897314,"protein-coding"
106901523,"protein-coding"
106891767,"protein-coding"
106889108,"protein-coding"
106894294,"protein-coding"
106891577,"protein-coding"
106897342,"protein-coding"
106890639,"protein-coding"
106898220,"protein-coding"
106887150,"protein-coding"
106899239,"protein-coding"
106892076,"protein-coding"
106902242,"protein-coding"
106891425,"protein-coding"
106893738,"protein-coding"
106899716,"protein-coding"
106897380,"protein-coding"
106894646,"protein-coding"
106896483,"protein-coding"
106891839,"protein-coding"
106889362,"protein-coding"
106896025,"protein-coding"
106886594,"protein-coding"
106889768,"protein-coding"
106895997,"protein-coding"
106895132,"protein-coding"
106890444,"protein-coding"
106901300,"protein-coding"
106893556,"protein-coding"
106900380,"protein-coding"
106889073,"protein-coding"
106895712,"protein-coding"
106892230,"protein-coding"
106892770,"protein-coding"
106902939,"protein-coding"
106889872,"protein-coding"
106886388,"protein-coding"
106896915,"protein-coding"
106891040,"protein-coding"
106887489,"protein-coding"
106895031,"protein-coding"
106889696,"protein-coding"
106894223,"protein-coding"
106885152,"protein-coding"
106902232,"protein-coding"
106899130,"protein-coding"
106895118,"protein-coding"
106896070,"protein-coding"
106902946,"protein-coding"
106887085,"protein-coding"
106885915,"protein-coding"
106897434,"protein-coding"
106887706,"protein-coding"
106889106,"protein-coding"
106887222,"protein-coding"
106887308,"protein-coding"
106894512,"protein-coding"
106892183,"protein-coding"
106898811,"protein-coding"
106902950,"protein-coding"
106887682,"protein-coding"
106891323,"protein-coding"
106889114,"protein-coding"
106891681,"protein-coding"
106897601,"protein-coding"
106898649,"protein-coding"
106895801,"protein-coding"
106894167,"protein-coding"
106900648,"protein-coding"
106885002,"protein-coding"
106889655,"protein-coding"
106898376,"protein-coding"
106895887,"protein-coding"
106891997,"protein-coding"
106901363,"protein-coding"
106891791,"protein-coding"
106893650,"protein-coding"
106888321,"protein-coding"
106892443,"protein-coding"
106889561,"protein-coding"
106895388,"protein-coding"
106890226,"protein-coding"
106899713,"protein-coding"
106896373,"protein-coding"
106890880,"protein-coding"
106889737,"protein-coding"
106899018,"protein-coding"
106889291,"protein-coding"
106895656,"protein-coding"
106902489,"protein-coding"
106897564,"protein-coding"
106902792,"protein-coding"
106898439,"protein-coding"
106890115,"protein-coding"
106886435,"protein-coding"
106887666,"protein-coding"
106894003,"protein-coding"
106899474,"protein-coding"
106889195,"protein-coding"
106895331,"protein-coding"
106886633,"protein-coding"
106884527,"protein-coding"
106896221,"protein-coding"
106902122,"protein-coding"
106888527,"protein-coding"
106898715,"protein-coding"
106894398,"protein-coding"
106901772,"protein-coding"
106902593,"protein-coding"
106895347,"protein-coding"
106897915,"protein-coding"
106901909,"protein-coding"
106902828,"protein-coding"
106902375,"protein-coding"
106890000,"protein-coding"
106885725,"protein-coding"
106896131,"protein-coding"
106891454,"protein-coding"
106887547,"protein-coding"
106892392,"protein-coding"
106896749,"protein-coding"
106898436,"protein-coding"
106898831,"protein-coding"
106891479,"protein-coding"
106892904,"protein-coding"
106888148,"protein-coding"
106901124,"protein-coding"
106896688,"protein-coding"
106902185,"protein-coding"
106895518,"protein-coding"
106902410,"protein-coding"
106892503,"protein-coding"
106898433,"protein-coding"
54124873,"protein-coding"
106894745,"protein-coding"
106893441,"protein-coding"
106901089,"protein-coding"
106902752,"protein-coding"
106902918,"protein-coding"
106885663,"protein-coding"
106886418,"protein-coding"
106900838,"protein-coding"
106902812,"protein-coding"
106893191,"protein-coding"
106886452,"protein-coding"
106891197,"protein-coding"
106888578,"protein-coding"
106902325,"protein-coding"
106895636,"protein-coding"
106898643,"protein-coding"
106892931,"protein-coding"
106890104,"protein-coding"
106894699,"protein-coding"
106891965,"protein-coding"
106893450,"protein-coding"
106890815,"protein-coding"
106886793,"protein-coding"
106887488,"protein-coding"
106899400,"protein-coding"
106884607,"protein-coding"
106889452,"protein-coding"
106892473,"protein-coding"
106887601,"protein-coding"
106887575,"protein-coding"
106888972,"protein-coding"
106893623,"protein-coding"
106895881,"protein-coding"
106896001,"protein-coding"
106885426,"protein-coding"
106894324,"protein-coding"
106888430,"protein-coding"
106888528,"protein-coding"
106886222,"protein-coding"
106891296,"protein-coding"
106888193,"protein-coding"
106887652,"protein-coding"
106897836,"protein-coding"
106886293,"protein-coding"
106893537,"protein-coding"
106901106,"protein-coding"
106894693,"protein-coding"
106900489,"protein-coding"
106900273,"protein-coding"
106894055,"protein-coding"
106902256,"protein-coding"
106895348,"protein-coding"
106888052,"protein-coding"
106888018,"protein-coding"
106891060,"protein-coding"
106896490,"protein-coding"
106888448,"protein-coding"
106901791,"protein-coding"
106890992,"protein-coding"
106886645,"protein-coding"
106887334,"protein-coding"
106890582,"protein-coding"
106899649,"protein-coding"
106888652,"protein-coding"
106885836,"protein-coding"
106902461,"protein-coding"
106892657,"protein-coding"
106887779,"protein-coding"
106898788,"protein-coding"
106891764,"protein-coding"
106901048,"protein-coding"
106901354,"protein-coding"
106888777,"protein-coding"
106885274,"protein-coding"
106893475,"protein-coding"
106899282,"protein-coding"
106899416,"protein-coding"
106899417,"protein-coding"
106902104,"protein-coding"
106895856,"protein-coding"
106889995,"protein-coding"
106889117,"protein-coding"
106887836,"protein-coding"
106894043,"protein-coding"
106891535,"protein-coding"
106884851,"protein-coding"
106899205,"protein-coding"
106886682,"protein-coding"
106889270,"protein-coding"
106884804,"protein-coding"
106890045,"protein-coding"
106902365,"protein-coding"
106895683,"protein-coding"
106893996,"protein-coding"
106900136,"protein-coding"
106886412,"protein-coding"
106892022,"protein-coding"
106892814,"protein-coding"
106887520,"protein-coding"
106884979,"protein-coding"
106897643,"protein-coding"
106897606,"protein-coding"
106898588,"protein-coding"
106887040,"protein-coding"
106901725,"protein-coding"
106893695,"protein-coding"
106888838,"protein-coding"
106884575,"protein-coding"
106899479,"protein-coding"
106896699,"protein-coding"
106902595,"protein-coding"
106885299,"protein-coding"
106901193,"protein-coding"
106886109,"protein-coding"
106891782,"protein-coding"
106898605,"protein-coding"
106897203,"protein-coding"
106899304,"protein-coding"
106889061,"protein-coding"
106888140,"protein-coding"
106888658,"protein-coding"
106885697,"protein-coding"
106901837,"protein-coding"
106891615,"protein-coding"
106896477,"protein-coding"
106892256,"protein-coding"
106891468,"protein-coding"
106901388,"protein-coding"
106886084,"protein-coding"
106893917,"protein-coding"
106902184,"protein-coding"
106901881,"protein-coding"
106901292,"protein-coding"
106892391,"protein-coding"
106888766,"protein-coding"
106887201,"protein-coding"
106902276,"protein-coding"
106884951,"protein-coding"
106900279,"protein-coding"
106894751,"protein-coding"
106888129,"protein-coding"
106892892,"protein-coding"
106897139,"protein-coding"
106896078,"protein-coding"
106889847,"protein-coding"
106885277,"protein-coding"
106888653,"protein-coding"
106888841,"protein-coding"
106885332,"protein-coding"
106895419,"protein-coding"
106891794,"protein-coding"
106890462,"protein-coding"
106902005,"protein-coding"
106890351,"protein-coding"
106894106,"protein-coding"
106902714,"protein-coding"
106885310,"protein-coding"
106888741,"protein-coding"
106899990,"protein-coding"
106900398,"protein-coding"
106885259,"protein-coding"
106901808,"protein-coding"
106901097,"protein-coding"
106901076,"protein-coding"
106892243,"protein-coding"
106902250,"protein-coding"
106885208,"protein-coding"
106902161,"protein-coding"
106894615,"protein-coding"
106889170,"protein-coding"
106895358,"protein-coding"
106901497,"protein-coding"
106893274,"protein-coding"
106889337,"protein-coding"
106897561,"protein-coding"
106884902,"protein-coding"
106887686,"protein-coding"
106894011,"protein-coding"
106898992,"protein-coding"
106889178,"protein-coding"
106887514,"protein-coding"
106899801,"protein-coding"
106885585,"protein-coding"
106893871,"protein-coding"
106894435,"protein-coding"
106900806,"protein-coding"
106902475,"protein-coding"
106885330,"protein-coding"
106896246,"protein-coding"
106898133,"protein-coding"
106892783,"protein-coding"
106890933,"protein-coding"
106889939,"protein-coding"
106886480,"protein-coding"
106893534,"protein-coding"
106891889,"protein-coding"
106898928,"protein-coding"
106898601,"protein-coding"
106888380,"protein-coding"
106897411,"protein-coding"
106893784,"protein-coding"
106902481,"protein-coding"
106894380,"protein-coding"
106887718,"protein-coding"
106902807,"protein-coding"
106884838,"protein-coding"
106896764,"protein-coding"
106895235,"protein-coding"
106898820,"protein-coding"
106892159,"protein-coding"
106885140,"protein-coding"
106901956,"protein-coding"
106896051,"protein-coding"
106889844,"protein-coding"
106894623,"protein-coding"
106893936,"protein-coding"
106887588,"protein-coding"
106890300,"protein-coding"
106900038,"protein-coding"
106888251,"protein-coding"
106894622,"protein-coding"
106901748,"protein-coding"
106898047,"protein-coding"
106898099,"protein-coding"
106891605,"protein-coding"
106899485,"protein-coding"
106895655,"protein-coding"
106902304,"protein-coding"
106897150,"protein-coding"
106896167,"protein-coding"
106901912,"protein-coding"
106886455,"protein-coding"
106888016,"protein-coding"
106897129,"protein-coding"
106892194,"protein-coding"
106891151,"protein-coding"
106889712,"protein-coding"
106886352,"protein-coding"
106888484,"protein-coding"
106886098,"protein-coding"
106893646,"protein-coding"
106885623,"protein-coding"
106895893,"protein-coding"
106891229,"protein-coding"
106885163,"protein-coding"
106902324,"protein-coding"
106890357,"protein-coding"
106890320,"protein-coding"
106893146,"protein-coding"
106887170,"protein-coding"
106887756,"protein-coding"
106892423,"protein-coding"
106902822,"protein-coding"
106887091,"protein-coding"
106894078,"protein-coding"
106892416,"protein-coding"
106890040,"protein-coding"
106901337,"protein-coding"
106889641,"protein-coding"
106902339,"protein-coding"
106890234,"protein-coding"
106897575,"protein-coding"
106900874,"protein-coding"
106896370,"protein-coding"
106886038,"protein-coding"
106892061,"protein-coding"
106890522,"protein-coding"
106885402,"protein-coding"
106890896,"protein-coding"
106897153,"protein-coding"
106892963,"protein-coding"
106892886,"protein-coding"
106892851,"protein-coding"
106887866,"protein-coding"
106895238,"protein-coding"
106897966,"protein-coding"
106897968,"protein-coding"
106886944,"protein-coding"
106886943,"protein-coding"
106884989,"protein-coding"
106886423,"protein-coding"
106886302,"protein-coding"
106901136,"protein-coding"
106894992,"protein-coding"
106901828,"protein-coding"
106901822,"protein-coding"
106901860,"protein-coding"
106901876,"protein-coding"
106886205,"protein-coding"
106886309,"protein-coding"
106901403,"protein-coding"
106897627,"protein-coding"
106899211,"protein-coding"
106894642,"protein-coding"
106889445,"protein-coding"
106887080,"protein-coding"
106888305,"protein-coding"
106901798,"protein-coding"
106902025,"protein-coding"
106884968,"protein-coding"
106889403,"protein-coding"
106893413,"protein-coding"
106895552,"protein-coding"
106884698,"protein-coding"
106902887,"protein-coding"
106898269,"protein-coding"
106899266,"protein-coding"
106888796,"protein-coding"
106893096,"protein-coding"
106892525,"protein-coding"
106884675,"protein-coding"
106887272,"protein-coding"
106895071,"protein-coding"
106892946,"protein-coding"
106900575,"protein-coding"
106894016,"protein-coding"
106896526,"protein-coding"
106886221,"protein-coding"
106885245,"protein-coding"
106896782,"protein-coding"
106898135,"protein-coding"
106888282,"protein-coding"
106884696,"protein-coding"
106889546,"protein-coding"
106899683,"protein-coding"
106886637,"protein-coding"
106887152,"protein-coding"
106891630,"protein-coding"
106887559,"protein-coding"
106895369,"protein-coding"
106886239,"protein-coding"
106894075,"protein-coding"
106889700,"protein-coding"
106888747,"protein-coding"
106901455,"protein-coding"
106890703,"protein-coding"
106895336,"protein-coding"
106893853,"protein-coding"
106886993,"protein-coding"
106898947,"protein-coding"
106902545,"protein-coding"
106893823,"protein-coding"
106887244,"protein-coding"
106896087,"protein-coding"
106886712,"protein-coding"
106901044,"protein-coding"
106894935,"protein-coding"
106887838,"protein-coding"
106892236,"protein-coding"
106896430,"protein-coding"
106885607,"protein-coding"
106885802,"protein-coding"
106895953,"protein-coding"
106898454,"protein-coding"
106896392,"protein-coding"
106886566,"protein-coding"
106899975,"protein-coding"
106885435,"protein-coding"
106898019,"protein-coding"
106892181,"protein-coding"
106892787,"protein-coding"
106901083,"protein-coding"
106890555,"protein-coding"
106888787,"protein-coding"
106886507,"protein-coding"
106898413,"protein-coding"
106893649,"protein-coding"
106888487,"protein-coding"
106891062,"protein-coding"
106885288,"protein-coding"
106888921,"protein-coding"
106898662,"protein-coding"
106899343,"protein-coding"
106899685,"protein-coding"
106895228,"protein-coding"
106895041,"protein-coding"
106897009,"protein-coding"
106889030,"protein-coding"
106886258,"protein-coding"
106894503,"protein-coding"
106889860,"protein-coding"
106899036,"protein-coding"
106895503,"protein-coding"
106891575,"protein-coding"
106894667,"protein-coding"
106901017,"protein-coding"
106888711,"protein-coding"
106886193,"protein-coding"
106901984,"protein-coding"
106889276,"protein-coding"
106892095,"protein-coding"
106888589,"protein-coding"
106891616,"protein-coding"
106891221,"protein-coding"
106889118,"protein-coding"
106886024,"protein-coding"
106902848,"protein-coding"
106888647,"protein-coding"
106888564,"protein-coding"
106885645,"protein-coding"
106897714,"protein-coding"
106885743,"protein-coding"
106897375,"protein-coding"
106892439,"protein-coding"
106897356,"protein-coding"
106888199,"protein-coding"
106887967,"protein-coding"
106894356,"protein-coding"
106886254,"protein-coding"
106885527,"protein-coding"
106886327,"protein-coding"
106887891,"protein-coding"
106893952,"protein-coding"
106889090,"protein-coding"
106890901,"protein-coding"
106899461,"protein-coding"
106886873,"protein-coding"
106895345,"protein-coding"
106889752,"protein-coding"
106892484,"protein-coding"
106890361,"protein-coding"
106894245,"protein-coding"
106890973,"protein-coding"
106892347,"protein-coding"
106888316,"protein-coding"
