"Gene_symbol","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"SLC35D3",33.9891188818313,-0.00280814149062164,0.0595527823341548,0.758697512273553,0.981039370834331
"IL20RA",469.951225393295,0.0166545157393535,0.0724426564848761,0.165665756646211,0.772500380846814
"IFNGR1",1383.20647522685,-0.0228934419206764,0.0439849434261467,0.254286199808434,0.859056210053383
"LOC106887325",263.686481907457,-0.0235954205937778,0.0429847724465098,0.254243429898626,0.859056210053383
"LOC106888020",9.11423798373294,-0.00463892149749588,0.0629583301897235,0.600080522246367,0.962949042639011
"LOC106888514",19.0976127193889,-0.0228746274070913,0.0713247533449895,0.111085395638536,0.683437722828607
"LOC106889615",139.543845201827,0.00469713896670531,0.0529911651281014,0.682226815635239,0.973437624077444
"ENTPD4",1372.72772204179,0.0524475223885092,0.0462816524756668,0.0263736102310771,0.422055585827845
"LOXL2",77.9265230913619,-0.00614741919947183,0.0538766127783623,0.591879860561635,0.96227762059856
"R3HCC1",1296.27819695328,0.00893188194522587,0.0429153443965355,0.645025810764287,0.970335331549744
"LOC106893840",5.72861313652903,-0.002944777270842,0.0616595990555766,0.73529671582104,0.979811650313728
"CHMP7",1907.05052203863,-0.000562905208264384,0.0390335073047797,0.979394500564159,0.998761368262453
"LOC106894569",5.25422652556081,0.00621188889503551,0.0730507971387333,0.43752396953161,0.934734449062859
"LOC106890301",200.205861266129,0.0175878114575111,0.0507843646132911,0.265204709938314,0.866475855569932
"RHOBTB2",972.355016516273,-0.0121245684088962,0.0435214584970325,0.526429746205569,0.952508280862334
"PEBP4",201.299686500743,-0.00550351537994882,0.0699939519360206,0.49600375575664,0.947731898291326
"EGR3",54.5411234332665,-0.00667566490160757,0.0707159344198395,0.426162316589948,0.931076452851903
"BIN3",700.9832173025,0.00974229895207806,0.0408827964830318,0.641199726628919,0.968422373788562
"PDLIM2",9.74690871841907,0.000454897472136406,0.0614965022820822,0.957148938913708,0.997154467767342
"RFC5",317.131551429745,0.00941153514545961,0.0487743998174999,0.521656659560524,0.952508280862334
"WSB2",839.625857676026,-0.00518399027990227,0.0460694874195433,0.749324280094282,0.980300975441493
"LOC106902700",11.3065039952107,0.00658185577970881,0.0862872049893364,0.367747465986457,0.905784707308393
"DTX1",12.334116608814,-0.00538114584032589,0.0669623102266162,0.523088595345407,0.952508280862334
"EWSR1",3157.99934899792,0.016736340181616,0.0398662274955469,0.442084531894701,0.934738818299039
"GAS2L1",728.060344664899,0.0330577796757065,0.0450014205416075,0.117733797257491,0.696814778045623
"AP1B1",2521.30222861752,0.00818925327098946,0.0463972396766412,0.614601249233667,0.963650218948713
"LOC106886774",37.9261921281199,0.00378021551009007,0.0550060303923126,0.720291462720135,0.978261935314379
"NEFH",1990.77138038535,-0.0172849359183529,0.0502845779891363,0.276659684903638,0.868612213308689
"THOC5",1822.54335009216,0.00727532344796559,0.0435769647812445,0.69764362686991,0.976013042847422
"NF2",1270.29141762982,-0.0054022189218836,0.0368611146611673,0.811422719804729,0.986173508882367
"CABP7",6.30429054203688,0.00804090455320899,0.0914307950221813,0.290933798260415,0.878856116753637
"ZMAT5",587.827672277535,0.00620215428875093,0.0536208662963643,0.591967410509102,0.96227762059856
"LOC106885327",2106.62944855125,-0.0231016895872387,0.0623245112790162,0.128899883277232,0.715893534180675
"ASCC2",1532.72394764721,0.0262619249531705,0.0378062921241625,0.251883477882687,0.857443766666209
"MTMR3",2383.86488796766,0.00115263855525684,0.0497673005981871,0.927995153900439,0.996159542786175
"LOC106887058",1460.40365421242,0.0139910789565775,0.0450366436416684,0.441490719773706,0.934734449062859
"LOC106888081",463.765504273704,0.00292212191957922,0.0512412867486644,0.807636491437457,0.985213432519427
"HORMAD2",14.1262189577044,0.00450531456269807,0.0562402650499263,0.662655087946478,0.971676693880773
"LIF",13.0184645348639,0.00441669479353026,0.0652261011043384,0.599329066551539,0.962949042639011
"LOC106885400",81.6194474084991,0.0155852414836763,0.0530579796491144,0.28192464746779,0.871411194360466
"LOC106884710",7.13966404186883,0.000119561588234152,0.0578870725819512,0.989758967108573,0.999194569142384
"TBC1D10A",2817.99679268583,0.0207117942323022,0.0438892938931501,0.296696023493534,0.880706085091595
"SF3A1",4923.81997297704,0.0129598967033794,0.0480265983644192,0.415802909458079,0.928369102739948
"CCDC157",444.580788644495,0.0167789470348382,0.0450189895117517,0.366776239466985,0.904965261899424
"RNF215",905.230469554101,0.0398823510338146,0.0362112998937895,0.0918960429380574,0.65459194559056
"SEC14L2",691.938456911,0.00214484081271059,0.0487242268877784,0.874558293504236,0.991765806593086
"MTFP1",268.337957474146,-0.00387836854047143,0.0539503598198172,0.723016951033367,0.97832401827934
"GAL3ST1",21.4656491245089,-0.00318060786913545,0.0615151476593635,0.717295347096322,0.978230844312923
"PES1",1777.44786005851,0.0573650183250892,0.0420111932755313,0.0187885281134061,0.374239645162584
"TCN2",306.682924696983,0.0515864596462291,0.0957832347744668,0.0201121708731819,0.383087361849011
"SLC35E4",395.825122922552,-0.00401388523134213,0.0471004243199793,0.790968484341195,0.98448012168179
"LOC106885768",372.787364773704,-0.0244218786680773,0.0684745315668918,0.105484910063611,0.675113198488087
"IQCD",80.7146661543014,-0.00904121930368239,0.0518879747373114,0.486348392002713,0.946874014308166
"OSBP2",405.34191847695,0.120240815145103,0.103219067926954,0.000913248709270347,0.0809579927218009
"LOC106886039",6.39801086003776,-0.000708277735553765,0.0629901300682492,0.93096035728792,0.996412291694023
"RTN4R",40.5897807705526,-0.00520357304348044,0.0546328179263407,0.635587984261226,0.967803483145558
