"Gene_symbol","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"SLC35D3",341.479603993049,0.000459365986617741,0.0305223013007309,0.862585743856239,0.992572331080337
"IL20RA",180.166879710219,-0.000815556937094205,0.0252830752911122,0.791303357925065,0.982705445851591
"IL22RA2",5.37402357678604,0.000800830050144141,0.0382585164267839,0.72778151110683,0.974708792524893
"IFNGR1",817.689860782686,-0.00196312242964506,0.0217916466178373,0.670937302814039,0.969825918633639
"OLIG3",9.02822504900028,-0.00212070882573802,0.0378645934401715,0.428529917972013,0.944257734589513
"LOC106887325",157.251624060979,0.00136230334169342,0.022189993506179,0.744720971298391,0.976835330911586
"LOC106888514",49.7390474677977,-0.0266361979405864,0.0941200312363736,0.0111311319264337,0.495691939019208
"LOC106889615",145.678819866561,-0.0180655375969953,0.0786098181569532,0.0208798774461068,0.616820470551796
"ENTPD4",1034.74515208034,0.00153971492315369,0.0191749139060827,0.842772082454293,0.986772907733762
"LOXL2",37.201334053832,-0.000411838276597762,0.0285620805366939,0.881106431168782,0.993440008011655
"R3HCC1",2444.59866805677,0.00171316869216987,0.0207214552308985,0.769459543468516,0.980732866647114
"LOC106893840",4.18609558032432,0.000380053981418324,0.0384140694614496,0.864937860994022,0.992574354718556
"CHMP7",1707.88486952093,-0.00169604475215442,0.0214406472863892,0.73038419512237,0.975737622413415
"LOC106890301",73.9809254068621,-0.00391093161768252,0.0297390744116159,0.273748933389738,0.904418993640127
"RHOBTB2",803.00674723113,0.000511776465061651,0.0210716348749859,0.922582542363063,0.99710188545749
"PEBP4",285.868588480973,-0.00532082037423352,0.0318159662930211,0.179325732772862,0.867699906125831
"EGR3",31.4746646924825,-1.60046808699681e-05,0.029052262952966,0.995289966749408,0.999730552676042
"BIN3",552.893996496454,0.0010371218492347,0.0214510539762119,0.82964889738068,0.984547676670523
"PDLIM2",13.5017902365382,-0.00103756668282305,0.0355565872242581,0.676727793836444,0.971182189822386
"RFC5",297.343888229486,-8.51204091348526e-06,0.0219633209678844,0.998395989960215,0.999746989742715
