"gene","alt_allele_count","ref_allele_count","total_count","alt_allele_allelic_ratio","pvalue","padjust"
"TANGO6",436,1055,1491,0.292421193829645,2.28975308769316e-59,2.86219135961645e-58
"TCF25",269,523,792,0.339646464646465,1.20785955008158e-19,5.32879213271286e-19
"TERF2",1006,691,1697,0.592810842663524,2.10594526931418e-14,7.52123310469351e-14
"TLDC1",18,24,42,0.428571428571429,0.440799067342597,0.590355893762407
"TMED6",1,0,1,1,1,1
"TUBB3",346,0,346,1,1.39524828037388e-104,3.48812070093469e-103
"USP10",31,56,87,0.35632183908046,0.00967321854726987,0.0186023433601344
"UTP4",380,364,744,0.510752688172043,0.582399218771793,0.704515183998136
"VPS4A",4433,4155,8588,0.516185374941779,0.00279631946906307,0.00582566556054805
"VPS9D1",935,403,1338,0.698804185351271,4.94359357845634e-49,4.63461897980282e-48
"WFDC1",0,1,1,0,1,1
"ZC3H18",23,18,41,0.560975609756098,0.532709255236115,0.665886569045144
"ZCCHC14",0,76,76,0,2.64697796016969e-23,1.41802390723376e-22
"ZNF276",453,369,822,0.551094890510949,0.00376591958953839,0.00763362078960485
