"gene","alt_allele_count","ref_allele_count","total_count","alt_allele_allelic_ratio","pvalue","padjust"
"ACSF3",456,447,903,0.504983388704319,0.790084825716128,0.871417087186906
"ANKRD11",4045,3666,7711,0.524575282064583,1.66644855338776e-05,4.46370148228864e-05
"ARY1",75,244,319,0.235109717868339,5.09716326403793e-22,2.54858163201896e-21
"ARY2",255,502,757,0.336856010568032,1.84948796346184e-19,7.70619984775767e-19
"ARYL",8,12,20,0.4,0.50344467163086,0.64552436440678
"ATMIN",1391,1140,2531,0.549585144211774,6.58649078833899e-07,1.89994926586702e-06
"ATP2C2",6,3,9,0.666666666666667,0.5078125,0.64552436440678
"BANP",25,20,45,0.555555555555556,0.551484329802521,0.678054503855558
"BCO1",80,245,325,0.246153846153846,1.30295183718615e-20,6.10758673681006e-20
"CA5A",4264,3779,8043,0.530150441377595,6.72472821920589e-08,2.01741846576177e-07
"CDH13",35,68,103,0.339805825242718,0.00148967119694933,0.00319215256489142
"CDH15",8,16,24,0.333333333333333,0.151589632034302,0.236858800053597
"CDK10",1937,769,2706,0.715816703621582,3.93668198963882e-115,1.47625574611456e-113
"CDT1",10,22,32,0.3125,0.0501024597324431,0.087388011161238
"CENPN",34,39,73,0.465753424657534,0.639972931753945,0.749968279399154
"CHMP1A",3077,2284,5361,0.57396008207424,2.3102807862245e-27,1.44392549139031e-26
"CHTF8",166,180,346,0.479768786127168,0.484678582264679,0.637734976664052
"CMIP",1320,1415,2735,0.482632541133455,0.0722498356546618,0.12041639275777
"COG8",511,498,1009,0.506442021803766,0.70561606977808,0.814172388205477
"COTL1",3690,2785,6475,0.56988416988417,2.24871227917939e-29,1.53321291762231e-28
"CPNE7",117,282,399,0.293233082706767,7.96628367767099e-17,3.14458566223855e-16
"CRISPLD2",9,36,45,0.2,6.57466324582857e-05,0.00015906443336682
"CYB5B",1004,881,1885,0.53262599469496,0.00494117514609051,0.0097523193672839
"DPEP1",19,0,19,1,3.814697265625e-06,1.05963812934028e-05
"DUSP15",5,1,6,0.833333333333333,0.21875,0.315504807692308
"EMC8",14,15,29,0.482758620689655,1,1
"FANCA",7,20,27,0.259259259259259,0.0191572904586792,0.0359199196100235
"GAN",256,143,399,0.641604010025063,1.66419201952776e-08,5.20060006102424e-08
"GAS8",244,276,520,0.469230769230769,0.173948804821833,0.266248170645663
"GINS2",83,110,193,0.430051813471503,0.0609921568611687,0.103963903740628
"GSE1",0,1,1,0,1,1
"HAS3",8,16,24,0.333333333333333,0.151589632034302,0.236858800053597
"HSBP1",4846,6186,11032,0.439267585206671,2.60569643717764e-37,2.17141369764803e-36
"HSD17B2",36,0,36,1,2.91038304567337e-11,9.92176038297739e-11
"JPH3",40,37,77,0.519480519480519,0.819892903749051,0.891187938857664
"KCNG4",19,22,41,0.463414634146341,0.755228657504631,0.85821438352799
"KIAA0513",1,111,112,0.00892857142857143,4.35260167431517e-32,3.26445125573638e-31
"KLHDC4",98,83,181,0.541436464088398,0.298038867650751,0.413942871737154
"KLHL36",1,93,94,0.0106382978723404,9.59254860748746e-27,5.53416265816584e-26
"LOC106888094",168,105,273,0.615384615384615,0.000164772178096919,0.000374482222947544
"LOC106888173",1379,606,1985,0.694710327455919,5.16161499706718e-69,7.74242249560078e-68
"LOC106888185",146,87,233,0.626609442060086,0.000134326033740073,0.000314826641578296
"LOC106888384",46,83,129,0.356589147286822,0.00142923269928515,0.0031527191895996
"MC1R",7,2,9,0.777777777777778,0.1796875,0.26953125
"MLYCD",549,698,1247,0.440256615878107,2.71948670654944e-05,7.03315527555891e-05
"MPHOSPH6",1023,1016,2039,0.501716527709662,0.894296615595401,0.958174945280786
"MTHFSD",18,12,30,0.6,0.361594608053565,0.49308355643668
"MVD",30,556,586,0.0511945392491468,1.60983142329412e-126,1.20737356747059e-124
"NIP7",1913,1570,3483,0.549239161642262,6.65213375683246e-09,2.16917405114102e-08
"PIEZO1",19,15,34,0.558823529411765,0.60759136127308,0.723323049134619
"PKD1L2",0,3,3,0,0.25,0.35377358490566
"PLCG2",275,122,397,0.692695214105793,1.11427074785679e-14,4.17851530446295e-14
"PPP1R3E",7,5,12,0.583333333333333,0.7744140625,0.866881413246269
"RPL13",1994,1745,3739,0.533297673174646,4.96699453642511e-05,0.000124174863410628
"SDR42E1",177,136,313,0.565495207667732,0.0236096965778225,0.0431884693496753
"SLC22A31",102,100,202,0.504950495049505,0.943930473857126,0.997109655482879
"SLC7A5",0,338,338,0,3.57183559775705e-102,6.69719174579446e-101
"SNTB2",16,32,48,0.333333333333333,0.0293049467205293,0.0523302620009453
"SPATA2L",3041,1939,4980,0.610642570281124,2.57715138058654e-55,2.76123362205701e-54
"SPG7",2624,2722,5346,0.490834268612046,0.184618381895861,0.271497620435089
"SPIRE2",2367,2250,4617,0.512670565302144,0.0877785614421702,0.143117219742669
