"gene","alt_allele_count","ref_allele_count","total_count","alt_allele_allelic_ratio","pvalue","padjust"
"ACSF3",406,633,1039,0.390760346487007,1.93778168187143e-12,7.64913821791353e-12
"ANKRD11",4854,4392,9246,0.524983776768332,1.62482359473094e-06,4.06205898682735e-06
"ARY1",93,204,297,0.313131313131313,1.06227860395592e-10,3.18683581186777e-10
"ARY2",375,790,1165,0.321888412017167,1.44382348759614e-34,1.0828676156971e-33
"ARYL",8,14,22,0.363636363636364,0.28627872467041,0.387137276785714
"ATMIN",1734,1368,3102,0.55899419729207,5.3483209795219e-11,1.74401771071366e-10
"ATP2C2",3,2,5,0.6,1,1
"BANP",31,23,54,0.574074074074074,0.340890941220097,0.430190639261438
"BCO1",91,262,353,0.257790368271955,2.52689417467155e-20,1.18448164437729e-19
"CA5A",5211,4533,9744,0.534790640394089,6.83509217214553e-12,2.33014505868598e-11
"CDH13",85,96,181,0.469613259668508,0.457397974048712,0.553304000865378
"CDH15",3,7,10,0.3,0.34375,0.430190639261438
"CDK10",2050,928,2978,0.688381464069846,4.57935740475165e-96,6.86903610712748e-95
"CDT1",4,24,28,0.142857142857143,0.000179991126060486,0.000385695270129614
"CENPN",29,44,73,0.397260273972603,0.100643677520236,0.160601613064206
"CHMP1A",3599,3036,6635,0.542426525998493,5.07292364725836e-12,1.81175844544942e-11
"CHTF8",218,195,413,0.527845036319613,0.278992161640627,0.387137276785714
"CMIP",1562,1382,2944,0.530570652173913,0.000967062125446963,0.00201471276134784
"COG8",700,553,1253,0.558659217877095,3.64390276161254e-05,8.28159718548305e-05
"COTL1",3996,3284,7280,0.548901098901099,7.45426720856784e-17,3.28864729789758e-16
"CPNE7",168,408,576,0.291666666666667,5.0196498608552e-24,2.68909813974386e-23
"CRISPLD2",19,21,40,0.475,0.87462931238042,0.964664682772523
"CYB5B",1114,1092,2206,0.504986400725295,0.654803800287602,0.744095227599548
"DPEP1",29,3,32,0.90625,2.55601480603218e-06,6.18390678878754e-06
"DUSP15",3,2,5,0.6,1,1
"EMC8",13,27,40,0.325,0.0384773082842003,0.0655863209389778
"FANCA",22,44,66,0.333333333333333,0.00921048969455458,0.0168484567583315
"GAN",240,183,423,0.567375886524823,0.00640536652881546,0.012010062241529
"GAS8",252,249,501,0.502994011976048,0.92881279911463,0.995156570479961
"GINS2",102,117,219,0.465753424657534,0.34415251140915,0.430190639261438
"GSE1",0,10,10,0,0.001953125,0.00395903716216216
"HAS3",21,13,34,0.617647058823529,0.229481013026088,0.337472077979542
"HSBP1",6059,7749,13808,0.43880359212051,5.85225050485912e-47,5.48648484830542e-46
"HSD17B2",29,0,29,1,3.72529029846191e-09,1.03480286068386e-08
"JPH3",45,47,92,0.489130434782609,0.917040519652472,0.995156570479961
"KCNG4",43,34,77,0.558441558441558,0.362031797739663,0.445121062794667
"KIAA0513",0,122,122,0,3.76158192263134e-37,3.13465160219278e-36
"KLHDC4",96,103,199,0.482412060301508,0.67070434573158,0.750788446714455
"KLHL36",0,111,111,0,7.70371977754898e-34,5.25253621196522e-33
"LOC106888094",203,91,294,0.69047619047619,5.64366834222242e-11,1.76364635694451e-10
"LOC106888173",1376,603,1979,0.695300656897423,3.14599626604606e-69,3.93249533255757e-68
"LOC106888185",193,170,363,0.53168044077135,0.248177213754308,0.357947904453329
"LOC106888384",42,102,144,0.291666666666667,6.13294116326398e-07,1.58610547325793e-06
"MC1R",5,5,10,0.5,1,1
"MLYCD",797,971,1768,0.45079185520362,3.83029326582524e-05,8.44917632167332e-05
"MPHOSPH6",1123,1215,2338,0.4803250641574,0.0598131417348016,0.0996885695580027
"MTHFSD",14,14,28,0.5,1,1
"MVD",26,482,508,0.0511811023622047,7.344951084408e-110,1.3771783283265e-108
"NIP7",1752,1509,3261,0.537258509659614,2.23883078115502e-05,5.24725964333209e-05
"PIEZO1",11,28,39,0.282051282051282,0.00947530427947642,0.0169201862133507
"PKD1L2",4,9,13,0.307692307692308,0.266845703125,0.377611844044812
"PLCG2",265,110,375,0.706666666666667,7.03860013893447e-16,2.93275005788936e-15
