"gene","alt_allele_count","ref_allele_count","total_count","alt_allele_allelic_ratio","pvalue","padjust"
"ACSF3",437,589,1026,0.425925925925926,2.33147597085378e-06,6.1617579229707e-06
"ANKRD11",2057,2055,4112,0.500243190661479,0.987558088599014,1
"ARY1",22,37,59,0.372881355932203,0.0674446119007893,0.101855128176702
"ARY2",63,72,135,0.466666666666667,0.491262457782923,0.595957735671087
"ARYL",2,2,4,0.5,1,1
"ATMIN",1282,1218,2500,0.5128,0.207660464959826,0.279397716491403
"ATP2C2",2,0,2,1,0.5,0.596774193548387
"BANP",67,42,109,0.614678899082569,0.0210864057131376,0.0346754227282708
"BCO1",213,603,816,0.261029411764706,6.51333181210457e-44,6.02483192619673e-43
"CA5A",6262,3902,10164,0.616096025186934,3.55497970079531e-122,8.76894992862844e-121
"CDH13",5,27,32,0.15625,0.000113074202090502,0.000261484092334286
"CDH15",0,3,3,0,0.25,0.324561403508772
"CDK10",1178,601,1779,0.662169758291175,3.37528417795152e-43,2.77523365742681e-42
"CDT1",15,61,76,0.197368421052632,9.84284741473473e-08,2.80142580265527e-07
"CENPN",15,50,65,0.230769230769231,1.57170298527394e-05,3.87686736367573e-05
"CHMP1A",4697,3635,8332,0.563730196831493,2.60188052965445e-31,1.92539159194429e-30
"CHTF8",321,518,839,0.382598331346841,1.0653695163091e-11,3.94186721034366e-11
"CIDEC",1,1,2,0.5,1,1
"CMIP",722,618,1340,0.538805970149254,0.00487835353784062,0.00859519432857634
"COG8",965,808,1773,0.544275239706712,0.00020967200251353,0.000456344946647094
"COTL1",899,988,1887,0.476417594064653,0.0427567328422412,0.0673191112835287
"CPNE7",2,95,97,0.0206185567010309,6.00039158947312e-26,3.70024148017509e-25
"CRISPLD2",6,22,28,0.214285714285714,0.00371916592121124,0.0068804569542408
"CYB5B",1884,1399,3283,0.573865367042339,2.62045264025896e-17,1.29275663586109e-16
"DPEP1",256,31,287,0.89198606271777,3.23804995465489e-45,3.42308138063517e-44
"DUSP15",14,7,21,0.666666666666667,0.189247131347656,0.264231843768426
"EMC8",8,10,18,0.444444444444444,0.814529418945313,0.927310415414664
"FANCA",109,99,208,0.524038461538462,0.532704221305681,0.625716069470165
"GAN",71,44,115,0.617391304347826,0.0149646711368243,0.0251678560028409
"GAS8",294,299,593,0.495784148397976,0.86954394785774,0.960391823007056
"GINS2",157,174,331,0.474320241691843,0.379190700062122,0.467668530076617
"GSE1",0,1,1,0,1,1
"HAS3",5,1,6,0.833333333333333,0.21875,0.2890625
"HSBP1",5277,6871,12148,0.434392492591373,1.77086821361009e-47,2.18407079678578e-46
"HSD17B2",9,0,9,1,0.00390625,0.00705030487804879
"JPH3",15,13,28,0.535714285714286,0.850554019212723,0.953651476086993
"KCNG4",20,11,31,0.645161290322581,0.149612784385681,0.217085216559616
"KIAA0513",0,256,256,0,1.72723371101888e-77,3.19538236538492e-76
"KLHDC4",58,258,316,0.183544303797468,2.96414220419888e-31,1.99405930100652e-30
"KLHL36",14,67,81,0.172839506172839,1.88902840382094e-09,6.35400463103406e-09
"LOC106888094",156,39,195,0.8,8.98231412927984e-18,4.74779461119077e-17
"LOC106888173",995,2756,3751,0.265262596640896,7.63504410549747e-189,2.82496631903407e-187
"LOC106888185",1048,713,1761,0.59511641113004,1.42883234570029e-15,5.87408853232341e-15
"LOC106888384",665,528,1193,0.557418273260687,8.09767079113121e-05,0.000193299238239906
"MLYCD",887,666,1553,0.571152607855763,2.24846466528163e-08,7.20751798286836e-08
"MPHOSPH6",1244,1148,2392,0.520066889632107,0.0520636390611138,0.0802647768858838
"MTHFSD",11,19,30,0.366666666666667,0.200488422065973,0.274743393201519
"MVD",28,302,330,0.0848484848484849,3.35295970411891e-59,4.96238036209599e-58
"NIP7",1227,991,2218,0.553201082055906,5.90360650698665e-07,1.61802548710005e-06
"PIEZO1",9,31,40,0.225,0.000679548254993279,0.00132333081235533
"PKD1L2",7,23,30,0.233333333333333,0.0052228793501854,0.00898821097473767
"PLCG2",937,619,1556,0.602185089974293,7.38064748550264e-16,3.21275243486586e-15
"PPP1R3E",20,19,39,0.512820512820513,1,1
"RPL13",2892,2490,5382,0.537346711259755,4.53897364801395e-08,1.34353619981213e-07
"SDR42E1",454,348,802,0.566084788029925,0.000205124552875294,0.000456344946647094
"SLC22A31",109,168,277,0.393501805054152,0.000470955727067883,0.000995734965800668
"SLC7A5",0,746,746,0,5.40322720978317e-225,3.99838813523955e-223
"SNTB2",324,300,624,0.519230769230769,0.357197730852677,0.448010713272849
"SPATA2L",1500,1339,2839,0.528355054596689,0.00266821031673922,0.0050627580368898
"SPG7",2255,2166,4421,0.510065596019,0.185664476544516,0.264214832005658
"SPIRE2",735,966,1701,0.432098765432099,2.3375733998492e-08,7.20751798286836e-08
"TANGO6",639,600,1239,0.515738498789346,0.28033155783473,0.357664401375346
"TCF25",298,493,791,0.376738305941846,4.1360445707025e-12,1.61088051701045e-11
"TERF2",1158,956,2114,0.547776726584674,1.21564478893189e-05,3.10199015106759e-05
"TLDC1",48,48,96,0.5,1,1
"TMED6",2,10,12,0.166666666666667,0.03857421875,0.0620541779891305
"USP10",73,176,249,0.293172690763052,5.45101595768739e-11,1.92083419461365e-10
"UTP4",913,845,1758,0.5193401592719,0.110026128687972,0.162838670458199
"VPS4A",4912,4131,9043,0.543182572155258,2.26078518739589e-16,1.0456131491706e-15
"VPS9D1",543,434,977,0.555783009211873,0.000543264682267837,0.00111671073577278
"WFDC1",1,0,1,1,1,1
"ZC3H18",36,32,68,0.529411764705882,0.716300760154337,0.828222753928453
"ZCCHC14",0,65,65,0,5.42101086242753e-20,3.08580618322798e-19
"ZNF276",556,677,1233,0.450932684509327,0.000626428841788185,0.00125285768357637
