"gene","alt_allele_count","ref_allele_count","total_count","alt_allele_allelic_ratio","pvalue","padjust"
"ACSF3",838,519,1357,0.617538688282977,4.23554832135463e-18,2.99746496588174e-17
"ANKRD11",4812,4679,9491,0.507006637867453,0.175435612952048,0.240896662561021
"APRT",2835,1566,4401,0.644171779141104,1.42234112612539e-82,6.54276918017681e-81
"ARY1",115,176,291,0.395189003436426,0.00041729960087389,0.000959789082009948
"ARY2",360,709,1069,0.336763330215154,6.56399854562886e-27,5.48988969270778e-26
"ARYL",3,1,4,0.75,0.625,0.71875
"ATMIN",2364,1959,4323,0.546842470506593,7.80229262874699e-10,3.12091705149879e-09
"ATP2C2",26,28,54,0.481481481481481,0.89192315110475,0.943183102317667
"BANP",119,83,202,0.589108910891089,0.0135950394172122,0.0266115665187983
"BCO1",58,140,198,0.292929292929293,5.23797166248778e-09,2.00788913728698e-08
"CA5A",3139,4231,7370,0.425915875169606,3.94410112687842e-37,4.03174781858683e-36
"CBFA2T3",105,79,184,0.570652173913043,0.0650326304251661,0.1049649473529
"CDH13",109,99,208,0.524038461538462,0.532704221305681,0.628317799488752
"CDH15",9,3,12,0.75,0.14599609375,0.209869384765625
"CDK10",2106,1167,3273,0.643446379468378,3.06094499730964e-61,4.02295628217838e-60
"CDT1",123,264,387,0.317829457364341,6.17648228257405e-13,2.99071773682533e-12
"CENPN",35,49,84,0.416666666666667,0.155656463713997,0.220313764025965
"CHMP1A",3727,3303,7030,0.530156472261735,4.50019115530331e-07,1.47863423674252e-06
"CHTF8",313,371,684,0.457602339181287,0.0292243167334715,0.0497895766570255
"CMIP",1952,1270,3222,0.605834885164494,2.1266718116988e-33,1.95653806676289e-32
"COG8",610,671,1281,0.476190476190476,0.0936219486953087,0.14355365466614
"COTL1",9595,7259,16854,0.569301056129109,1.48816149390326e-72,2.738217148782e-71
"COX4I1",2249,2605,4854,0.46332921302019,3.44004678982462e-07,1.17216409134765e-06
"CPNE7",1839,2383,4222,0.435575556608243,5.84871531619474e-17,3.8434414934994e-16
"CRISPLD2",14,84,98,0.142857142857143,2.45751583751125e-13,1.32994974735903e-12
"CTU2",597,667,1264,0.472310126582278,0.0522424013434428,0.0858268022070846
"CYB5B",1093,1037,2130,0.513145539906103,0.233364820321199,0.306708049565004
"CYBA",171,633,804,0.212686567164179,4.36597032847595e-63,6.69448783699646e-62
"DBNDD1",69,52,121,0.570247933884298,0.145486520434505,0.209869384765625
"DPEP1",20,1,21,0.952380952380952,2.09808349609375e-05,5.3617689344618e-05
"DUSP15",0,2,2,0,0.5,0.597402597402597
"EMC8",914,729,1643,0.556299452221546,5.52121558110965e-06,1.58734947956902e-05
"FANCA",23,2,25,0.92,1.94311141967774e-05,5.25783090030447e-05
"FBXO31",128,123,251,0.50996015936255,0.800732826772052,0.866675530153279
"FOXC2",20,4,24,0.833333333333333,0.00154387950897217,0.00330318406570789
"FOXF1",1,0,1,1,1,1
"FOXL1",0,1,1,0,1,1
"GALNS",435,470,905,0.480662983425414,0.258380596231552,0.33015298407365
"GAN",238,119,357,0.666666666666667,2.92057401584658e-10,1.2213309520813e-09
"GAS8",282,305,587,0.480408858603066,0.363870689583778,0.446348045889434
"GINS2",48,281,329,0.145896656534954,3.22042648143243e-41,3.7034904536473e-40
"GSE1",388,446,834,0.465227817745803,0.0483453235727785,0.0808685412490114
"HAS3",13,23,36,0.361111111111111,0.132498163962737,0.196610178783416
"HSBP1",10508,13460,23968,0.438417890520694,3.33402233359233e-81,1.02243351563498e-79
"HSD17B2",5,1,6,0.833333333333333,0.21875,0.291666666666667
"IRF8",203,196,399,0.508771929824561,0.763934297096112,0.839086233928994
"JPH3",767,675,1442,0.531900138696255,0.0165274583636619,0.0316771956476908
"KCNG4",2,2,4,0.5,1,1
"KIAA0513",898,617,1515,0.592739273927393,5.4322754636384e-13,2.77649634808185e-12
"KLHDC4",427,576,1003,0.425722831505484,2.85031304093171e-06,8.4589935408296e-06
"KLHL36",2481,2324,4805,0.51633714880333,0.024407528585819,0.0423677854697235
"LOC106888094",97,60,157,0.617834394904459,0.0039217731160934,0.00784354623218679
"LOC106888097",297,187,484,0.613636363636364,6.52440644186776e-07,2.06981169879943e-06
"LOC106888173",1249,327,1576,0.79251269035533,7.73149736470671e-127,7.11297757553017e-125
"LOC106888185",83,55,138,0.601449275362319,0.0211995496923393,0.0375068956095234
"LOC106888312",12,9,21,0.571428571428571,0.663623809814453,0.744553542718655
"LOC106888384",24,20,44,0.545454545454545,0.651587827208916,0.740075063002719
"MLYCD",756,827,1583,0.477574226152874,0.0784814600097585,0.122377869845725
"MPHOSPH6",1213,1101,2314,0.524200518582541,0.0210070654179802,0.0375068956095234
"MTHFSD",214,193,407,0.525798525798526,0.321510288659757,0.399715494009428
"MVD",364,535,899,0.404894327030033,1.29743461984335e-08,4.77455940102353e-08
"NIP7",2030,2050,4080,0.497549019607843,0.766122213587342,0.839086233928994
"PIEZO1",316,217,533,0.592870544090056,2.07850451715549e-05,5.3617689344618e-05
"PKD1L2",2,6,8,0.25,0.2890625,0.36429794520548
"PLCG2",26,63,89,0.292134831460674,0.000109926249371128,0.000259313203644712
"PPP1R3E",9,8,17,0.529411764705882,1,1
"RNF166",601,485,1086,0.553406998158379,0.000478228307213455,0.00107309766496678
"RPL13",2376,2252,4628,0.513396715643907,0.0705885176354297,0.111967993490682
"SDR42E1",162,53,215,0.753488372093023,4.93951548282125e-14,2.84022140262222e-13
"SLC22A31",216,155,371,0.582210242587601,0.00180120550852375,0.00368246459520411
"SLC7A5",7324,5220,12544,0.583864795918367,5.07313908694746e-79,1.16682198999792e-77
"SNTB2",48,55,103,0.466019417475728,0.554601066664875,0.645864533331246
"SPATA2L",2478,2174,4652,0.532674118658641,8.83239602279278e-06,2.4623649518089e-05
"SPG7",3266,3463,6729,0.485361866547778,0.0168715498558353,0.0316771956476908
"SPIRE2",1429,1717,3146,0.454227590591227,3.05095762022845e-07,1.07956961946545e-06
"TANGO6",782,922,1704,0.458920187793427,0.000754434564346419,0.00165257095047311
"TCF25",206,365,571,0.36077057793345,2.84258674107902e-11,1.24532371513938e-10
"TERF2",1164,822,1986,0.586102719033233,1.71330803247171e-14,1.05082892658265e-13
"TLDC1",528,521,1049,0.503336510962822,0.853042345734668,0.912556927995226
"TMED6",2,1,3,0.666666666666667,1,1
"TRAPPC2L",327,605,932,0.350858369098712,6.15274421194219e-20,4.71710389582235e-19
"USP10",193,170,363,0.53168044077135,0.248177213754308,0.321581741766145
"UTP4",669,437,1106,0.604882459312839,3.14430251414209e-12,1.44637915650536e-11
"VPS4A",4432,4300,8732,0.507558405863491,0.160943763706653,0.224345852439577
"VPS9D1",1011,833,1844,0.54826464208243,3.70985584164938e-05,9.22450641707413e-05
"WFDC1",37,50,87,0.425287356321839,0.197979140672517,0.267854131498111
"ZC3H18",409,302,711,0.575246132208158,6.826197856566e-05,0.000165265842843177
"ZCCHC14",538,618,1156,0.465397923875433,0.0201111708773881,0.0370045544143941
"ZDHHC7",276,206,482,0.572614107883817,0.00164547382034828,0.00344053616981912
"ZFPM1",378,521,899,0.420467185761958,2.08034471501225e-06,6.37972379270422e-06
"ZNF276",370,392,762,0.485564304461942,0.446827594763259,0.54089656208184
"ZNF469",9,18,27,0.333333333333333,0.122078120708466,0.184117821396374
