"gene","alt_allele_count","ref_allele_count","total_count","alt_allele_allelic_ratio","pvalue","padjust"
"ACSF3",753,571,1324,0.568731117824773,6.29908149974466e-07,1.84908521444117e-06
"ANKRD11",4622,4582,9204,0.502172968274663,0.684366683117636,0.759480099557376
"APRT",2135,1523,3658,0.583652268999453,4.24611030941531e-24,3.51269125597085e-23
"ARY1",119,174,293,0.406143344709898,0.00156235551325163,0.00296196566053955
"ARY2",243,641,884,0.274886877828054,4.35909691670439e-42,7.93355638840199e-41
"ARYL",7,5,12,0.583333333333333,0.7744140625,0.849056381777109
"ATMIN",1675,1323,2998,0.558705803869246,1.38374881467669e-10,5.24671425564912e-10
"ATP2C2",39,42,81,0.481481481481481,0.824313215105208,0.882500030289105
"BANP",106,63,169,0.627218934911243,0.00116978557813077,0.00226490399170001
"BCO1",109,245,354,0.307909604519774,3.7228525373825e-13,1.53990718591731e-12
"CA5A",4486,5727,10213,0.439244100656027,1.08956502810301e-34,1.23938021946718e-33
"CBFA2T3",327,161,488,0.670081967213115,4.62319627262836e-14,2.10355430404591e-13
"CDH13",115,86,201,0.572139303482587,0.0480014660538321,0.0728022235149786
"CDH15",22,15,37,0.594594594594595,0.324008600087836,0.393130434773241
"CDK10",1976,917,2893,0.683027998617352,4.04802164915194e-88,1.84184985036413e-86
"CDT1",184,272,456,0.403508771929825,4.39029532267983e-05,0.000108282514838255
"CENPN",39,65,104,0.375,0.0138361950667479,0.0224838169834654
"CHMP1A",3782,3082,6864,0.550990675990676,3.06068184939273e-17,1.74076280184212e-16
"CHTF8",195,196,391,0.498721227621483,1,1
"CIDEC",0,1,1,0,1,1
"CMIP",1535,1344,2879,0.533171240013894,0.000396743787115044,0.000802304102832645
"COG8",689,642,1331,0.517655897821187,0.207340507889757,0.262055364138443
"COTL1",3974,3196,7170,0.554253835425384,4.112176999981e-20,2.8785238999867e-19
"COX4I1",2324,2757,5081,0.457390277504428,1.32718970911835e-09,4.47312087147296e-09
"CPNE7",104,332,436,0.238532110091743,7.78839538085636e-29,7.87493310731032e-28
"CRISPLD2",15,98,113,0.132743362831858,4.09872814875556e-16,2.19402506786327e-15
"CTU2",533,509,1042,0.511516314779271,0.47616337691652,0.555523939735939
"CYB5B",1026,888,1914,0.536050156739812,0.00173216683772484,0.00321688127006042
"CYBA",206,638,844,0.244075829383886,4.03121405282773e-52,9.17101197018309e-51
"DBNDD1",103,120,223,0.461883408071749,0.283946334047395,0.349177248625851
"DPEP1",7,0,7,1,0.015625,0.0249451754385965
"DUSP15",1,5,6,0.166666666666667,0.21875,0.272688356164384
"EMC8",595,536,1131,0.526083112290009,0.0845483791073828,0.116574280284422
"FANCA",30,32,62,0.483870967741935,0.899076313652861,0.940413155659889
"FBXO31",106,135,241,0.439834024896266,0.0710671854262089,0.102652601171191
"FOXC2",25,29,54,0.462962962962963,0.683489228235338,0.759480099557376
"GALNS",748,848,1596,0.468671679197995,0.0131837904843696,0.0218131806195933
"GAN",239,121,360,0.663888888888889,4.92669291723273e-10,1.72434252103145e-09
"GAS8",233,294,527,0.442125237191651,0.00889504562261273,0.0152726255029766
"GINS2",94,310,404,0.232673267326733,4.93721442530874e-28,4.49286512703095e-27
"GSE1",325,234,559,0.581395348837209,0.000136557247892198,0.000310667738954751
"HAS3",31,24,55,0.563636363636364,0.418754188269015,0.501032049005682
"HSBP1",5130,6566,11696,0.438611491108071,2.81018232625531e-40,4.26210986148722e-39
"HSD17B2",17,0,17,1,1.52587890625e-05,4.08397001378676e-05
"IRF8",232,300,532,0.43609022556391,0.00363490368015182,0.00636108144026569
"JPH3",720,581,1301,0.553420445810915,0.000128499951852151,0.000307723568909098
"KCNG4",30,30,60,0.5,1,1
"KIAA0513",1047,778,1825,0.573698630136986,3.28954719791216e-10,1.19739518004003e-09
"KLHDC4",264,515,779,0.338896020539153,1.6240614748198e-19,1.05563995863287e-18
"KLHL36",1595,1392,2987,0.533980582524272,0.000217885113757898,0.000461105705859738
"LOC106888094",220,131,351,0.626780626780627,2.34535597324803e-06,6.46749677471425e-06
"LOC106888097",375,278,653,0.57427258805513,0.000167815603655716,0.000372468778845614
"LOC106888173",3445,938,4383,0.785991330139174,0,0
"LOC106888185",131,51,182,0.71978021978022,2.65103976782766e-09,8.61587924543991e-09
"LOC106888312",10,0,10,1,0.001953125,0.00348498774509804
"LOC106888384",116,66,182,0.637362637362637,0.000259247718235989,0.000536171417260796
"MC1R",0,5,5,0,0.0625,0.0917338709677419
"MLYCD",626,652,1278,0.489827856025039,0.484368036438435,0.557942928049337
"MPHOSPH6",848,697,1545,0.548867313915858,0.000134012685328576,0.000310667738954751
"MTHFSD",171,147,318,0.537735849056604,0.197050886823355,0.252558178886272
"MVD",509,463,972,0.523662551440329,0.148876945982377,0.196344957744874
"NIP7",1436,1333,2769,0.518598772119899,0.0525573880539779,0.0784052838182293
"PIEZO1",691,505,1196,0.577759197324415,8.33157348716331e-08,2.61439030114435e-07
"PKD1L2",2,3,5,0.4,1,1
"PLCG2",26,109,135,0.192592592592593,2.76631145901627e-13,1.19873496557372e-12
"PPP1R3E",5,9,14,0.357142857142857,0.4239501953125,0.501032049005682
"RNF166",443,346,789,0.561470215462611,0.000622614896536755,0.00123169468662706
"RPL13",2141,1881,4022,0.532322227747389,4.40269565825871e-05,0.000108282514838255
"SDR42E1",178,108,286,0.622377622377622,4.14832202390727e-05,0.000107856372621589
"SLC22A31",250,184,434,0.576036866359447,0.00177578391914807,0.00323192673284949
"SLC7A5",6560,5154,11714,0.560013658869729,1.27210663971792e-38,1.65373863163329e-37
"SNTB2",30,50,80,0.375,0.0329926184264761,0.0517642806346435
"SPATA2L",3550,2139,5689,0.624011249780278,8.85631558508975e-79,2.68641572747723e-77
"SPG7",3016,3001,6017,0.501246468339704,0.856774734085928,0.906587218625808
"SPIRE2",1988,2303,4291,0.463295269168026,1.62250107859993e-06,4.61398744226854e-06
"TANGO6",918,976,1894,0.484688489968321,0.190270091072738,0.247351118394559
"TCF25",285,337,622,0.458199356913183,0.0407773231296879,0.0628938373695186
"TERF2",1126,782,1908,0.590146750524109,3.44865895189625e-15,1.74348869234755e-14
"TLDC1",884,822,1706,0.518171160609613,0.13968942230116,0.188367925626507
"TRAPPC2L",440,777,1217,0.361544782251438,3.20542483552631e-22,2.43078050027411e-21
"USP10",236,161,397,0.594458438287154,0.000196048854685309,0.000424772518484836
"UTP4",533,372,905,0.588950276243094,9.70850872954784e-08,2.94491431462951e-07
"VPS4A",4341,4367,8708,0.498507119889757,0.788774286849592,0.854505477420392
"VPS9D1",1254,843,2097,0.597997138769671,2.66150194379258e-19,1.6146445125675e-18
"WFDC1",103,25,128,0.8046875,1.93334039847882e-12,7.64930331572053e-12
"ZC3H18",445,242,687,0.647743813682678,8.2846156556312e-15,3.96789486664442e-14
"ZCCHC14",396,448,844,0.469194312796209,0.0791134287946544,0.110758800312516
"ZDHHC7",284,249,533,0.532833020637899,0.140758449918708,0.188367925626507
"ZFPM1",641,578,1219,0.525840853158327,0.0757256124386898,0.107672355186262
"ZNF276",493,416,909,0.542354235423542,0.0116689324835856,0.0196643121482647
"ZNF469",22,17,39,0.564102564102564,0.522397380496841,0.594227020315157
