"gene","alt_allele_count","ref_allele_count","total_count","alt_allele_allelic_ratio","pvalue","padjust"
"ACSF3",561,446,1007,0.557100297914598,0.000323146873306463,0.000812234032905433
"ANKRD11",1927,1958,3885,0.496010296010296,0.630301154693327,0.771289570874729
"APRT",2967,1476,4443,0.667792032410533,8.22771746294813e-113,3.82588862027088e-111
"ARY1",25,15,40,0.625,0.153859944162832,0.227126584240372
"ARY2",71,33,104,0.682692307692308,0.000247115841064573,0.00065662209197158
"ARYL",4,4,8,0.5,1,1
"ATMIN",1096,1174,2270,0.482819383259912,0.106044326369553,0.170036592282214
"ATP2C2",55,63,118,0.466101694915254,0.519490818756629,0.661817070470773
"BANP",120,83,203,0.591133004926108,0.0113300840126281,0.0239476775721458
"BCO1",127,331,458,0.277292576419214,4.8570965488591e-22,4.10645435494451e-21
"CA5A",2868,2776,5644,0.508150248051028,0.22578133844024,0.325762006184562
"CBFA2T3",163,88,251,0.649402390438247,2.54887040869107e-06,7.98125449246656e-06
"CDH13",24,71,95,0.252631578947368,1.46409824658128e-06,5.04300507155774e-06
"CDK10",1105,634,1739,0.635422656699252,8.2624233768547e-30,9.60506717559359e-29
"CDT1",231,264,495,0.466666666666667,0.150277601014512,0.225416401521768
"CENPN",35,30,65,0.538461538461538,0.620144765081306,0.768979508700819
"CHMP1A",3930,3229,7159,0.548959351864786,1.23500583348347e-16,7.6570361675975e-16
"CHTF8",274,401,675,0.405925925925926,1.15387189964818e-06,4.12731102566464e-06
"CIDEC",0,11,11,0,0.0009765625,0.00239000822368421
"CMIP",747,435,1182,0.631979695431472,9.13546661656792e-20,6.53537227185244e-19
"COG8",777,697,1474,0.527137042062415,0.0395844727312788,0.0721834502746849
"COTL1",707,860,1567,0.451180599872368,0.000121727655747688,0.000333898207720588
"COX4I1",1362,1497,2859,0.476390346274921,0.0121939226957974,0.0246529306675904
"CPNE7",0,167,167,0,1.06910588403688e-50,2.48567118038575e-49
"CRISPLD2",45,170,215,0.209302325581395,2.74503296930184e-18,1.82348618675051e-17
"CTU2",550,678,1228,0.447882736156352,0.000286586510395413,0.000740348485188151
"CYB5B",1684,1121,2805,0.600356506238859,1.80013485193613e-26,1.86013934700067e-25
"CYBA",543,1845,2388,0.227386934673367,7.38444070336453e-165,6.86752985412901e-163
"DBNDD1",26,25,51,0.509803921568627,1,1
"DPEP1",159,8,167,0.952095808383233,1.42371425095913e-37,2.64810850678398e-36
"DUSP15",4,11,15,0.266666666666667,0.11846923828125,0.186739646782309
"EMC8",356,341,697,0.510760401721664,0.595944079571261,0.748956748650368
"FANCA",61,67,128,0.4765625,0.65870128454064,0.795574278730902
"FBXO31",181,175,356,0.508426966292135,0.791054494122059,0.890607949643446
"FOXC2",187,106,293,0.638225255972696,2.57459822337631e-06,7.98125449246656e-06
"FOXF1",15,18,33,0.454545454545455,0.728332480881364,0.843849716664439
"FOXL1",0,1,1,0,1,1
"GALNS",654,719,1373,0.47632920611799,0.084092935108007,0.139654338661512
"GAN",49,37,86,0.569767441860465,0.235379862211055,0.331671624024669
"GAS8",281,324,605,0.464462809917355,0.0876375011484595,0.142987501873802
"GINS2",152,299,451,0.337028824833703,4.03391973451168e-12,2.08419186283104e-11
"GSE1",547,447,994,0.550301810865191,0.00167551728667778,0.00399546429900086
"HAS3",2,3,5,0.4,1,1
"HSBP1",4099,5270,9369,0.437506670936066,1.01491309827432e-33,1.5731153023252e-32
"HSD17B2",14,0,14,1,0.0001220703125,0.000333898207720588
"IRF8",64,96,160,0.4,0.0140010161596296,0.0277041383584159
"JPH3",112,106,218,0.513761467889908,0.734965882256124,0.843849716664439
"KCNG4",1,0,1,1,1,1
"KIAA0513",945,771,1716,0.550699300699301,2.92014486299657e-05,8.48667100808379e-05
"KLHDC4",330,490,820,0.402439024390244,2.55344479238086e-08,1.13081126519724e-07
"KLHL36",847,649,1496,0.566176470588235,3.38873883538534e-07,1.37022918126451e-06
"LOC106888094",132,49,181,0.729281767955801,5.47420184617893e-10,2.67947774576126e-09
"LOC106888097",867,500,1367,0.634235552304316,2.29852170565613e-23,2.1376251862602e-22
"LOC106888173",1775,1468,3243,0.547332716620413,7.56338063752092e-08,3.19724726949748e-07
"LOC106888185",751,355,1106,0.679023508137432,3.19240253581825e-33,4.2413347975871e-32
"LOC106888312",31,14,45,0.688888888888889,0.0160943600312748,0.031182822560595
"LOC106888384",412,369,781,0.52752880921895,0.13281842364022,0.202493662271154
"MLYCD",551,526,1077,0.511606313834726,0.464604013558034,0.600113517512461
"MPHOSPH6",750,571,1321,0.56775170325511,9.36264383754341e-07,3.48290350756615e-06
"MTHFSD",171,163,334,0.511976047904192,0.701763511342371,0.826126665251146
"MVD",296,341,637,0.464678178963893,0.0811924041903406,0.137288974358212
"NIP7",979,1022,2001,0.489255372313843,0.347777368508221,0.46204707530378
"PABPN1L",1,0,1,1,1,1
"PIEZO1",370,369,739,0.500676589986468,1,1
"PKD1L2",4,5,9,0.444444444444444,1,1
"PLCG2",332,565,897,0.370122630992196,6.71279877174426e-15,3.67229579866009e-14
"PPP1R3E",13,12,25,0.52,1,1
"RNF166",795,697,1492,0.5328418230563,0.0120055842656491,0.0246529306675904
"RPL13",3008,2658,5666,0.530885986586657,3.52024383724328e-06,1.05607315117298e-05
"SDR42E1",396,242,638,0.620689655172414,1.15643486707146e-09,5.37742213188229e-09
"SLC22A31",142,98,240,0.591666666666667,0.00539962672171146,0.0122479337833943
"SLC7A5",2600,4011,6611,0.393283920738164,7.16616637235827e-68,2.22151157543106e-66
"SNTB2",252,321,573,0.43979057591623,0.00445963573395785,0.010368653081452
"SPATA2L",1196,1086,2282,0.52410166520596,0.0224832006478728,0.0426721971480034
"SPG7",1595,1484,3079,0.518025332900292,0.0474186661330974,0.0848064605841934
"SPIRE2",682,724,1406,0.485064011379801,0.274199275806865,0.375007833088801
"TANGO6",490,526,1016,0.482283464566929,0.272175635382728,0.375007833088801
"TCF25",215,249,464,0.463362068965517,0.125434325502294,0.194423204528556
"TERF2",1197,777,1974,0.606382978723404,2.90169757896851e-21,2.2488156237006e-20
"TLDC1",783,735,1518,0.515810276679842,0.227683122602113,0.325762006184562
"TMED6",1,4,5,0.2,0.375,0.491197183098592
"TRAPPC2L",231,354,585,0.394871794871795,4.15046008433058e-07,1.6083032826781e-06
"USP10",153,149,302,0.506622516556291,0.862978303515625,0.955440264606585
"UTP4",687,650,1337,0.513836948391922,0.324847205460373,0.437837537794415
"VPS4A",3549,2902,6451,0.550147263990079,8.30253504809229e-16,4.82584849670364e-15
"VPS9D1",529,622,1151,0.459600347523892,0.00666764169225083,0.0147640637471268
"WFDC1",278,229,507,0.548323471400395,0.0329247136839869,0.0612399674522156
"ZC3H18",327,262,589,0.555178268251273,0.00830762859735565,0.0179676618500948
"ZCCHC14",317,450,767,0.413298565840939,1.77389249597232e-06,5.89185721876521e-06
