"gene","alt_allele_count","ref_allele_count","total_count","alt_allele_allelic_ratio","pvalue","padjust"
"ACSF3",776,672,1448,0.535911602209945,0.00677375211115652,0.0125991789267511
"ANKRD11",4954,5076,10030,0.493918245264207,0.226972769383979,0.319825265950153
"APRT",2743,1708,4451,0.616266007638733,1.17564590751276e-54,1.82225115664478e-53
"ARY1",71,139,210,0.338095238095238,3.12734290004143e-06,8.30979684868152e-06
"ARY2",608,1158,1766,0.344280860702152,1.26444519072254e-39,1.30659336374663e-38
"ARYL",4,2,6,0.666666666666667,0.6875,0.768361675584288
"ATMIN",2258,1578,3836,0.588633993743483,4.187854645823e-28,2.78193201472528e-27
"ATP2C2",27,31,58,0.46551724137931,0.694004094076131,0.768361675584288
"BANP",128,66,194,0.65979381443299,1.00994478512671e-05,2.47170697412591e-05
"BCO1",117,235,352,0.332386363636364,3.08544314590767e-10,1.06276375025709e-09
"CA5A",4017,5517,9534,0.421334172435494,2.10425792488595e-53,2.79565695734847e-52
"CBFA2T3",300,80,380,0.789473684210526,4.75701661694774e-31,3.40309650289339e-30
"CDH13",165,239,404,0.408415841584158,0.000271446759127552,0.000573739740883234
"CDH15",13,5,18,0.722222222222222,0.09625244140625,0.144378662109375
"CDK10",2112,984,3096,0.682170542635659,2.6935754532476e-93,6.26256292880066e-92
"CDT1",176,297,473,0.372093023255814,2.90752203090475e-08,8.72256609271424e-08
"CENPN",23,45,68,0.338235294117647,0.0103376611936955,0.0184885094425708
"CHMP1A",4385,3340,7725,0.567637540453074,1.2373118978262e-32,1.04609096816215e-31
"CHTF8",271,297,568,0.477112676056338,0.294181890894922,0.400906808035714
"CMIP",2254,1442,3696,0.609848484848485,6.54316010518463e-41,7.60642362227713e-40
"COG8",811,671,1482,0.5472334682861,0.000302504508590637,0.00062517598442065
"COTL1",4612,3951,8563,0.538596286348242,9.62319414522332e-13,3.72898773127404e-12
"COX4I1",2140,2402,4542,0.471158080140907,0.000107185092319919,0.000243127160628109
"CPNE7",509,1645,2154,0.236304549675023,7.04459044733454e-139,3.27573455801056e-137
"CRISPLD2",19,169,188,0.101063829787234,2.97657371464727e-31,2.30684462885163e-30
"CTU2",575,626,1201,0.478767693588676,0.149053463753511,0.21659331451682
