"gene","alt_allele_count","ref_allele_count","total_count","alt_allele_allelic_ratio","pvalue","padjust"
"ACSF3",725,640,1365,0.531135531135531,0.0229555479085902,0.0346214820916442
"ANKRD11",5435,5054,10489,0.518161883878349,0.000206653591015234,0.00042249178607559
"APRT",2479,1569,4048,0.612401185770751,1.09754041514439e-46,2.01947436386567e-45
"ARY1",134,190,324,0.41358024691358,0.00219734886152964,0.00404312190521454
"ARY2",187,440,627,0.298245614035088,1.85331891228574e-24,1.4208778327524e-23
"ARYL",10,10,20,0.5,1,1
"ATMIN",1779,1361,3140,0.56656050955414,9.15930151188842e-14,4.4350302057565e-13
"ATP2C2",48,2,50,0.96,2.26663132707472e-12,9.93000390908924e-12
"BANP",101,79,180,0.561111111111111,0.11727865310746,0.155702427455357
"BCO1",50,253,303,0.165016501650165,8.17515927018079e-34,1.0744495040809e-32
"CA5A",5080,5705,10785,0.471024571163653,1.85239018681278e-09,7.40956074725112e-09
"CBFA2T3",261,151,412,0.633495145631068,6.62432514605783e-08,2.25717745717526e-07
"CDH13",65,57,122,0.532786885245902,0.526416309966233,0.58909986373366
"CDH15",66,62,128,0.515625,0.791007449402879,0.826962333466646
"CDK10",2229,998,3227,0.690734428261543,1.38294107134749e-106,6.36152892819846e-105
"CDT1",148,179,327,0.452599388379205,0.096965668633894,0.131188845798798
"CENPN",37,59,96,0.385416666666667,0.0315481202537336,0.0468133397313466
"CHMP1A",3354,2705,6059,0.553556692523519,7.90415135712287e-17,4.27754073444296e-16
"CHTF8",163,163,326,0.5,1,1
"CIDEC",5,0,5,1,0.0625,0.0858208955223881
"CMIP",1912,1454,3366,0.568033273915627,3.04730300929716e-15,1.5575104269741e-14
"COG8",688,523,1211,0.568125516102395,2.36255640305775e-06,5.71987339687666e-06
"COTL1",4018,3280,7298,0.550561797752809,5.90492954793869e-18,3.62169012273573e-17
"COX4I1",2810,3185,5995,0.468723936613845,1.35281118085356e-06,3.36374671996021e-06
"CPNE7",96,280,376,0.25531914893617,5.43778713234408e-22,3.57340297268325e-21
"CRISPLD2",21,75,96,0.21875,2.7069291882475e-08,9.57836481995268e-08
"CTU2",482,467,949,0.507903055848261,0.649521159209233,0.686849961462638
"CYB5B",1049,858,1907,0.550078657577347,1.3348496786046e-05,2.99527244955178e-05
"CYBA",186,446,632,0.294303797468354,1.39369374464931e-25,1.28219824507737e-24
"DBNDD1",127,108,235,0.540425531914894,0.240256334418442,0.294714436886622
"DPEP1",24,0,24,1,1.19209289550781e-07,3.78181194436962e-07
"EMC8",704,544,1248,0.564102564102564,6.58675489739481e-06,1.51495362640081e-05
"FANCA",47,21,68,0.691176470588235,0.00218624317768616,0.00404312190521454
"FBXO31",93,128,221,0.420814479638009,0.0219770474454143,0.033698139416302
"FOXC2",15,35,50,0.3,0.00660044796681095,0.011040749326302
"FOXL1",2,0,2,1,0.5,0.567901234567901
"GALNS",1023,1115,2138,0.478484565014032,0.0490361837835402,0.0683612245501894
"GAN",242,141,383,0.631853785900783,2.77102078097784e-07,8.22367457580519e-07
"GAS8",274,333,607,0.451400329489292,0.0184918351933748,0.0288347260642455
"GINS2",98,326,424,0.231132075471698,1.08143173124734e-29,1.10546354749729e-28
"GSE1",300,278,578,0.519031141868512,0.382415290685634,0.456911775884134
