"gene","alt_allele_count","ref_allele_count","total_count","alt_allele_allelic_ratio","pvalue","padjust"
"ACSF3",453,759,1212,0.373762376237624,1.27850819890398e-18,4.6537698440105e-18
"ANKRD11",181,165,346,0.523121387283237,0.420048980282064,0.523622701447505
"APRT",1372,1728,3100,0.44258064516129,1.73859576776651e-10,5.27374049555841e-10
"ARY1",44,66,110,0.4,0.0447620941569736,0.0714622906716596
"ARY2",13,484,497,0.0261569416498994,7.77161329087572e-125,1.76804202367423e-123
"ARYL",8,3,11,0.727272727272727,0.2265625,0.29453125
"ATMIN",763,890,1653,0.461584996975197,0.00193235583248109,0.00390765290568398
"ATP2C2",14,10,24,0.583333333333333,0.541256189346313,0.631465554237366
"BANP",57,37,94,0.606382978723404,0.0494500652531798,0.0749992656339894
"BCO1",463,795,1258,0.368044515103339,6.18075737118943e-21,2.83569346706746e-20
"CA5A",1305,1118,2423,0.538588526619893,0.000156591988442923,0.000331392347635023
"CBFA2T3",2,6,8,0.25,0.2890625,0.365342881944445
"CDH13",27,16,43,0.627906976744186,0.126289474385431,0.179567846391784
"CDH15",2,1,3,0.666666666666667,1,1
"CDK10",1900,1267,3167,0.599936848752763,1.89115924103079e-29,1.22925350667001e-28
"CDT1",173,391,564,0.306737588652482,2.13940881938422e-20,8.84937284381655e-20
"CENPN",5871,1316,7187,0.81689160985112,0,0
"CHMP1A",3412,2684,6096,0.559711286089239,1.13845797004785e-20,4.93331787020734e-20
"CHTF8",739,995,1734,0.426182237600923,8.54000854820447e-10,2.35497205420184e-09
"CIDEC",33,97,130,0.253846153846154,1.69872442575104e-08,4.54658596303956e-08
"CMIP",320,355,675,0.474074074074074,0.190610390331137,0.258888739106469
"COG8",289,284,573,0.504363001745201,0.867308115188393,0.928529864495809
"COTL1",63,81,144,0.4375,0.15633984208004,0.218875778912056
"COX4I1",2430,2349,4779,0.508474576271186,0.247173664241357,0.316800048534697
"CPNE7",39,55,94,0.414893617021277,0.121371112972429,0.175313829849064
"CRISPLD2",13,244,257,0.0505836575875486,2.29477930829441e-56,2.08824917054792e-55
"CTU2",160,229,389,0.411311053984576,0.000548525212326011,0.00113444987094698
"CYB5B",2090,1553,3643,0.573702992039528,5.7689352670936e-19,2.28249177958921e-18
"CYBA",383,1158,1541,0.248539909149903,1.6716411050984e-90,2.53532234273257e-89
"DBNDD1",121,120,241,0.50207468879668,1,1
"DPEP1",439,107,546,0.804029304029304,1.03173753585284e-48,8.53528325114625e-48
"EMC8",721,708,1429,0.504548635409377,0.750920472928139,0.833338573615373
"FANCA",305,247,552,0.552536231884058,0.0151874929123813,0.0270992520593469
"FBXO31",1335,872,2207,0.604893520616221,5.59669695030132e-23,2.82944123598567e-22
"FOXC2",0,1,1,0,1,1
"FOXF1",2,0,2,1,0.5,0.590909090909091
"GALNS",4043,3143,7186,0.562621764542165,2.43363603574193e-26,1.38413049532822e-25
"GAN",152,75,227,0.669603524229075,3.55223640793683e-07,8.73658143573652e-07
"GAS8",3285,3054,6339,0.518220539517274,0.00386372027298854,0.00748082010302037
"GINS2",630,2784,3414,0.184534270650264,9.11057050931259e-321,4.14530958173723e-319
"GSE1",5,4,9,0.555555555555556,1,1
"HAS3",20,8,28,0.714285714285714,0.0356981381773948,0.0580094745382666
"HSBP1",2938,2940,5878,0.499829874106839,0.989593449419513,1
"HSD17B2",16,13,29,0.551724137931034,0.711071103811264,0.802177709087848
"IRF8",35,14,49,0.714285714285714,0.0038016544097488,0.00748082010302037
"JPH3",2,4,6,0.333333333333333,0.6875,0.791930379746835
"KCNG4",133,69,202,0.658415841584158,7.89442031592323e-06,1.79598062187254e-05
"KIAA0513",112,116,228,0.491228070175439,0.842568106432589,0.912782115301972
"KLHDC4",336,750,1086,0.30939226519337,6.63878481156741e-37,4.64714936809719e-36
"KLHL36",152,166,318,0.477987421383648,0.466054626207146,0.565479613131337
"LOC106888094",252,199,451,0.558758314855876,0.0142517472938031,0.0259381800747216
"LOC106888097",199,194,393,0.506361323155216,0.840126158471233,0.912782115301972
"LOC106888173",580,656,1236,0.469255663430421,0.032858191267839,0.0543653710067881
"LOC106888185",646,397,1043,0.619367209971237,1.20605500702053e-14,4.06485206069882e-14
"LOC106888312",88,37,125,0.704,5.8330402134695e-06,1.36104271647622e-05
"LOC106888384",100,424,524,0.190839694656489,1.7795197084597e-48,1.34946911224861e-47
"MLYCD",282,230,512,0.55078125,0.0241079567512908,0.0421889243147589
"MPHOSPH6",422,386,808,0.522277227722772,0.218187842496907,0.291986671576743
"MTHFSD",505,386,891,0.566778900112233,7.53930789320868e-05,0.000167335858117559
"MVD",241,272,513,0.469785575048733,0.185272543354375,0.255451537049214
"NIP7",1546,1811,3357,0.460530235329163,5.14694020056511e-06,1.23255673224059e-05
"PIEZO1",60,135,195,0.307692307692308,8.1386050375017e-08,2.05725849559071e-07
"PKD1L2",107,79,186,0.575268817204301,0.0474411274863509,0.0731719084958972
"PLCG2",74,436,510,0.145098039215686,1.89405749523467e-63,1.91510257851506e-62
"PPP1R3E",6,7,13,0.461538461538462,1,1
"RNF166",364,644,1008,0.361111111111111,9.18247053359296e-19,3.48168674398733e-18
"RPL13",2500,2347,4847,0.51578295853105,0.029005661487875,0.0488799110258635
"SDR42E1",1162,1103,2265,0.513024282560706,0.222952936945519,0.294039380609307
"SLC22A31",651,1923,2574,0.252913752913753,1.14641177054172e-144,3.47744903730988e-143
"SLC7A5",681,1146,1827,0.372742200328407,9.80396790674406e-28,5.9477405300914e-27
"SNTB2",74,105,179,0.41340782122905,0.0246689179328194,0.0423560666393691
"SPATA2L",383,329,712,0.537921348314607,0.046928522982351,0.0731719084958972
"SPG7",2122,1737,3859,0.54988338947914,6.15207516766465e-10,1.74949637580464e-09
"SPIRE2",15,133,148,0.101351351351351,8.28663738684504e-25,4.43578824825234e-24
"TANGO6",521,607,1128,0.461879432624113,0.0113462280621278,0.0210715664010945
"TCF25",345,280,625,0.552,0.0104100552326928,0.0197357297119801
"TERF2",1905,974,2879,0.661688086141021,1.74703990332355e-68,1.98725789003054e-67
"TLDC1",194,278,472,0.411016949152542,0.000128321176012542,0.000278029214693842
"TMED6",0,2,2,0,0.5,0.590909090909091
"TRAPPC2L",1070,2389,3459,0.309337958947673,4.93437303373434e-114,8.9805589213965e-113
"USP10",35,43,78,0.448717948717949,0.428207035717582,0.526578922301351
"UTP4",471,225,696,0.676724137931034,6.2322933342142e-21,2.83569346706746e-20
"VPS4A",4204,2726,6930,0.606637806637807,5.85547228047715e-71,7.61211396462029e-70
"VPS9D1",32,49,81,0.395061728395062,0.0747881542828336,0.111569213766194
"WFDC1",277,114,391,0.70843989769821,9.09954352611937e-17,3.18484023414178e-16
"ZC3H18",395,235,630,0.626984126984127,1.91163194952382e-10,5.61156475505379e-10
"ZCCHC14",228,392,620,0.367741935483871,4.57911967084287e-11,1.43689617257483e-10
"ZDHHC7",62,57,119,0.521008403361345,0.714026312484787,0.802177709087848
"ZFPM1",589,365,954,0.617400419287212,4.08276468602309e-13,1.3268985229575e-12
"ZNF276",251,141,392,0.64030612244898,3.01385280164232e-08,7.83601728427003e-08
"ZNF469",20,10,30,0.666666666666667,0.0987371467053889,0.144920650809522
