"gene","alt_allele_count","ref_allele_count","total_count","alt_allele_allelic_ratio","pvalue","padjust"
"ACSF3",662,646,1308,0.50611620795107,0.67834027124244,0.780311815701324
"ANKRD11",2243,2430,4673,0.479991440188316,0.00650402060571104,0.0142469022791766
"APRT",3283,1507,4790,0.685386221294363,1.58764595523553e-148,1.46063427881669e-146
"ARY1",49,44,93,0.526881720430108,0.678532013653325,0.780311815701324
"ARY2",77,51,128,0.6015625,0.0267351728559755,0.0501966510765254
"ARYL",6,4,10,0.6,0.75390625,0.835655120481928
"ATMIN",1134,1342,2476,0.457996768982229,3.15051152238617e-05,9.71552933811606e-05
"ATP2C2",72,91,163,0.441717791411043,0.158368897931394,0.227507734763172
"BANP",165,97,262,0.629770992366412,3.16810739286393e-05,9.71552933811606e-05
"BCO1",234,619,853,0.27432590855803,7.23744308547411e-41,9.51206805519454e-40
"CA5A",3870,3849,7719,0.501360279828993,0.819927566723247,0.891645543715534
"CBFA2T3",145,81,226,0.641592920353982,2.47532770274834e-05,8.13321959474455e-05
"CDH13",8,23,31,0.258064516129032,0.0106738405302167,0.0213476810604334
"CDK10",1101,505,1606,0.685554171855542,5.0198870945401e-51,7.69716021162815e-50
"CDT1",319,372,691,0.4616497829233,0.0478307241545431,0.0814893818929252
"CENPN",26,61,87,0.298850574712644,0.000223689356094818,0.000605277081197744
"CHMP1A",4867,4076,8943,0.544224533154422,6.31467854515646e-17,4.14964590110282e-16
"CHTF8",419,451,870,0.481609195402299,0.293254540718472,0.391006054291297
"CIDEC",0,10,10,0,0.001953125,0.00499131944444444
"CMIP",899,562,1461,0.61533196440794,1.05141626154727e-18,7.44079200479606e-18
"COG8",954,882,1836,0.519607843137255,0.0974933136793523,0.152023472177973
"COTL1",1245,1138,2383,0.522450692404532,0.0298781228937957,0.0538977903182196
"COX4I1",1429,1517,2946,0.485064494229464,0.108943913223559,0.159092698675674
"CPNE7",6,205,211,0.028436018957346,7.13984150291656e-53,1.31373083653665e-51
"CRISPLD2",1,42,43,0.0232558139534884,1.00044417195022e-11,4.38289827711527e-11
"CTU2",544,634,1178,0.461799660441426,0.00948276663479015,0.0198276029636521
"CYB5B",1721,1125,2846,0.604708362614195,4.35581446654667e-29,5.00918663652867e-28
"CYBA",589,1755,2344,0.251279863481229,1.04454274506933e-133,4.8048966273189e-132
"DBNDD1",30,11,41,0.731707317073171,0.0043240049344604,0.00970264521878918
"DPEP1",301,17,318,0.946540880503145,2.5102484338826e-68,5.77357139792999e-67
"DUSP15",2,14,16,0.125,0.004180908203125,0.00970264521878918
"EMC8",446,360,806,0.553349875930521,0.002731230051041,0.00679116661339924
"FANCA",74,59,133,0.556390977443609,0.224629929858363,0.308447067865215
"FBXO31",336,265,601,0.559068219633943,0.00426044811847252,0.00970264521878918
"FOXC2",50,37,87,0.574712643678161,0.197979140672517,0.27597092336169
"FOXF1",9,6,15,0.6,0.60723876953125,0.725532036323052
"GALNS",741,849,1590,0.466037735849057,0.00726879018227004,0.015551830157415
"GAN",25,39,64,0.390625,0.103421878316081,0.155980537788188
"GAS8",327,379,706,0.463172804532578,0.0548554660431616,0.0901196942137654
"GINS2",183,350,533,0.343339587242026,4.18772670831447e-13,2.14039365091628e-12
"GSE1",755,552,1307,0.577658760520275,2.1645295051427e-08,8.29736310304701e-08
"HAS3",1,4,5,0.2,0.375,0.485915492957746
"HSBP1",5360,6448,11808,0.453929539295393,1.37375996195368e-23,1.05321597083116e-22
"HSD17B2",23,0,23,1,2.38418579101562e-07,8.12389232494213e-07
"IRF8",111,129,240,0.4625,0.272457317673008,0.36861872391054
"JPH3",157,142,299,0.525083612040134,0.41819190031159,0.534356317064809
"KCNG4",9,11,20,0.45,0.823802947998047,0.891645543715534
"KIAA0513",1230,891,2121,0.57991513437058,1.91578931793816e-13,1.03678010147242e-12
"KLHDC4",374,594,968,0.386363636363636,1.56164938175351e-12,7.56167069059594e-12
"KLHL36",1339,826,2165,0.618475750577367,2.05793067196988e-28,2.10366246468032e-27
"LOC106888094",121,45,166,0.728915662650602,3.11999773624548e-09,1.24799909449819e-08
"LOC106888097",853,485,1338,0.637518684603886,5.68433157803468e-24,4.75416822890173e-23
"LOC106888173",1468,1546,3014,0.487060384870604,0.160739160430502,0.227507734763172
"LOC106888185",765,502,1267,0.603788476716653,1.50465224738035e-13,8.65175042243703e-13
"LOC106888312",13,12,25,0.52,1,1
"LOC106888384",533,368,901,0.591564927857936,4.29215729368001e-08,1.57951388407424e-07
"MLYCD",667,597,1264,0.527689873417722,0.0522424013434428,0.0873872895199407
"MPHOSPH6",988,769,1757,0.562322140011383,1.91642366616317e-07,6.78119143411585e-07
"MTHFSD",167,158,325,0.513846153846154,0.657282439584653,0.775256210792155
"MVD",395,325,720,0.548611111111111,0.0100776394213182,0.0206031739280283
"NIP7",925,954,1879,0.492283129324109,0.518326668351039,0.640136134522487
"PABPN1L",1,0,1,1,1,1
"PIEZO1",442,493,935,0.472727272727273,0.101961270329106,0.155980537788188
"PKD1L2",16,23,39,0.41025641025641,0.336783635189932,0.442629920535339
"PLCG2",478,883,1361,0.351212343864805,2.63852452276855e-28,2.42744256094706e-27
