"gene","alt_allele_count","ref_allele_count","total_count","alt_allele_allelic_ratio","pvalue","padjust"
"ACSF3",923,694,1617,0.570810142238714,1.35384988726762e-08,4.89468805396754e-08
"ANKRD11",2592,2601,5193,0.499133448873484,0.911606017419049,0.962819838622366
"APRT",3402,1661,5063,0.671933636184081,9.48237433103536e-135,8.91343187117324e-133
"ARY1",28,42,70,0.4,0.119609335629885,0.167810112674764
"ARY2",87,82,169,0.514792899408284,0.758421988621096,0.838725493298623
"ARYL",7,1,8,0.875,0.0703125,0.108350409836066
"ATMIN",1271,1427,2698,0.471089696071164,0.00283753365306556,0.00555683673725338
"ATP2C2",76,124,200,0.38,0.000845069944691925,0.00184736220467537
"BANP",171,97,268,0.638059701492537,7.25392269398627e-06,2.19957655882164e-05
"BCO1",213,517,730,0.291780821917808,4.95971983356155e-30,4.23830603958896e-29
"CA5A",4573,3958,8531,0.536045012308053,2.9217080246297e-11,1.14433564297996e-10
"CBFA2T3",166,107,273,0.608058608058608,0.000427250147468147,0.000979549118585508
"CDH13",13,84,97,0.134020618556701,6.92617204150323e-14,3.61700095500724e-13
"CDH15",1,6,7,0.142857142857143,0.125,0.167857142857143
"CDK10",1230,704,1934,0.635987590486039,3.04423175646387e-33,3.17953094564004e-32
"CDT1",265,297,562,0.47153024911032,0.190943370105955,0.24928717763833
"CENPN",20,26,46,0.434782608695652,0.461391182136767,0.563256767803326
"CHMP1A",5629,4367,9996,0.56312525010004,1.45679136204609e-36,2.28230646720554e-35
"CHTF8",339,660,999,0.339339339339339,1.72678907328455e-24,1.15941552063391e-23
"CIDEC",1,6,7,0.142857142857143,0.125,0.167857142857143
"CMIP",1334,571,1905,0.700262467191601,3.83184170871805e-70,9.00482801548742e-69
"COG8",976,932,1908,0.511530398322851,0.324911006510433,0.412724792053793
"COTL1",1295,1337,2632,0.492021276595745,0.424195295174109,0.524662601925872
"COX4I1",1617,1525,3142,0.514640356460853,0.104478690996467,0.15109226082566
"CPNE7",7,195,202,0.0346534653465347,7.90798617452612e-49,1.48670140081091e-47
"CRISPLD2",7,33,40,0.175,4.22770226577997e-05,0.000110390003606477
"CTU2",579,697,1276,0.453761755485893,0.00104746168880871,0.0021880310832893
"CYB5B",1999,1306,3305,0.604841149773071,1.32391212433851e-33,1.55559674609775e-32
"CYBA",666,1866,2532,0.26303317535545,1.42868715846376e-130,6.71482964477965e-129
"DBNDD1",29,25,54,0.537037037037037,0.683489228235338,0.774072138001468
"DPEP1",317,6,323,0.981424148606811,1.79550090106541e-85,5.62590282333828e-84
"DUSP15",9,1,10,0.9,0.021484375,0.0381043632075472
"EMC8",548,436,984,0.556910569105691,0.000397076432874734,0.000933129617255626
