"gene","alt_allele_count","ref_allele_count","total_count","alt_allele_allelic_ratio","pvalue","padjust"
"ACSF3",573,350,923,0.62080173347779,2.09595671474814e-13,1.24072822367798e-12
"ANKRD11",4454,4717,9171,0.485661323737869,0.00621881099877261,0.014257761802064
"APRT",2117,1414,3531,0.599546870574908,2.07730834404139e-32,3.25444973899818e-31
"ARY1",32,65,97,0.329896907216495,0.00104960733249123,0.00266656997984258
"ARY2",239,426,665,0.359398496240601,3.86393497052977e-13,2.13652874841058e-12
"ARYL",3,1,4,0.75,0.625,0.725308641975309
"ATMIN",1411,1282,2693,0.523950984032677,0.0136269783879854,0.0284652437437918
"ATP2C2",39,15,54,0.722222222222222,0.00149625888539352,0.00370127197965764
"BANP",70,57,127,0.551181102362205,0.286914607203098,0.388823632049602
"BCO1",80,136,216,0.37037037037037,0.000168893960768779,0.000496126009758287
"CA5A",1530,1478,3008,0.508643617021277,0.352430203794314,0.453814235022815
"CBFA2T3",149,79,228,0.653508771929825,4.14461480110433e-06,1.45192010346973e-05
"CDH13",17,26,43,0.395348837209302,0.222052820156024,0.324233983078878
"CDH15",0,1,1,0,1,1
"CDK10",1510,639,2149,0.702652396463471,8.06019865205974e-81,3.78829336646808e-79
"CDT1",133,177,310,0.429032258064516,0.0144644877846945,0.0295578663426366
"CENPN",5,17,22,0.227272727272727,0.0169005393981934,0.0330968896547954
"CHMP1A",2951,2190,5141,0.574012837969267,2.43434633185304e-26,2.54253950215762e-25
"CHTF8",181,194,375,0.482666666666667,0.535526453632158,0.637208691663581
"CMIP",1232,794,2026,0.608094768015795,1.90760458934708e-22,1.63013483089659e-21
"COG8",415,395,810,0.512345679012346,0.504418485637781,0.607888944230146
"COTL1",2863,2220,5083,0.563250049183553,1.93822160109616e-19,1.40148331156184e-18
"COX4I1",1470,1529,2999,0.490163387795932,0.289549513228427,0.388823632049602
"CPNE7",708,1243,1951,0.362890825217837,4.67748863934814e-34,1.09920983024681e-32
"CRISPLD2",4,54,58,0.0689655172413793,3.16995041327317e-12,1.65541854915377e-11
"CTU2",325,330,655,0.49618320610687,0.875817450899447,0.968551063347624
"CYB5B",558,524,1082,0.515711645101664,0.31574992906404,0.418035117352391
"CYBA",162,390,552,0.293478260869565,1.06671986441173e-22,1.00271667254702e-21
"DBNDD1",61,56,117,0.521367521367521,0.711703276927941,0.806025397966583
"DPEP1",33,0,33,1,2.3283064365387e-10,1.09430402517319e-09
"DUSP15",0,2,2,0,0.5,0.607888944230146
"EMC8",577,543,1120,0.515178571428571,0.324102941636763,0.423134396025774
"FANCA",6,4,10,0.6,0.75390625,0.843656994047619
"FBXO31",58,57,115,0.504347826086956,1,1
"FOXC2",95,41,136,0.698529411764706,4.1704088078386e-06,1.45192010346973e-05
"FOXF1",1,2,3,0.333333333333333,1,1
"FOXL1",1,0,1,1,1,1
"GALNS",383,432,815,0.469938650306748,0.0926307288742299,0.158314336621411
"GAN",204,125,329,0.620060790273556,1.56219794117029e-05,5.06367608517267e-05
"GAS8",220,231,451,0.48780487804878,0.637773842380592,0.731106599802142
"GINS2",49,221,270,0.181481481481481,2.92979511868938e-27,3.44250926446002e-26
"GSE1",311,230,541,0.574861367837338,0.000570527506868811,0.00148971071237967
"HAS3",4,13,17,0.235294117647059,0.049041748046875,0.092198486328125
"HSBP1",5717,7067,12784,0.447199624530663,7.1410529995328e-33,1.34251796391217e-31
"HSD17B2",9,1,10,0.9,0.021484375,0.0412149234693878
"IRF8",142,127,269,0.527881040892193,0.393369936375729,0.493023653590914
"JPH3",625,560,1185,0.527426160337553,0.0629564884764521,0.111658677675217
"KCNG4",0,4,4,0,0.125,0.199152542372881
"KIAA0513",461,286,747,0.617135207496653,1.60582109317637e-10,7.94458856624101e-10
"KLHDC4",225,362,587,0.383304940374787,1.71918742236757e-08,7.34561898647961e-08
"KLHL36",1281,1090,2371,0.54027836355968,9.46312295845829e-05,0.000286946309062929
"LOC106888094",124,51,175,0.708571428571429,3.35458911297659e-08,1.37100598530348e-07
