"gene","alt_allele_count","ref_allele_count","total_count","alt_allele_allelic_ratio","pvalue","padjust"
"LOC106888097",428,327,755,0.566887417218543,0.00026809683546512,0.000741208898050624
"LOC106888173",1016,242,1258,0.807631160572337,4.88944420650351e-113,4.5960775541133e-111
"LOC106888185",65,44,109,0.596330275229358,0.0549088177757604,0.101204487665127
"LOC106888312",14,18,32,0.4375,0.596614895854146,0.701022502628621
"LOC106888384",10,55,65,0.153846153846154,1.17536028090186e-08,5.26113649546547e-08
"MC1R",0,2,2,0,0.5,0.607888944230146
"MLYCD",343,343,686,0.5,1,1
"MPHOSPH6",699,572,1271,0.549960660896932,0.000404812654738779,0.00108721112986986
"MTHFSD",137,119,256,0.53515625,0.287989286531657,0.388823632049602
"MVD",323,397,720,0.448611111111111,0.00647758631934812,0.0144974550956839
"NIP7",1522,1326,2848,0.534410112359551,0.000256891631427439,0.000731751919823613
"PABPN1L",1,0,1,1,1,1
"PIEZO1",211,192,403,0.523573200992556,0.36992872312289,0.46990945910205
"PKD1L2",0,5,5,0,0.0625,0.111658677675217
"PLCG2",30,54,84,0.357142857142857,0.0116344541199258,0.0248554247107506
"PPP1R3E",3,4,7,0.428571428571429,1,1
"RNF166",277,246,523,0.529636711281071,0.1895340457619,0.282796830184423
"RPL13",1629,1475,3104,0.524806701030928,0.00602031888051905,0.0141477493692198
"SDR42E1",108,24,132,0.818181818181818,6.3846709894548e-14,4.28685052149108e-13
"SLC22A31",289,188,477,0.605870020964361,4.3292671273908e-06,1.45339682133834e-05
"SLC7A5",4319,3324,7643,0.565092241266518,4.91908467474585e-30,6.60562799180156e-29
"SNTB2",34,50,84,0.404761904761905,0.101136342138804,0.166786248439432
"SPATA2L",2509,1687,4196,0.597950428979981,4.87554934586055e-37,1.52767212836964e-35
"SPG7",2324,2225,4549,0.510881512420312,0.146213226576631,0.229067388303389
"SPIRE2",1473,1387,2860,0.515034965034965,0.111951937492532,0.181439346970655
"TANGO6",548,590,1138,0.481546572934974,0.224204350001352,0.324233983078878
"TCF25",237,269,506,0.468379446640316,0.168103917317579,0.259045380784466
"TERF2",1002,699,1701,0.589065255731922,2.11187782753699e-13,1.24072822367798e-12
"TLDC1",348,305,653,0.532924961715161,0.100187760246366,0.166786248439432
"TMED6",1,0,1,1,1,1
"TRAPPC2L",299,578,877,0.340935005701254,2.85063324928723e-21,2.232996045275e-20
"USP10",81,66,147,0.551020408163265,0.248125725753793,0.353391185164493
"UTP4",424,297,721,0.588072122052705,2.55096959569557e-06,9.59164567981534e-06
"VPS4A",3020,2916,5936,0.508760107816712,0.181259145708905,0.274812253171566
"VPS9D1",618,476,1094,0.564899451553931,1.96736976391587e-05,6.16442526026972e-05
"WFDC1",104,66,170,0.611764705882353,0.00440297087648948,0.0106122887792311
"ZC3H18",200,154,354,0.564971751412429,0.0166478076068002,0.0330968896547954
"ZCCHC14",312,462,774,0.403100775193798,7.79220654263356e-08,3.05194756253148e-07
"ZDHHC7",76,100,176,0.431818181818182,0.082680277721264,0.143924927885163
"ZFPM1",249,313,562,0.443060498220641,0.0078165269615353,0.0170872914973097
"ZNF276",262,237,499,0.525050100200401,0.282636810893626,0.388823632049602
"ZNF469",2,2,4,0.5,1,1
