"gene","alt_allele_count","ref_allele_count","total_count","alt_allele_allelic_ratio","pvalue","padjust"
"ACSF3",1247,1058,2305,0.540997830802603,8.93418764747689e-05,0.000213046013132141
"ANKRD11",702,682,1384,0.507225433526012,0.609560859802825,0.717584303312186
"APRT",4784,2200,6984,0.684994272623139,9.11333606459929e-215,8.47540254007734e-213
"ARY1",24,25,49,0.489795918367347,1,1
"ARY2",96,104,200,0.48,0.620728928096832,0.721597378912567
"ARYL",0,3,3,0,0.25,0.341911764705882
"ATMIN",702,614,1316,0.533434650455927,0.0164419231974737,0.0294057472570203
"ATP2C2",49,43,92,0.532608695652174,0.602412277696151,0.717584303312186
"BANP",170,99,269,0.631970260223048,1.77619055069142e-05,5.0056279155849e-05
"BCO1",135,298,433,0.311778290993072,3.2897546836608e-15,1.52973592790227e-14
"CA5A",1946,766,2712,0.717551622418879,2.79070445055874e-117,1.29767756950982e-115
"CBFA2T3",93,74,167,0.55688622754491,0.163458669959132,0.245188004938698
"CDH13",1,18,19,0.0526315789473684,7.62939453125001e-05,0.000189519053016287
"CDH15",3,0,3,1,0.25,0.341911764705882
"CDK10",2134,1143,3277,0.651205370765944,4.91381169443598e-68,6.52834982260781e-67
"CDT1",332,228,560,0.592857142857143,1.27523672679338e-05,3.70615673724327e-05
"CENPN",58,34,92,0.630434782608696,0.0160202747888999,0.0292134422621117
"CHMP1A",4294,3132,7426,0.578238621061137,1.55872916446192e-41,1.31783465722689e-40
"CHTF8",619,987,1606,0.385429638854296,3.64734030923025e-20,1.88445915976896e-19
"CIDEC",2,20,22,0.0909090909090909,0.000121116638183594,0.000281596183776855
"CMIP",1818,733,2551,0.71266170129361,1.97012361928824e-105,4.58053741484516e-104
"COG8",763,751,1514,0.503963011889036,0.777415837617221,0.850584387040019
"COTL1",1754,1613,3367,0.520938520938521,0.0158215772839122,0.0292134422621117
"COX4I1",3476,3679,7155,0.485814116002795,0.0169312137928069,0.0297094883534158
"CPNE7",0,119,119,0,3.00926553810507e-36,2.33218079203143e-35
"CRISPLD2",6,42,48,0.125,1.00874821384878e-07,3.60821476492063e-07
"CTU2",913,1023,1936,0.471590909090909,0.0132187417510179,0.0256113121425972
"CYB5B",2861,1815,4676,0.611847733105218,3.74073287761861e-53,4.34860197023164e-52
"CYBA",910,2100,3010,0.302325581395349,5.53788787074734e-107,1.71674523993167e-105
"DBNDD1",33,31,64,0.515625,0.900653246252036,0.948504220413587
"DPEP1",387,34,421,0.919239904988123,5.8589972567994e-77,1.08977348976469e-75
"DUSP15",3,11,14,0.214285714285714,0.057373046875,0.0936086554276317
"EMC8",515,548,1063,0.48447789275635,0.326355423464825,0.42747963918632
"FANCA",46,42,88,0.522727272727273,0.749329003202281,0.829614253545382
"FBXO31",78,95,173,0.450867052023121,0.223704968185905,0.320070185250602
"FOXC2",86,76,162,0.530864197530864,0.479615168808253,0.602759604042804
"FOXF1",16,17,33,0.484848484848485,1,1
"FOXL1",0,2,2,0,0.5,0.62
"GALNS",562,601,1163,0.48323301805675,0.265151501317222,0.35227270889288
"GAN",32,27,59,0.542372881355932,0.602923201257151,0.717584303312186
"GAS8",435,413,848,0.512971698113208,0.470842560720522,0.599840522561761
"GINS2",309,782,1091,0.283226397800183,8.02652722755152e-48,8.29407813513657e-47
"GSE1",264,227,491,0.537678207739308,0.104139209960099,0.164151636038801
"HAS3",0,4,4,0,0.125,0.19375
"HSBP1",8471,9268,17739,0.477535374034613,2.26591844863538e-09,8.7804339884621e-09
"HSD17B2",5,0,5,1,0.0625,0.100215517241379
"IRF8",161,241,402,0.400497512437811,7.7437892630311e-05,0.000189519053016287
"JPH3",98,78,176,0.556818181818182,0.151889241403468,0.231568843451188
"KCNG4",11,5,16,0.6875,0.210113525390625,0.310167585100447
"KIAA0513",926,1108,2034,0.455260570304818,5.92433032485127e-05,0.000157417920060334
"KLHDC4",407,774,1181,0.344623200677392,6.76982184717192e-27,4.19728954524659e-26
"KLHL36",889,723,1612,0.551488833746898,3.90539977776263e-05,0.000106824170391743
"LOC106888094",234,135,369,0.634146341463415,2.87788869718431e-07,9.91272773474597e-07
"LOC106888097",994,589,1583,0.62792166771952,1.78884619464261e-24,1.03976685063602e-23
"LOC106888173",975,925,1900,0.513157894736842,0.260949368412641,0.351714366121386
"LOC106888185",1706,1082,2788,0.611908177905308,2.18959288214732e-32,1.56640106184385e-31
"LOC106888312",9,7,16,0.5625,0.803619384765625,0.869030264920967
"LOC106888384",258,167,425,0.607058823529412,1.17943000157559e-05,3.53829000472676e-05
"MLYCD",865,613,1478,0.585250338294993,5.97619293052515e-11,2.5262997388129e-10
"MPHOSPH6",1471,1263,2734,0.538039502560351,7.47482716930694e-05,0.000189519053016287
"MTHFSD",282,213,495,0.56969696969697,0.00220824847976196,0.00477597927018285
"MVD",753,634,1387,0.542898341744773,0.00152358863733626,0.00337366055410173
"NIP7",2547,2369,4916,0.518104149715216,0.0115802611041024,0.0229141336740749
"PABPN1L",0,1,1,0,1,1
"PIEZO1",163,204,367,0.444141689373297,0.036655407279884,0.0619809614005311
"PLCG2",215,758,973,0.220966084275437,1.59252606450315e-71,2.46841539997988e-70
"PPP1R3E",9,16,25,0.36,0.229522943496704,0.323418693108992
"RNF166",973,728,1701,0.57201646090535,3.10293023168768e-09,1.15429004618782e-08
"RPL13",7760,7163,14923,0.520002680426188,1.06366037329546e-06,3.41104878332684e-06
"SDR42E1",511,379,890,0.574157303370787,1.0889813951221e-05,3.37584232487849e-05
"SLC22A31",277,210,487,0.568788501026694,0.00274590737836612,0.00579161078135334
"SLC7A5",954,1641,2595,0.367630057803468,8.30501208342329e-42,7.72366123758366e-41
"SNTB2",291,287,578,0.503460207612457,0.900708967686455,0.948504220413587
