"gene","alt_allele_count","ref_allele_count","total_count","alt_allele_allelic_ratio","pvalue","padjust"
"ACSF3",690,740,1430,0.482517482517482,0.195036937340515,0.26287587206765
"ANKRD11",4780,3987,8767,0.545226417246493,2.57668876739663e-17,1.33128919648826e-16
"APRT",2250,1524,3774,0.596184419713832,2.48257482818737e-32,2.30879459021426e-31
"ARY1",142,225,367,0.386920980926431,1.72726052411323e-05,3.73570299401233e-05
"ARY2",252,615,867,0.290657439446367,9.14968070131661e-36,9.45467005802717e-35
"ARYL",12,13,25,0.48,1,1
"ATMIN",1704,1367,3071,0.554868121133181,1.28649749241282e-09,4.43126914053304e-09
"ATP2C2",35,53,88,0.397727272727273,0.0693460436850645,0.0962564486971791
"BANP",99,58,157,0.630573248407643,0.00133524918699906,0.00258704529981068
"BCO1",77,285,362,0.212707182320442,3.42352130431077e-29,2.4491344715454e-28
"CA5A",5482,6751,12233,0.448132101692144,1.76863411742817e-30,1.37069144100683e-29
"CBFA2T3",355,172,527,0.673624288425047,1.15516103261716e-15,5.65420926491557e-15
"CDH13",135,129,264,0.511363636363636,0.758356082716947,0.860086776739952
"CDH15",20,30,50,0.4,0.202638751064541,0.269220054985747
"CDK10",2113,899,3012,0.701527224435591,2.56071694462642e-111,1.19073337925129e-109
"CDT1",213,208,421,0.505938242280285,0.845462764660213,0.947325748354215
"CENPN",22,89,111,0.198198198198198,9.63396309074299e-11,3.73316069766291e-10
"CHMP1A",3629,2693,6322,0.574027206580196,4.90097440531441e-32,4.14355108812946e-31
"CHTF8",209,222,431,0.48491879350348,0.563301345808476,0.680350976106341
"CIDEC",5,0,5,1,0.0625,0.0880681818181818
"CMIP",1527,1321,2848,0.536165730337079,0.000121589535820694,0.0002512850406961
"COG8",885,630,1515,0.584158415841584,6.11968397856821e-11,2.47448091307323e-10
"COTL1",3824,3388,7212,0.530227398779811,2.99513155152048e-07,7.95849240832584e-07
"COX4I1",2597,2622,5219,0.497604905154244,0.739731432003761,0.859937789704373
"CPNE7",139,212,351,0.396011396011396,0.000115335939712221,0.000243778236209921
"CRISPLD2",8,103,111,0.0720720720720721,3.68152823993855e-22,2.44558661653061e-21
"CTU2",571,549,1120,0.509821428571429,0.530353387867857,0.648985066733036
"CYB5B",1187,910,2097,0.566046733428708,1.58338938210891e-09,5.25911473343317e-09
"CYBA",219,453,672,0.325892857142857,1.07380672477249e-19,6.24150158774011e-19
"DBNDD1",130,96,226,0.575221238938053,0.0279320786869063,0.0417125132489284
"DPEP1",27,0,27,1,1.49011611938476e-08,4.33064997196197e-08
"DUSP15",3,9,12,0.25,0.14599609375,0.199671128216912
"EMC8",706,530,1236,0.571197411003236,6.17253204964612e-07,1.55147427193808e-06
"FANCA",60,17,77,0.779220779220779,8.90984796833485e-07,2.18056805540827e-06
"FBXO31",176,223,399,0.441102756892231,0.0211688627076275,0.0322738398657271
"FOXC2",33,32,65,0.507692307692308,1,1
"FOXL1",1,1,2,0.5,1,1
"GALNS",1009,893,1902,0.53049421661409,0.00834994061648548,0.0136235873216342
"GAN",169,96,265,0.637735849056604,8.60873817600421e-06,1.95271378138632e-05
"GAS8",239,330,569,0.420035149384886,0.000156591277163303,0.000316586712525807
"GINS2",75,330,405,0.185185185185185,3.03603909245271e-39,4.0335947942586e-38
"GSE1",279,276,555,0.502702702702703,0.93235473769441,1
"HAS3",41,19,60,0.683333333333333,0.0062176026593267,0.010325661559239
"HSBP1",4418,6134,10552,0.41868840030326,7.61499209323643e-63,1.77048566167747e-61
"HSD17B2",27,0,27,1,1.49011611938476e-08,4.33064997196197e-08
"IRF8",377,294,671,0.561847988077496,0.00152890529218897,0.00284376384347148
"JPH3",684,609,1293,0.529002320185615,0.0395547918506257,0.0574780569079404
"KCNG4",47,49,96,0.489583333333333,0.918778035364538,1
"KIAA0513",1430,1206,2636,0.542488619119879,1.38716623095917e-05,3.07158236855244e-05
"KLHDC4",287,544,831,0.345367027677497,3.47920614567752e-19,1.90333042087064e-18
"KLHL36",1820,1470,3290,0.553191489361702,1.12832862755141e-09,4.0359447062416e-09
"LOC106888094",295,146,441,0.668934240362812,1.11728100065468e-12,5.19535665304425e-12
"LOC106888097",463,280,743,0.623149394347241,1.94227623375728e-11,8.21053135179215e-11
"LOC106888173",4347,844,5191,0.837410903486804,0,0
"LOC106888185",118,54,172,0.686046511627907,1.18721805439726e-06,2.76028197647364e-06
"LOC106888312",3,0,3,1,0.25,0.322916666666667
"LOC106888384",57,146,203,0.280788177339901,3.43712058530974e-10,1.27860885773522e-09
"MC1R",4,2,6,0.666666666666667,0.6875,0.819711538461538
"MLYCD",680,707,1387,0.490266762797404,0.485110560855964,0.601537095461395
"MPHOSPH6",869,771,1640,0.529878048780488,0.0165831637177208,0.0265902452715179
"MTHFSD",188,181,369,0.509485094850949,0.75482500970325,0.860086776739952
"MVD",591,517,1108,0.533393501805054,0.0282568638137902,0.0417125132489284
"NIP7",1520,1467,2987,0.508871777703381,0.341377535698036,0.434905627670101
"PABPN1L",1,0,1,1,1,1
"PIEZO1",869,639,1508,0.576259946949602,3.45972559221221e-09,1.10949820715771e-08
"PKD1L2",15,14,29,0.517241379310345,1,1
"PLCG2",38,101,139,0.273381294964029,8.81754078236026e-08,2.41185674341031e-07
"PPP1R3E",10,6,16,0.625,0.454498291015625,0.571193798168286
