"gene","alt_allele_count","ref_allele_count","total_count","alt_allele_allelic_ratio","pvalue","padjust"
"ACSF3",597,491,1088,0.548713235294118,0.00144496932553109,0.00274544171850907
"ANKRD11",4735,4522,9257,0.51150480717295,0.027558545178375,0.0415565363800893
"APRT",2323,1495,3818,0.608433734939759,3.67088963675354e-41,4.9819216498798e-40
"ARY1",85,121,206,0.412621359223301,0.0145458488214282,0.0230309273005947
"ARY2",293,755,1048,0.279580152671756,1.47479690047715e-47,2.33509509242216e-46
"ARYL",3,6,9,0.333333333333333,0.5078125,0.618489583333334
"ATMIN",1475,1103,2578,0.572148952676493,2.491643753022e-13,1.12717217398614e-12
"ATP2C2",38,2,40,0.95,1.49339030031115e-09,5.06685994748426e-09
"BANP",88,53,141,0.624113475177305,0.00403062852151199,0.00709092054710443
"BCO1",74,235,309,0.239482200647249,1.10379846571967e-20,7.49006101738344e-20
"CA5A",3733,4153,7886,0.473370530053259,2.36585310730409e-06,6.07448770794294e-06
"CBFA2T3",284,138,422,0.672985781990521,1.00642615887057e-12,4.15697761272627e-12
"CDH13",84,79,163,0.515337423312883,0.754160389805438,0.884509099154526
"CDH15",16,17,33,0.484848484848485,1,1
"CDK10",1889,662,2551,0.740493923951392,1.33168452240448e-135,6.3255014814213e-134
"CDT1",166,164,330,0.503030303030303,0.956111162156313,1
"CENPN",24,27,51,0.470588235294118,0.779767930553075,0.892505462681231
"CHMP1A",3233,2409,5642,0.573023750443105,4.9738596535993e-28,4.29560606447212e-27
"CHTF8",133,148,281,0.473309608540925,0.403664889782997,0.525317322320339
"CIDEC",1,0,1,1,1,1
"CMIP",1778,1521,3299,0.538951197332525,8.22692104583966e-06,1.81757557989481e-05
"COG8",511,396,907,0.563395810363837,0.000150665506856746,0.000318071625586465
"COTL1",2990,2634,5624,0.531650071123755,2.18776688759644e-06,5.77327373115728e-06
"COX4I1",2117,2560,4677,0.452640581569382,9.94556595037201e-11,3.77931506114136e-10
"CPNE7",210,524,734,0.286103542234332,8.01038375051223e-32,8.45540506998514e-31
"CRISPLD2",27,174,201,0.134328358208955,1.66485058218918e-27,1.31800671089977e-26
"CTU2",457,463,920,0.496739130434783,0.869077342336525,0.971321735552587
"CYB5B",949,696,1645,0.576899696048632,4.81034892734847e-10,1.69253017814113e-09
"CYBA",168,359,527,0.318785578747628,5.79591836227603e-17,3.44132652760139e-16
"DBNDD1",102,67,169,0.603550295857988,0.00871533114531399,0.0145255519088567
