"gene","alt_allele_count","ref_allele_count","total_count","alt_allele_allelic_ratio","pvalue","padjust"
"ACSF3",468,478,946,0.494714587737844,0.769834311301519,0.824175556805156
"ANKRD11",4381,4153,8534,0.513358331380361,0.0139957670369115,0.0270981872416798
"APRT",1809,1319,3128,0.578324808184143,1.93470539762626e-18,1.35429377833838e-17
"ARY1",90,104,194,0.463917525773196,0.350669673174154,0.431228922416866
"ARY2",265,609,874,0.303203661327231,6.3598794620206e-32,1.15749806208775e-30
"ARYL",4,7,11,0.363636363636364,0.548828125,0.632194422468355
"ATMIN",1231,875,2106,0.584520417853751,8.91194920956683e-15,5.06867111294114e-14
"ATP2C2",49,32,81,0.604938271604938,0.0747881542828336,0.121530750709605
"BANP",117,51,168,0.696428571428571,3.80523452028911e-07,1.11702045595583e-06
"BCO1",95,204,299,0.317725752508361,2.69624804076395e-10,1.06677639873704e-09
"CA5A",3694,4381,8075,0.457461300309598,2.19704694633452e-14,1.1760663065673e-13
"CBFA2T3",179,101,280,0.639285714285714,3.65584934963786e-06,9.78477325932487e-06
"CDH13",70,79,149,0.469798657718121,0.512356476909519,0.605512199983977
"CDH15",8,11,19,0.421052631578947,0.647605895996094,0.710025741393308
"CDK10",1736,663,2399,0.723634847853272,5.88350876784976e-110,2.67699648937164e-108
"CDT1",150,213,363,0.413223140495868,0.00110865204935194,0.00252218341227567
"CENPN",5,28,33,0.151515151515152,6.61876983940602e-05,0.000158502119838407
"CHMP1A",2875,2158,5033,0.571229882773694,5.01412620613808e-24,5.06983871953962e-23
"CHTF8",111,150,261,0.425287356321839,0.0184943676379559,0.0343466827562039
"CIDEC",1,1,2,0.5,1,1
"CMIP",1602,1306,2908,0.550894085281981,4.37452997126573e-08,1.38255240573989e-07
"COG8",488,514,1002,0.487025948103792,0.429670734134627,0.514474168503303
"COTL1",2805,2458,5263,0.532965988979669,1.83316065471138e-06,5.0550793811738e-06
"COX4I1",2093,2271,4364,0.479605866177819,0.00736936170615683,0.0149024870057838
"CPNE7",155,347,502,0.308764940239044,6.03482643252052e-18,3.92263718113834e-17
"CRISPLD2",37,198,235,0.157446808510638,8.67742748897387e-28,1.1280655735666e-26
"CTU2",449,492,941,0.477151965993624,0.170915880035763,0.246878493384991
"CYB5B",791,744,1535,0.515309446254072,0.240346894912306,0.321640697603233
"CYBA",211,494,705,0.299290780141844,4.77540875941808e-27,5.43202746383807e-26
"DBNDD1",114,95,209,0.545454545454545,0.213000557635086,0.29820078068912
"DPEP1",28,0,28,1,7.45058059692383e-09,2.60770320892334e-08
"DUSP15",0,9,9,0,0.00390625,0.00846354166666667
"EMC8",456,424,880,0.518181818181818,0.29601430163283,0.37738818899707
"FANCA",34,33,67,0.507462686567164,1,1
"FBXO31",86,113,199,0.4321608040201,0.0650450133563578,0.111681060668463
"FOXC2",62,50,112,0.553571428571429,0.298592852832847,0.37738818899707
"FOXF1",1,0,1,1,1,1
"GALNS",730,791,1521,0.479947403024326,0.123907657437045,0.184845849619198
"GAN",211,110,321,0.657320872274143,1.83628323424283e-08,6.18895460429992e-08
"GAS8",305,310,615,0.495934959349593,0.87187741924672,0.911963737373006
"GINS2",68,224,292,0.232876712328767,1.32534098863045e-20,1.00505024971142e-19
"GSE1",294,235,529,0.555765595463138,0.0116068597173339,0.0229613963973345
"HAS3",12,14,26,0.461538461538462,0.845018982887268,0.894147993520249
"HSBP1",4579,5537,10116,0.452649268485567,1.69856560340289e-21,1.54569469909663e-20
"HSD17B2",19,0,19,1,3.814697265625e-06,9.918212890625e-06
"IRF8",325,437,762,0.426509186351706,5.62944757325014e-05,0.000138453980855612
"JPH3",515,397,912,0.56469298245614,0.000104780570504826,0.000244487997844593
"KCNG4",24,29,53,0.452830188679245,0.583132154261177,0.655123778244038
"KIAA0513",569,518,1087,0.523459061637535,0.12934348418087,0.189842855813857
"KLHDC4",229,338,567,0.403880070546737,5.39541576947266e-06,1.36384120839448e-05
"KLHL36",1006,966,1972,0.510141987829615,0.37982037047958,0.46084871618189
"LOC106888094",211,105,316,0.667721518987342,2.49580007452977e-09,9.4632419492587e-09
"LOC106888097",500,273,773,0.646830530401035,2.66670936745858e-16,1.61780368292487e-15
