"gene","alt_allele_count","ref_allele_count","total_count","alt_allele_allelic_ratio","pvalue","padjust"
"ACSF3",794,706,1500,0.529333333333333,0.0246505223039667,0.0367737299944421
"ANKRD11",5167,4645,9812,0.526600081532817,1.43377057967963e-07,4.65975438395879e-07
"APRT",3178,1632,4810,0.660706860706861,7.19579298737688e-112,3.27408580925648e-110
"ARY1",92,140,232,0.396551724137931,0.00196622656543933,0.00365156362153018
"ARY2",459,855,1314,0.349315068493151,4.719352549903e-28,5.36826352551467e-27
"ARYL",3,5,8,0.375,0.7265625,0.787109375
"ATMIN",1942,1461,3403,0.570672935645019,1.6958111942747e-16,9.07757756935281e-16
"ATP2C2",35,43,78,0.448717948717949,0.428207035717582,0.499574875003846
"BANP",119,61,180,0.661111111111111,1.84104284174398e-05,4.52797023239735e-05
"BCO1",79,203,282,0.280141843971631,9.53598746131082e-14,3.61572857908035e-13
"CA5A",3462,4123,7585,0.456427158866183,3.37882802467722e-14,1.39760613748012e-13
"CBFA2T3",170,92,262,0.648854961832061,1.66058238126501e-06,4.72228114672238e-06
"CDH13",65,63,128,0.5078125,0.929613907829986,0.968554435659248
"CDH15",5,22,27,0.185185185185185,0.00151371955871582,0.00327972571055094
"CDK10",2224,1020,3244,0.68557336621455,2.24128856438594e-101,6.79857531197068e-100
"CDT1",186,247,433,0.429561200923788,0.00388313541262998,0.00679548697210246
"CENPN",20,46,66,0.303030303030303,0.00185823030756581,0.00365156362153018
"CHMP1A",3994,2897,6891,0.579596575243071,5.82407251653323e-40,7.57129427149319e-39
"CHTF8",123,183,306,0.401960784313726,0.000718383640821442,0.0015944612515793
"CMIP",2088,1480,3568,0.585201793721973,2.27914028084214e-24,1.88547059596941e-23
"COG8",750,466,1216,0.616776315789474,3.56832238525594e-16,1.70903861609627e-15
"COTL1",3936,3485,7421,0.530386740331492,1.73890832787625e-07,5.45657440816339e-07
"COX4I1",2216,2415,4631,0.478514359749514,0.00361481544923448,0.00657896411760675
"CPNE7",1031,1217,2248,0.458629893238434,9.46394362837226e-05,0.000220825351328686
"CRISPLD2",14,90,104,0.134615384615385,9.24243126631637e-15,4.00505354873709e-14
"CTU2",547,501,1048,0.521946564885496,0.164481016626949,0.199570300174032
"CYB5B",1056,915,1971,0.535768645357686,0.00160698600544687,0.00340083084873639
"CYBA",232,797,1029,0.225461613216715,4.82339673785395e-73,8.77858206289418e-72
"DBNDD1",96,70,166,0.578313253012048,0.0520057549969649,0.0695959368341736
"DPEP1",21,6,27,0.777777777777778,0.00592461228370666,0.00980254032395102
"DUSP15",0,5,5,0,0.0625,0.0824275362318841
"EMC8",803,821,1624,0.494458128078818,0.673149031408727,0.756253850101162
"FANCA",27,27,54,0.5,1,1
"FBXO31",84,91,175,0.48,0.650272240263436,0.739684673299658
