"gene","alt_allele_count","ref_allele_count","total_count","alt_allele_allelic_ratio","pvalue","padjust"
"ACSF3",589,482,1071,0.549953314659197,0.0011894342646675,0.00221234773228156
"ANKRD11",561,554,1115,0.503139013452915,0.857409439417992,0.927198579835735
"APRT",1668,1756,3424,0.48714953271028,0.137056230187257,0.187444550109043
"ARY1",71,125,196,0.362244897959184,0.000140231501748283,0.000277479354523199
"ARY2",50,321,371,0.134770889487871,1.49651027430997e-49,1.2652314137348e-48
"ARYL",4,8,12,0.333333333333333,0.3876953125,0.4807421875
"ATMIN",1100,1237,2337,0.47068891741549,0.00489364765305696,0.00842794873582032
"ATP2C2",20,8,28,0.714285714285714,0.0356981381773948,0.0526972515952019
"BANP",66,43,109,0.605504587155963,0.0346153705381867,0.0519230558072801
"BCO1",525,679,1204,0.436046511627907,1.009874305017e-05,2.23615024682337e-05
"CA5A",1561,1444,3005,0.519467554076539,0.034319125846769,0.0519230558072801
"CBFA2T3",11,6,17,0.647058823529412,0.332305908203125,0.422146770387846
"CDH13",23,15,38,0.605263157894737,0.25587507954333,0.330505311076802
"CDH15",11,0,11,1,0.0009765625,0.00185347576530612
"CDK10",1979,1395,3374,0.586544161232958,8.14851358013437e-24,3.44459892251135e-23
"CDT1",571,833,1404,0.406695156695157,2.8390401248317e-12,9.42966898604816e-12
"CENPN",5902,1742,7644,0.772108843537415,4.94065645841247e-324,4.59481050632359e-322
"CHMP1A",4464,3117,7581,0.588840522358528,3.47322828022938e-54,3.58900255623702e-53
"CHTF8",868,1399,2267,0.382884869872078,4.95496847709382e-29,2.42532667563013e-28
"CIDEC",60,64,124,0.483870967741935,0.787746582402333,0.87214800194544
"CMIP",562,540,1102,0.509981851179673,0.527014327783408,0.620409271947556
"COG8",743,411,1154,0.643847487001733,1.00099189090788e-22,4.04748895019275e-22
"COTL1",221,145,366,0.603825136612022,8.37746841578137e-05,0.000169370557101667
"COX4I1",2399,2489,4888,0.490793780687398,0.203017420607537,0.273632175601463
"CPNE7",84,96,180,0.466666666666667,0.412350557414087,0.504586866309344
