"gene","alt_allele_count","ref_allele_count","total_count","alt_allele_allelic_ratio","pvalue","padjust"
"ACSF3",655,489,1144,0.572552447552448,1.02649419711935e-06,2.58010703600269e-06
"ANKRD11",2124,2137,4261,0.498474536493781,0.854146527611705,0.913053184688374
"APRT",2551,1554,4105,0.621437271619976,5.0733896450512e-55,6.74036052842517e-54
"ARY1",38,85,123,0.308943089430894,2.72042267394532e-05,6.32498271692288e-05
"ARY2",947,430,1377,0.687726942628903,5.33025988843181e-45,5.5079352180462e-44
"ARYL",1,4,5,0.2,0.375,0.452922077922078
"ATMIN",1007,871,1878,0.536208732694356,0.0018307019274161,0.00340510558499394
"ATP2C2",24,33,57,0.421052631578947,0.289243747109022,0.368488609330671
"BANP",130,69,199,0.653266331658292,1.82924079803808e-05,4.36203574916774e-05
"BCO1",307,571,878,0.349658314350797,3.76822167619541e-19,1.94691453270096e-18
"CA5A",3109,3745,6854,0.453603735045229,1.64747338500002e-14,6.38395936687507e-14
"CBFA2T3",180,78,258,0.697674418604651,1.8784873513021e-10,6.0241146093481e-10
"CDH13",103,167,270,0.381481481481481,0.000117830271808092,0.000249050347230739
"CDH15",3,0,3,1,0.25,0.322916666666667
"CDK10",1268,549,1817,0.697853604843148,2.24721136891865e-65,5.22476643273587e-64
"CDT1",204,230,434,0.470046082949309,0.23008525762742,0.301379281117606
"CENPN",44,22,66,0.666666666666667,0.00921048969455458,0.0161618026715769
"CHMP1A",3125,2376,5501,0.56807853117615,5.49038324522318e-24,3.19128526128597e-23
"CHTF8",162,318,480,0.3375,9.51186779510751e-13,3.15929894623214e-12
"CIDEC",19,18,37,0.513513513513513,1,1
"CMIP",759,269,1028,0.738326848249027,1.27377117383304e-54,1.48075898958091e-53
"COG8",825,516,1341,0.615212527964206,2.96477658388766e-17,1.45118011737659e-16
"COTL1",1429,1561,2990,0.477926421404682,0.0165735217552412,0.0275238843435256
"COX4I1",1662,1574,3236,0.513597033374536,0.12615756033979,0.175114225546276
"CPNE7",1,4,5,0.2,0.375,0.452922077922078
"CRISPLD2",254,1164,1418,0.179125528913963,2.93908132016103e-139,1.36667281387488e-137
"CTU2",525,598,1123,0.467497773820125,0.0316254280494634,0.0507097380793119
"CYB5B",1696,1490,3186,0.5323289391086,0.000280106500503437,0.000578886767707103
"CYBA",1912,1587,3499,0.546441840525865,4.22505090810357e-08,1.19069616501101e-07
"DBNDD1",20,15,35,0.571428571428571,0.499559833202511,0.574074074074074
"DPEP1",359,181,540,0.664814814814815,1.51057187272926e-14,6.1079645288618e-14
"DUSP15",1,1,2,0.5,1,1
"EMC8",527,318,845,0.623668639053254,6.40175959298618e-13,2.20505052647302e-12
"FANCA",22,34,56,0.392857142857143,0.140895423598481,0.192695211686158
"FBXO31",212,174,386,0.549222797927461,0.0595260041845737,0.0907527604781206
"FOXC2",109,108,217,0.502304147465438,1,1
"FOXF1",37,4,41,0.902439024390244,1.02583726402373e-07,2.72579615869162e-07
"FOXL1",0,1,1,0,1,1
"GALNS",834,698,1532,0.544386422976501,0.000558226247163572,0.00108156335387942
"GAN",32,24,56,0.571428571428571,0.349681952983685,0.43360562169977
"GAS8",155,158,313,0.495207667731629,0.910017209359109,0.961722732618149
"GINS2",59,300,359,0.164345403899721,5.51566440124891e-40,4.66324353923771e-39
"GSE1",369,304,673,0.548291233283804,0.0135651404237632,0.0233621862853699
"HAS3",2,0,2,1,0.5,0.574074074074074
"HSBP1",3588,3289,6877,0.521739130434783,0.00032562522498397,0.000658329259206722
"HSD17B2",55,0,55,1,5.55111512312579e-17,2.58126853225349e-16
"IRF8",693,1148,1841,0.376425855513308,2.0395617505216e-26,1.45907109845007e-25
"JPH3",113,105,218,0.518348623853211,0.635529775380548,0.712099627836035
"KCNG4",13,4,17,0.764705882352941,0.049041748046875,0.0773030943789725
"KIAA0513",1456,1068,2524,0.576862123613312,1.1809735754458e-14,4.99229738711177e-14
"KLHDC4",223,472,695,0.320863309352518,1.89371319949162e-21,1.03597251501601e-20
"KLHL36",840,782,1622,0.517879161528977,0.156958303354555,0.211552495825705
"LOC106888094",765,255,1020,0.75,9.75146846524893e-60,1.8137731345363e-58
"LOC106888097",1179,839,2018,0.584241823587711,3.90852129859627e-14,1.45396992307781e-13
"LOC106888173",1656,367,2023,0.818586258032625,6.62555008960788e-195,6.16176158333533e-193
"LOC106888185",966,562,1528,0.632198952879581,3.38205585019201e-25,2.09687462711905e-24
"LOC106888312",52,35,87,0.597701149425287,0.085688974359167,0.126493247863532
"LOC106888384",1068,1268,2336,0.457191780821918,3.79384853503826e-05,8.60555887215995e-05
"MLYCD",651,511,1162,0.560240963855422,4.45997613040357e-05,9.87566143160791e-05
"MPHOSPH6",745,636,1381,0.5394641564084,0.00364309243460476,0.00664328620427927
"MTHFSD",212,158,370,0.572972972972973,0.00578971326147115,0.0103546794868619
"MVD",4219,4995,9214,0.457890167136966,6.5572738912088e-16,2.90393558039247e-15
"NIP7",1417,1167,2584,0.548374613003096,9.48505459720957e-07,2.4503057709458e-06
"PIEZO1",620,604,1224,0.506535947712418,0.668125108964663,0.736451965821108
"PKD1L2",8,4,12,0.666666666666667,0.3876953125,0.462252103365384
"PLCG2",181,458,639,0.283255086071987,1.26545772458177e-28,9.8072973655087e-28
"PPP1R3E",10,20,30,0.333333333333333,0.0987371467053889,0.141270071440018
"RNF166",1221,962,2183,0.559322033898305,3.23527596806677e-08,9.40252078219406e-08
"RPL13",2906,2510,5416,0.536558345642541,7.89007997870629e-08,2.15816893535201e-07
"SDR42E1",243,63,306,0.794117647058823,4.31726317145135e-26,2.86789624960697e-25
"SLC22A31",133,591,724,0.183701657458564,1.04356278621487e-69,3.23504463726609e-68
"SLC7A5",2212,1389,3601,0.61427381282977,4.53459867602035e-43,4.21717676869892e-42
"SNTB2",182,190,372,0.489247311827957,0.716707837230271,0.775044521655991
"SPATA2L",1024,1004,2028,0.504930966469428,0.673101259083808,0.736451965821108
"SPG7",2986,2721,5707,0.523217101804801,0.000473719339735923,0.000937359544583847
"SPIRE2",328,303,631,0.519809825673534,0.339368554758283,0.426503724223248
"TANGO6",493,556,1049,0.469971401334604,0.0555334701729456,0.0860768787680656
"TCF25",200,237,437,0.45766590389016,0.0849319635503281,0.126493247863532
"TERF2",935,638,1573,0.594405594405594,7.14669096121572e-14,2.55631638228101e-13
"TLDC1",1212,1379,2591,0.467773060594365,0.00110555332543392,0.00209829508704806
"TMED6",2,1,3,0.666666666666667,1,1
"TRAPPC2L",208,310,518,0.401544401544402,8.53848798139843e-06,2.0896825849212e-05
"USP10",254,218,472,0.538135593220339,0.107079592139027,0.150884879832265
"UTP4",908,662,1570,0.578343949044586,5.80742895787244e-10,1.80030297694046e-09
"VPS4A",4368,4014,8382,0.521116678596994,0.000115158127173714,0.000249050347230739
"VPS9D1",403,385,788,0.511421319796954,0.544807468773566,0.617891397511484
"WFDC1",1452,703,2155,0.673781902552204,1.33249590398569e-59,2.06536865117782e-58
"ZC3H18",436,366,802,0.543640897755611,0.0147799089630924,0.0249914824285017
"ZCCHC14",362,409,771,0.469520103761349,0.0975271486703263,0.141270071440018
"ZDHHC7",313,350,663,0.47209653092006,0.16202546186611,0.215262399336403
"ZFPM1",1055,1088,2143,0.492300513299113,0.489413529118329,0.574074074074074
"ZNF276",279,339,618,0.451456310679612,0.0175577412165413,0.0286468409322515
"ZNF469",93,198,291,0.319587628865979,7.14471980942071e-10,2.14341594282621e-09
