"gene","alt_allele_count","ref_allele_count","total_count","alt_allele_allelic_ratio","pvalue","padjust"
"ACSF3",693,550,1243,0.557522123893805,5.53537376388576e-05,0.000155996896982235
"ANKRD11",2096,2147,4243,0.493990101343389,0.442730097937596,0.556404042002655
"APRT",3502,1668,5170,0.677369439071567,1.81463224189782e-146,1.68760798496497e-144
"ARY1",37,44,81,0.45679012345679,0.505236440766936,0.594772012548418
"ARY2",36,40,76,0.473684210526316,0.731008882222607,0.7998097181965
"ARYL",3,2,5,0.6,1,1
"ATMIN",1140,983,2123,0.536975977390485,0.00070635120119584,0.00164226654278033
"ATP2C2",70,91,161,0.434782608695652,0.114695943269653,0.170078542122675
"BANP",167,120,287,0.581881533101045,0.00652100935041208,0.0131837797736592
"BCO1",219,406,625,0.3504,6.5934639344571e-14,4.37994389931793e-13
"CA5A",3416,3120,6536,0.522643818849449,0.000262743847670507,0.000626543021368132
"CBFA2T3",105,75,180,0.583333333333333,0.0303695394468912,0.0532899465766205
"CDH13",1,18,19,0.0526315789473684,7.62939453125001e-05,0.000208686379825368
"CDK10",990,690,1680,0.589285714285714,2.59370702097116e-13,1.41891031147246e-12
"CDT1",243,270,513,0.473684210526316,0.250973976735886,0.34324382112408
"CENPN",33,19,52,0.634615384615385,0.0703942210670625,0.109111042653947
"CHMP1A",4590,3432,8022,0.572176514584891,2.6648176632433e-38,4.13046737802711e-37
"CHTF8",351,405,756,0.464285714285714,0.0538340944006052,0.0863201858492463
"CIDEC",6,28,34,0.176470588235294,0.000195125583559275,0.000477544191342436
"CMIP",761,511,1272,0.598270440251572,2.49186189598189e-12,1.21970082277008e-11
"COG8",811,687,1498,0.541388518024032,0.00147489535324046,0.00326583971074673
"COTL1",1111,1037,2148,0.517225325884544,0.115214496276651,0.170078542122675
"COX4I1",1389,1268,2657,0.522770041400075,0.0198942543168579,0.0355801086820728
"CPNE7",0,95,95,0,5.0487097934145e-29,5.21700011986165e-28
"CRISPLD2",4,34,38,0.105263157894737,6.03853550273927e-07,2.07994000649908e-06
"CTU2",428,621,1049,0.408007626310772,2.77558558182543e-09,1.12230199612941e-08
"CYB5B",1655,1008,2663,0.621479534359745,2.69725961436987e-36,3.13556430170497e-35
"CYBA",469,1400,1869,0.250936329588015,2.87826608848133e-107,1.33839373114382e-105
"DBNDD1",23,26,49,0.469387755102041,0.775449654681569,0.838567649830069
"DPEP1",207,7,214,0.967289719626168,2.90276381493951e-52,6.74892586973437e-51
"DUSP15",2,0,2,1,0.5,0.594772012548418
"EMC8",418,442,860,0.486046511627907,0.432885151974134,0.556404042002655
"FANCA",77,94,171,0.450292397660819,0.221011248639707,0.306776807813325
