"gene","alt_allele_count","ref_allele_count","total_count","alt_allele_allelic_ratio","pvalue","padjust"
"ACSF3",716,452,1168,0.613013698630137,1.09231932130896e-14,4.5678807982011e-14
"ANKRD11",214,294,508,0.421259842519685,0.000445410941962511,0.000931313787739796
"APRT",1389,1396,2785,0.498743267504488,0.909482803199745,0.955308912379106
"ARY1",61,85,146,0.417808219178082,0.0566032699703337,0.0826587434487413
"ARY2",31,313,344,0.0901162790697674,8.03054133960322e-60,8.20899781381663e-59
"ARYL",12,12,24,0.5,1,1
"ATMIN",882,1156,2038,0.432777232580962,1.39427073960464e-09,4.27576360145423e-09
"ATP2C2",26,14,40,0.65,0.0806904677519927,0.11599254739349
"BANP",48,40,88,0.545454545454545,0.455741279437914,0.550036894185656
"BCO1",534,837,1371,0.389496717724289,2.62810269841509e-16,1.15135927740089e-15
"CA5A",1939,1353,3292,0.589003645200486,1.56765140426542e-24,9.01399557452614e-24
"CBFA2T3",0,6,6,0,0.03125,0.0471311475409836
"CDH13",35,48,83,0.421686746987952,0.187459867966193,0.257407579893877
"CDH15",24,32,56,0.428571428571429,0.349681952983685,0.453109009499987
"CDK10",1876,1556,3432,0.546620046620047,5.06423676307597e-08,1.41184782485754e-07
"CDT1",808,775,1583,0.510423246999368,0.421241532743552,0.530879739895983
"CENPN",5661,1789,7450,0.75986577181208,4.94065645841247e-324,4.54540394173947e-322
"CHMP1A",4260,3319,7579,0.562079430003958,3.04438384699036e-27,2.00059509945081e-26
"CHTF8",1123,1497,2620,0.428625954198473,2.89218287473212e-13,1.15687314989285e-12
"CIDEC",37,64,101,0.366336633663366,0.00933504812064477,0.0165158543672946
"CMIP",327,371,698,0.468481375358166,0.103547245776628,0.146559178637689
"COG8",432,289,721,0.599167822468793,1.1262683017299e-07,2.87824121553198e-07
"COTL1",172,169,341,0.504398826979472,0.913773742275666,0.955308912379106
"COX4I1",2294,2485,4779,0.480016739903746,0.00598235722192985,0.0112321809064805
