"gene","alt_allele_count","ref_allele_count","total_count","alt_allele_allelic_ratio","pvalue","padjust"
"ACSF3",502,674,1176,0.42687074829932,5.88482788507653e-07,1.25721322999362e-06
"ANKRD11",1062,1180,2242,0.473684210526316,0.0134569119318473,0.0218094779585111
"APRT",1991,1650,3641,0.546827794561934,1.71389198223151e-08,4.13091913666055e-08
"ARY1",53,157,210,0.252380952380952,3.83641654153979e-13,1.335641314462e-12
"ARY2",33,459,492,0.0670731707317073,4.42581993281516e-97,6.93378456141042e-96
"ARYL",12,16,28,0.428571428571429,0.571588188409806,0.617578042649675
"ATMIN",1618,1916,3534,0.457838143746463,5.76766793397989e-07,1.25721322999362e-06
"ATP2C2",39,22,61,0.639344262295082,0.0396170148984998,0.0581874906321716
"BANP",102,86,188,0.542553191489362,0.273919986872706,0.347952415757221
"BCO1",1038,953,1991,0.521346057257659,0.0597358663558336,0.085078355112854
"CA5A",2773,2640,5413,0.512285239238869,0.0727819755291202,0.102112025369213
"CBFA2T3",8,6,14,0.571428571428571,0.79052734375,0.844426935369318
"CDH13",102,122,224,0.455357142857143,0.204163754698888,0.270301309037964
"CDH15",14,9,23,0.608695652173913,0.404872894287109,0.469852494604793
"CDK10",1874,1300,3174,0.590422180214241,2.01588569574172e-24,9.4746627699861e-24
"CDT1",1064,1363,2427,0.438401318500206,1.3920013779102e-09,3.53643593306916e-09
"CENPN",4858,1874,6732,0.721628045157457,1.25678776744737e-299,1.18138050140053e-297
"CHMP1A",4608,3750,8358,0.551328068916009,6.45786123951148e-21,2.75926798415491e-20
"CHTF8",1031,1487,2518,0.40945194598888,9.7162681396707e-20,3.97099654403933e-19
"CIDEC",20,43,63,0.317460317460317,0.00515239704209208,0.00896898744364177
"CMIP",707,741,1448,0.488259668508287,0.385827875991824,0.459086333458626
"COG8",1227,941,2168,0.565959409594096,8.81376998709157e-10,2.30137327440724e-09
"COTL1",157,118,275,0.570909090909091,0.0217642961620029,0.0340973973204712
"COX4I1",2113,2130,4243,0.497996700447796,0.805971273298988,0.851250558315785
"CPNE7",112,111,223,0.502242152466368,1,1
"CRISPLD2",19,371,390,0.0487179487179487,7.47580650126065e-86,7.80806456798335e-85
"CTU2",395,400,795,0.49685534591195,0.887197871038215,0.926628887528803
"CYB5B",2740,1969,4709,0.581864514758972,2.42579814118105e-29,1.34132367806481e-28
"CYBA",456,699,1155,0.394805194805195,8.89035646890606e-13,2.88170175199024e-12
"DBNDD1",167,123,290,0.575862068965517,0.0114395503880836,0.0188652234470151
"DPEP1",342,99,441,0.775510204081633,2.20957864891779e-32,1.2981274562392e-31
"DUSP15",0,2,2,0,0.5,0.546511627906977
"EMC8",955,693,1648,0.579490291262136,1.17515960636676e-10,3.24897067642575e-10
"FANCA",833,728,1561,0.533632286995516,0.00846061350316683,0.0144599576235942
"FBXO31",1832,1403,3235,0.566306027820711,4.85151475662144e-14,1.82416954848966e-13
"FOXC2",6,6,12,0.5,1,1
"FOXF1",1,0,1,1,1,1
"FOXL1",2,0,2,1,0.5,0.546511627906977
"GALNS",5504,5803,11307,0.48677810206067,0.00506890572339869,0.00896898744364177
"GAN",234,129,363,0.644628099173554,3.88973838939994e-08,8.91793679520962e-08
"GAS8",3809,3734,7543,0.504971496751955,0.394193670126575,0.463177562398725
"GINS2",783,2070,2853,0.274447949526814,9.8618661895432e-133,2.31753855454265e-131
"GSE1",41,49,90,0.455555555555556,0.460792472718972,0.521861354645583
"HAS3",69,23,92,0.75,1.6704367950249e-06,3.48935686071868e-06
"HSBP1",3545,3867,7412,0.478278467350243,0.000192188898271161,0.000368688906887533
"HSD17B2",55,38,93,0.591397849462366,0.0965651972977046,0.133487184499768
"IRF8",121,163,284,0.426056338028169,0.0148326825981334,0.0236317315970262
"JPH3",10,5,15,0.666666666666667,0.3017578125,0.372275867008662
"KCNG4",361,160,521,0.692898272552783,7.0275060798282e-19,2.75243988126605e-18
"KIAA0513",207,324,531,0.389830508474576,4.33693992595352e-07,9.70648459618168e-07
"KLHDC4",609,1960,2569,0.237057220708447,2.59255262922552e-164,1.21849973573599e-162
"KLHL36",282,304,586,0.48122866894198,0.385683893758797,0.459086333458626
"LOC106888094",144,122,266,0.541353383458647,0.197795839139496,0.265611555415894
"LOC106888097",226,567,793,0.28499369482976,1.29859198123556e-34,8.1378430824095e-34
"LOC106888173",1706,1194,2900,0.588275862068966,1.84199856100982e-21,8.24513641594872e-21
"LOC106888185",332,232,564,0.588652482269504,2.92982233709232e-05,5.73756874347245e-05
"LOC106888312",71,25,96,0.739583333333333,2.86755525802232e-06,5.85978683161083e-06
"LOC106888384",217,275,492,0.441056910569106,0.0101051937405338,0.0169622894930388
"MLYCD",568,541,1109,0.512173128944995,0.434967738738346,0.49862155416347
"MPHOSPH6",514,468,982,0.523421588594705,0.150963336715785,0.205660197844692
"MTHFSD",768,686,1454,0.528198074277854,0.0336146365551434,0.0501551720029123
"MVD",373,477,850,0.438823529411765,0.000404901047432717,0.000761213969173507
"NIP7",1226,1167,2393,0.512327622231509,0.235753786525237,0.303573368950305
"PABPN1L",12,13,25,0.48,1,1
"PIEZO1",686,1433,2119,0.32373761208117,2.6322681335732e-60,2.06194337129901e-59
"PKD1L2",438,277,715,0.612587412587413,1.87382527401264e-09,4.63525199361021e-09
"PLCG2",194,799,993,0.195367573011078,1.01107950745759e-87,1.18801842126266e-86
"PPP1R3E",31,21,52,0.596153846153846,0.211608568761516,0.276266742549757
"RNF166",684,1160,1844,0.370932754880694,9.62629625319523e-29,5.02706582111307e-28
"RPL13",2607,2097,4704,0.554209183673469,1.09827375521063e-13,3.97068203806922e-13
"SDR42E1",1330,1218,2548,0.521978021978022,0.0278590083261983,0.0428592249669485
"SLC22A31",647,1852,2499,0.25890356142457,1.46387595289706e-133,4.58681131907747e-132
"SLC7A5",2272,2731,5003,0.454127523485908,9.1976162375947e-11,2.61992704949667e-10
"SNTB2",192,233,425,0.451764705882353,0.0522171334745852,0.0755140084094001
"SPATA2L",656,428,1084,0.605166051660517,4.52606525188698e-12,1.37241978605605e-11
"SPG7",6048,3876,9924,0.609431680773882,3.92152548834751e-106,7.37246791809331e-105
"SPIRE2",22,240,262,0.083969465648855,1.7004253909056e-47,1.14171419103662e-46
"TANGO6",1123,1332,2455,0.457433808553971,2.66528580787563e-05,5.33057161575125e-05
"TCF25",503,470,973,0.516957862281603,0.304949380421989,0.372275867008662
"TERF2",2602,1325,3927,0.662592309651133,8.04165201411052e-94,1.07987898475198e-92
"TLDC1",507,726,1233,0.411192214111922,4.83816061069481e-10,1.29939170687232e-09
"TMED6",0,2,2,0,0.5,0.546511627906977
"TRAPPC2L",669,1550,2219,0.301487156376746,5.30859767233266e-80,4.9900818119927e-79
"USP10",154,196,350,0.44,0.028268850510115,0.0428592249669485
"UTP4",1008,855,1863,0.541062801932367,0.000426084693866395,0.000785332573008649
"VPS4A",5882,4253,10135,0.580365071534287,4.56095224369726e-59,3.2979193146734e-58
"VPS9D1",119,253,372,0.31989247311828,3.14277806887387e-12,9.84737128247146e-12
"WFDC1",259,119,378,0.685185185185185,4.74130485020571e-13,1.59172377114049e-12
"ZC3H18",1349,862,2211,0.610131162369968,3.13204617031586e-25,1.54953863162995e-24
"ZCCHC14",736,1011,1747,0.421293646250716,5.07504720990425e-11,1.49079511790937e-10
"ZDHHC7",146,166,312,0.467948717948718,0.282058234564097,0.353512987320335
"ZFPM1",3029,1814,4843,0.625438777617179,7.37469579523853e-69,6.30201277047656e-68
"ZNF276",375,238,613,0.611745513866232,3.48443189661091e-08,8.18841495703564e-08
"ZNF469",156,100,256,0.609375,0.000560984373576055,0.00101408713684902
