"gene","alt_allele_count","ref_allele_count","total_count","alt_allele_allelic_ratio","pvalue","padjust"
"ACSF3",1051,909,1960,0.536224489795918,0.00144201872152478,0.00294673390920281
"ANKRD11",2213,2207,4420,0.500678733031674,0.940051053767405,0.99286291072063
"APRT",3135,1822,4957,0.632438975186605,2.08375958948371e-78,4.89683503528672e-77
"ARY1",50,61,111,0.45045045045045,0.342580582571898,0.423718088970506
"ARY2",1014,666,1680,0.603571428571429,1.96106291986371e-17,8.01477888987776e-17
"ARYL",11,6,17,0.647058823529412,0.332305908203125,0.416490071614584
"ATMIN",847,1038,1885,0.449336870026525,1.18825206526502e-05,3.19130554671177e-05
"ATP2C2",35,7,42,0.833333333333333,1.50972009578255e-05,3.94204691676554e-05
"BANP",157,123,280,0.560714285714286,0.0484011275482875,0.0699954767621389
"BCO1",733,879,1612,0.454714640198511,0.000301815013327643,0.000675490744114248
"CA5A",4052,4585,8637,0.469144378835244,1.02729539051949e-08,3.21885889029442e-08
"CBFA2T3",313,173,486,0.6440329218107,2.17624816432062e-10,7.57656768319031e-10
"CDH13",179,241,420,0.426190476190476,0.00287147601831656,0.00574295203663313
"CDH15",21,14,35,0.6,0.310504659079015,0.394424837208479
"CDK10",1361,634,1995,0.682205513784461,9.56997354091999e-61,1.28511073263783e-59
"CDT1",421,361,782,0.538363171355499,0.0348055876681122,0.0532638887091288
"CENPN",59,33,92,0.641304347826087,0.00878093080697523,0.0150074090155577
"CHMP1A",3637,2844,6481,0.561178830427403,6.8460740141457e-23,3.38700503857735e-22
"CHTF8",240,307,547,0.438756855575868,0.00472857380176033,0.00907114157888717
"CIDEC",45,85,130,0.346153846153846,0.000571522703205584,0.00119384742447389
"CMIP",1036,278,1314,0.788432267884323,6.17172497400118e-103,1.93380715852037e-101
"COG8",889,509,1398,0.635908440629471,1.99069193735157e-24,1.10073554182969e-23
"COTL1",1447,1859,3306,0.437689050211736,8.23576393413043e-13,3.22567420753442e-12
"COX4I1",1917,2027,3944,0.48605476673428,0.0826155854260187,0.115908433284265
"CPNE7",18,5,23,0.782608695652174,0.0106220245361328,0.0178298268999372
"CRISPLD2",461,1704,2165,0.212933025404157,8.03242559590587e-167,3.77524003007576e-165
"CTU2",752,843,1595,0.471473354231975,0.0241958811389188,0.0385493699501418
"CYB5B",1909,1527,3436,0.555587892898719,7.70205985377852e-11,2.78459087021224e-10
"CYBA",2104,1996,4100,0.513170731707317,0.094697950517152,0.130905990420769
"DBNDD1",30,15,45,0.666666666666667,0.0356978035551947,0.0532638887091288
"DPEP1",313,257,570,0.549122807017544,0.0211580902605396,0.0348922892015916
"DUSP15",3,2,5,0.6,1,1
"EMC8",559,473,1032,0.541666666666667,0.00811566344386749,0.0141272659948804
"FANCA",19,43,62,0.306451612903226,0.00315606025102107,0.00618061799158293
"FBXO31",284,168,452,0.628318584070796,5.38796073216857e-08,1.58271346507452e-07
"FOXC2",235,141,376,0.625,1.4353626577671e-06,4.08860878273053e-06
"FOXF1",33,5,38,0.868421052631579,4.2559622670524e-06,1.17664839147919e-05
"FOXL1",0,1,1,0,1,1
"GALNS",846,705,1551,0.545454545454545,0.00037499114286027,0.000801117441565122
"GAN",44,41,85,0.517647058823529,0.828423274164901,0.905485904319776
"GAS8",148,121,269,0.550185873605948,0.11274124708534,0.153589525014812
"GINS2",33,281,314,0.105095541401274,3.42400845127645e-50,3.21856794419986e-49
"GSE1",351,262,613,0.572593800978793,0.000370926227702203,0.000801117441565122
"HAS3",4,1,5,0.8,0.375,0.45117987523065
"HSBP1",4258,4176,8434,0.504861275788475,0.377778255043445,0.45117987523065
"HSD17B2",32,7,39,0.82051282051282,7.0254784077406e-05,0.000169332043673748
"IRF8",570,995,1565,0.364217252396166,4.06811779806956e-27,2.54935382012359e-26
"JPH3",102,112,214,0.476635514018692,0.538504000228378,0.624930568166266
"KCNG4",8,20,28,0.285714285714286,0.0356981381773948,0.0532638887091288
"KIAA0513",1375,1077,2452,0.560766721044046,1.91301508886893e-09,6.20080752943722e-09
"KLHDC4",300,559,859,0.349243306169965,7.28891926091746e-19,3.42579205263121e-18
"KLHL36",1013,989,2002,0.505994005994006,0.607235965514968,0.688283131453179
"LOC106888094",921,377,1298,0.709553158705701,7.00720155310612e-53,7.31863273324416e-52
"LOC106888097",1901,990,2891,0.657557938429609,2.52358632265574e-65,3.95361857216066e-64
"LOC106888173",2030,233,2263,0.897039328325232,0,0
"LOC106888185",990,578,1568,0.631377551020408,1.63326887152019e-25,9.5954546201811e-25
"LOC106888312",240,161,401,0.598503740648379,9.35398794467716e-05,0.000219818716699913
"LOC106888384",543,640,1183,0.459002535925613,0.00523088661318888,0.0098340668327951
"MLYCD",695,675,1370,0.507299270072993,0.607739360751211,0.688283131453179
"MPHOSPH6",915,968,1883,0.485926712692512,0.230777704127318,0.305536678703773
"MTHFSD",259,201,460,0.56304347826087,0.00780077226790162,0.0138353319468444
"MVD",6300,8035,14335,0.439483780955703,1.20460512276069e-47,9.43607346162544e-47
"NIP7",1675,1565,3240,0.516975308641975,0.0554840617953217,0.0790227546781855
"PABPN1L",1,0,1,1,1,1
"PIEZO1",665,720,1385,0.48014440433213,0.146751635804982,0.19706648236669
"PKD1L2",4,8,12,0.333333333333333,0.3876953125,0.4555419921875
"PLCG2",218,350,568,0.383802816901408,3.37726136164369e-08,1.02407279998228e-07
"PPP1R3E",23,24,47,0.48936170212766,1,1
"RNF166",1706,1127,2833,0.602188492763855,1.18743061981022e-27,7.97274844729721e-27
"RPL13",3119,2787,5906,0.528107009820522,1.64639649085695e-05,4.18273703082577e-05
"SDR42E1",291,98,389,0.748071979434447,2.52219753690987e-23,1.31714760260849e-22
"SLC22A31",387,812,1199,0.322768974145121,3.44780688789899e-35,2.49302959586542e-34
"SLC7A5",2739,1719,4458,0.614401076716016,4.88089417638034e-53,5.7350506572469e-52
"SNTB2",286,357,643,0.444790046656299,0.00572887393057983,0.0105591009700883
"SPATA2L",1294,886,2180,0.593577981651376,2.2843639192696e-18,1.02252480195877e-17
"SPG7",3682,3339,7021,0.524426719840479,4.45877036272119e-05,0.000110295898446261
"SPIRE2",287,290,577,0.497400346620451,0.933653457670672,0.99286291072063
"TANGO6",650,610,1260,0.515873015873016,0.271892173054123,0.354970337042883
"TCF25",310,304,614,0.504885993485342,0.840106509413744,0.907701286033241
"TERF2",1018,741,1759,0.578737919272314,4.27929914016389e-11,1.60901647670162e-10
"TLDC1",1952,2992,4944,0.394822006472492,9.14243107343783e-50,7.81262291730142e-49
"TMED6",1,1,2,0.5,1,1
"TRAPPC2L",257,350,607,0.42339373970346,0.000183394490619413,0.000420465417517678
"USP10",309,336,645,0.47906976744186,0.305950965004259,0.393964256306854
"UTP4",1148,875,2023,0.567474048442907,1.39243863214695e-09,4.6746154079219e-09
"VPS4A",5000,5204,10204,0.49000392003136,0.0444676751199942,0.0653118978324915
"VPS9D1",515,589,1104,0.466485507246377,0.0279721061866085,0.0438229663590199
"WFDC1",1969,1024,2993,0.657868359505513,7.81918369124333e-68,1.47000653395375e-66
"ZC3H18",415,428,843,0.492289442467378,0.679410267442176,0.760292442137673
"ZCCHC14",322,395,717,0.449093444909344,0.00712716996906891,0.0128837303287015
"ZDHHC7",406,395,801,0.506866416978777,0.723863253260746,0.800507597723648
"ZFPM1",1326,1210,2536,0.522870662460568,0.0223754556101458,0.0362636694371329
"ZNF276",330,354,684,0.482456140350877,0.379183086630014,0.45117987523065
"ZNF469",97,259,356,0.27247191011236,3.68067879461321e-18,1.57265366678928e-17
