"gene","alt_allele_count","ref_allele_count","total_count","alt_allele_allelic_ratio","pvalue","padjust"
"ACSF3",814,611,1425,0.571228070175439,8.33041012041624e-08,2.52689106985959e-07
"ANKRD11",5576,5573,11149,0.500134541214459,0.98488796725635,1
"APRT",2958,2247,5205,0.568299711815562,6.43126067940445e-23,3.44261601074003e-22
"ARY1",96,169,265,0.362264150943396,8.60873817600421e-06,2.30410345298936e-05
"ARY2",570,910,1480,0.385135135135135,8.70080057880833e-19,3.95886426335779e-18
"ARYL",2,4,6,0.333333333333333,0.6875,0.8125
"ATMIN",2247,1593,3840,0.58515625,4.41481780618866e-26,2.86963157402263e-25
"ATP2C2",41,38,79,0.518987341772152,0.822144242452189,0.901387061001798
"BANP",112,96,208,0.538461538461538,0.298296047489767,0.40514836300849
"BCO1",120,268,388,0.309278350515464,4.17710575410408e-14,1.72780283465214e-13
"CA5A",3797,3534,7331,0.51793752557632,0.00221131074510392,0.00447176172898793
"CBFA2T3",185,77,262,0.706106870229008,1.99795452178417e-11,7.90495049923303e-11
"CDH13",60,58,118,0.508474576271186,0.926704222947783,0.980582375444747
"CDH15",6,14,20,0.3,0.115318298339844,0.174899419148763
"CDK10",2410,1137,3547,0.67944742035523,1.89691533006847e-103,8.63096475181154e-102
"CDT1",197,337,534,0.368913857677903,1.4576622724523e-09,4.91286173307997e-09
"CENPN",32,45,77,0.415584415584416,0.171060973553913,0.247962822284113
"CHMP1A",4386,3637,8023,0.546678299887822,6.4399074920932e-17,2.79062657990705e-16
"CHTF8",120,339,459,0.261437908496732,2.98724417326714e-25,1.8122614651154e-24
"CMIP",2395,1614,4009,0.597405836867049,4.40051047157374e-35,3.640422299211e-34
"COG8",780,701,1481,0.526671168129642,0.0426436424502939,0.0680802011048552
"COTL1",4354,3273,7627,0.57086665792579,3.06637185697084e-35,2.79039838984346e-34
"COX4I1",2685,2882,5567,0.482306448715646,0.00861049521260748,0.0153638247911232
"CPNE7",685,1461,2146,0.319198508853681,3.20870574677406e-64,7.29980557391099e-63
"CRISPLD2",6,113,119,0.0504201680672269,1.10168223438243e-26,8.35442361073343e-26
"CTU2",649,567,1216,0.533717105263158,0.020150428037715,0.0339572028042974
"CYB5B",1134,949,2083,0.544407105136822,5.48288453979505e-05,0.000127933972595218
"CYBA",256,665,921,0.277958740499457,1.33918084708024e-42,1.52331821355377e-41
"DBNDD1",107,102,209,0.511961722488038,0.782100203844918,0.878655784566513
"DPEP1",23,6,29,0.793103448275862,0.00231570005416871,0.004581058802812
"EMC8",752,766,1518,0.495388669301713,0.738646508918568,0.850845978627717
"FANCA",30,25,55,0.545454545454545,0.590053331776636,0.717750986405244
"FBXO31",103,92,195,0.528205128205128,0.474013884414225,0.607538922277387
"FOXC2",12,9,21,0.571428571428571,0.663623809814453,0.794602193330464
"GALNS",882,768,1650,0.534545454545455,0.00538893517362983,0.0102165229333399
"GAN",246,172,418,0.588516746411483,0.000344907509986455,0.000747299604970652
"GAS8",453,436,889,0.509561304836895,0.591553010773553,0.717750986405244
"GINS2",97,307,404,0.24009900990099,1.67665205533867e-26,1.17365643873707e-25
"GSE1",429,338,767,0.559322033898305,0.00114151710005813,0.00241576874663464
"HAS3",24,26,50,0.48,0.887724827340787,0.950387756329548
"HSBP1",7465,9447,16912,0.441402554399243,1.63420517276522e-52,2.12446672459479e-51
"HSD17B2",82,3,85,0.964705882352941,5.2953000888348e-21,2.67706837824426e-20
"IRF8",284,311,595,0.477310924369748,0.286461572764507,0.394969744266214
"JPH3",962,726,1688,0.569905213270142,1.01125858350181e-08,3.28659039638088e-08
"KCNG4",21,18,39,0.538461538461538,0.749258624760841,0.852281685665457
