"gene","alt_allele_count","ref_allele_count","total_count","alt_allele_allelic_ratio","pvalue","padjust"
"ACSF3",541,421,962,0.562370062370062,0.000122384741780547,0.000287604143184285
"ANKRD11",675,644,1319,0.511751326762699,0.408793233883619,0.50561268401395
"APRT",1301,1266,2567,0.506817296455006,0.50218538585881,0.575675930130831
"ARY1",116,137,253,0.458498023715415,0.208526182626792,0.301560941029514
"ARY2",33,332,365,0.0904109589041096,2.75072566286403e-63,3.60516296729374e-62
"ARYL",20,10,30,0.666666666666667,0.0987371467053889,0.154688196505109
"ATMIN",1179,1334,2513,0.469160366096299,0.00212001046597007,0.00406695885308544
"ATP2C2",29,8,37,0.783783783783784,0.000752897060010583,0.00157271830313322
"BANP",93,51,144,0.645833333333333,0.000585139842506364,0.00125007148171814
"BCO1",624,727,1351,0.461880088823094,0.00549966596036677,0.0101366392210682
"CA5A",1770,1395,3165,0.559241706161137,2.82332648703904e-11,1.10580287409029e-10
"CBFA2T3",26,17,43,0.604651162790698,0.222052820156024,0.311698686451657
"CDH13",17,16,33,0.515151515151515,1,1
"CDH15",9,18,27,0.333333333333333,0.122078120708466,0.188120382731078
"CDK10",1619,1255,2874,0.563326374391093,1.20160112162744e-11,4.91089154056432e-11
"CDT1",702,893,1595,0.44012539184953,1.90883185961579e-06,4.98417207788567e-06
"CENPN",4431,1388,5819,0.761471043134559,0,0
"CHMP1A",3781,3033,6814,0.55488699735838,1.32394798671876e-19,6.91395059730909e-19
"CHTF8",940,1205,2145,0.438228438228438,1.14839738203252e-08,3.72239151417436e-08
"CIDEC",36,94,130,0.276923076923077,3.73379673260977e-07,1.06356634201612e-06
"CMIP",493,612,1105,0.446153846153846,0.000381018298331989,0.000852755239123976
"COG8",819,499,1318,0.621396054628225,1.0457809487308e-18,5.17386364108923e-18
"COTL1",231,194,425,0.543529411764706,0.0806444175841613,0.128484326320528
"COX4I1",1840,1789,3629,0.507026729126481,0.406543839089726,0.50561268401395
"CPNE7",88,106,194,0.45360824742268,0.222168212683628,0.311698686451657
"CRISPLD2",47,381,428,0.10981308411215,4.39811490736863e-66,8.26845602585303e-65
"CTU2",293,340,633,0.462875197472354,0.0674145228141268,0.111174827096981
"CYB5B",2154,1411,3565,0.604207573632539,1.05457403851132e-35,7.08071140143313e-35
"CYBA",466,1098,1564,0.297953964194373,6.44932714354779e-59,6.73596390548325e-58
"DBNDD1",105,83,188,0.558510638297872,0.125400084045338,0.190122708068738
"DPEP1",433,87,520,0.832692307692308,3.28854071196642e-56,3.09122826924844e-55
"DUSP15",0,2,2,0,0.5,0.575675930130831
"EMC8",723,435,1158,0.624352331606218,2.3024311644877e-17,1.08214264730922e-16
"FANCA",587,471,1058,0.554820415879017,0.000402026310909704,0.000878848214546795
"FBXO31",1611,1313,2924,0.550957592339261,3.86189189525255e-08,1.1710252843669e-07
"FOXC2",20,1,21,0.952380952380952,2.09808349609375e-05,5.05691919571314e-05
"FOXL1",1,0,1,1,1,1
"GALNS",4585,4655,9240,0.496212121212121,0.472872712306292,0.555625436959893
