"gene","alt_allele_count","ref_allele_count","total_count","alt_allele_allelic_ratio","pvalue","padjust"
"ACSF3",614,511,1125,0.545777777777778,0.00234297833471834,0.00439906136314464
"ANKRD11",4255,4259,8514,0.499765092788349,0.97406335851361,1
"APRT",2642,1736,4378,0.603471904979443,7.01356724809109e-43,9.21783124034828e-42
"ARY1",84,137,221,0.380090497737557,0.000443043194005746,0.00097047556782211
"ARY2",542,960,1502,0.360852197070573,2.47575132005151e-27,2.07062837677035e-26
"ARYL",4,8,12,0.333333333333333,0.3876953125,0.495388454861111
"ATMIN",1680,1354,3034,0.553724456163481,3.50890955625098e-09,1.34508199656287e-08
"ATP2C2",53,1,54,0.981481481481482,6.10622663543837e-15,4.01266321757379e-14
"BANP",80,56,136,0.588235294117647,0.0481826959461501,0.0751323394414544
"BCO1",103,233,336,0.306547619047619,1.02505544351364e-12,5.54735887077971e-12
"CA5A",3807,4375,8182,0.465289660229773,3.59197440819587e-10,1.50209838888191e-09
"CBFA2T3",151,109,260,0.580769230769231,0.0108589813220905,0.0192120438775448
"CDH13",103,110,213,0.483568075117371,0.681088320806033,0.783251568926938
"CDH15",7,7,14,0.5,1,1
"CDK10",1799,911,2710,0.663837638376384,2.8178180424124e-66,6.48098149754853e-65
"CDT1",167,204,371,0.450134770889488,0.0614732638531548,0.0942590045748373
"CENPN",17,41,58,0.293103448275862,0.00223255161994293,0.00427905727155729
"CHMP1A",3504,2969,6473,0.541325505947783,3.11684471387062e-11,1.43374856838048e-10
"CHTF8",234,268,502,0.466135458167331,0.140711171109919,0.196142844577463
"CMIP",2191,1271,3462,0.632871172732525,1.23806683340963e-55,1.89836914456143e-54
"COG8",657,491,1148,0.572299651567944,1.07215064552191e-06,3.40130549613847e-06
"COTL1",4357,3348,7705,0.565476963011032,1.32139950467585e-30,1.21568754430178e-29
"COX4I1",1862,2123,3985,0.467252195734003,3.78760919803201e-05,9.95600132054129e-05
"CPNE7",509,1516,2025,0.251358024691358,1.13292795048671e-115,5.21146857223885e-114
"CRISPLD2",19,75,94,0.202127659574468,4.81814407544682e-09,1.77307701976443e-08
"CTU2",498,499,997,0.499498495486459,1,1
"CYB5B",1049,898,1947,0.538777606574217,0.000671431995140945,0.00143655217565039
"CYBA",265,814,1079,0.245597775718258,2.14790590192571e-65,3.95214685954331e-64
"DBNDD1",66,66,132,0.5,1,1
"DPEP1",14,11,25,0.56,0.690037965774536,0.783746825324164
"DUSP15",2,0,2,1,0.5,0.605263157894737
"EMC8",638,463,1101,0.579473206176203,1.48404665068126e-07,5.05675155046947e-07
"FANCA",15,19,34,0.441176470588235,0.60759136127308,0.716646220988761
"FBXO31",117,116,233,0.502145922746781,1,1
"FOXC2",101,45,146,0.691780821917808,4.10688489232435e-06,1.21881745191561e-05
"FOXF1",1,0,1,1,1,1
"GALNS",606,682,1288,0.470496894409938,0.036595434385877,0.0601210707767979
"GAN",177,101,278,0.636690647482014,6.04401160581224e-06,1.68499717495371e-05
"GAS8",275,261,536,0.513059701492537,0.574487764403672,0.686400965261531
"GINS2",106,234,340,0.311764705882353,3.1652076246186e-12,1.61777278591617e-11
"GSE1",475,365,840,0.56547619047619,0.000166022396137248,0.000412812444449374
"HAS3",21,18,39,0.538461538461538,0.749258624760841,0.830503535879487
"HSBP1",7894,9286,17180,0.459487776484284,2.45225964337511e-26,1.88006572658758e-25
"HSD17B2",29,1,30,0.966666666666667,5.77419996261597e-08,2.04317844831027e-07
"IRF8",282,288,570,0.494736842105263,0.834137864548998,0.913579565934617
"JPH3",744,559,1303,0.570990023023791,3.29803371274889e-07,1.08363964847464e-06
"KCNG4",1,5,6,0.166666666666667,0.21875,0.300373134328358
"KIAA0513",779,637,1416,0.550141242937853,0.000176891947662494,0.000428264715393407
"KLHDC4",364,565,929,0.391819160387513,4.48905051773488e-11,1.96663165538862e-10
"KLHL36",1816,1760,3576,0.507829977628635,0.357711636956419,0.463513670422402
"LOC106888094",96,55,151,0.635761589403974,0.00106472544076279,0.00212945088152559
"LOC106888097",416,304,720,0.577777777777778,3.40545238535842e-05,9.21475351332278e-05
"LOC106888173",1853,279,2132,0.869136960600375,1.82755468916444e-284,1.68135031403128e-282
"LOC106888185",130,78,208,0.625,0.000381043602748336,0.000855024669581632
"LOC106888312",2,10,12,0.166666666666667,0.03857421875,0.0622601425438597
"LOC106888384",43,39,82,0.524390243902439,0.740652841345783,0.830503535879487
"MC1R",6,2,8,0.75,0.2890625,0.379910714285714
"MLYCD",573,629,1202,0.476705490848586,0.112612644501457,0.161880676470844
"MPHOSPH6",1046,788,1834,0.570338058887677,1.84665079835624e-09,7.38660319342495e-09
"MTHFSD",196,137,333,0.588588588588589,0.00144404426638295,0.00282663984057938
"MVD",316,398,714,0.442577030812325,0.00241126996992026,0.00443673674465328
"NIP7",1493,1300,2793,0.534550662370211,0.000278706565721979,0.000657461642215951
"PIEZO1",408,311,719,0.567454798331015,0.000336908540683642,0.000774889643572376
"PKD1L2",9,5,14,0.642857142857143,0.4239501953125,0.534293396832192
"PLCG2",53,59,112,0.473214285714286,0.636799771614234,0.741589607449488
"PPP1R3E",1,9,10,0.1,0.021484375,0.0372936320754717
"RNF166",404,284,688,0.587209302325581,5.42323542418091e-06,1.55918018445201e-05
"RPL13",2044,1804,3848,0.531185031185031,0.000116207684622702,0.000296975194035794
"SDR42E1",190,73,263,0.722433460076046,3.45310161896367e-13,2.11790232629772e-12
"SLC22A31",337,254,591,0.570219966159052,0.000730152861548121,0.00152668325596425
"SLC7A5",8064,5849,13913,0.57960181125566,6.25517587421564e-79,1.91825393475946e-77
"SNTB2",54,57,111,0.486486486486487,0.849550187314454,0.919513143916821
"SPATA2L",2636,1793,4429,0.59516820952811,6.68687262136556e-37,6.83546979072924e-36
"SPG7",2687,2562,5249,0.511907029910459,0.086974460629145,0.129058877062602
"SPIRE2",1491,1535,3026,0.492729676140119,0.434402303124173,0.540067728208431
"TANGO6",763,834,1597,0.47777082028804,0.079802691345342,0.120358157438876
"TCF25",232,271,503,0.461232604373757,0.090101627199904,0.131576979403034
"TERF2",1212,884,2096,0.57824427480916,8.25459218544097e-13,4.74639050662856e-12
"TLDC1",541,1067,1608,0.336442786069652,7.41993713461261e-40,8.5329277048045e-39
"TMED6",0,1,1,0,1,1
"TRAPPC2L",449,813,1262,0.355784469096672,7.80103368551516e-25,5.52073153128765e-24
"USP10",185,146,331,0.558912386706949,0.0365779277381271,0.0601210707767979
