"gene","alt_allele_count","ref_allele_count","total_count","alt_allele_allelic_ratio","pvalue","padjust"
"ACSF3",978,727,1705,0.573607038123167,1.31848780352431e-09,4.54145798991708e-09
"ANKRD11",5352,5099,10451,0.512104104870347,0.0136964911352921,0.0235884013996698
"APRT",3275,2455,5730,0.571553228621291,2.27678819173839e-27,1.76451084859725e-26
"ARY1",107,204,311,0.344051446945338,4.08960833206338e-08,1.26777858293965e-07
"ARY2",776,1360,2136,0.363295880149813,6.34965589093756e-37,5.90517997857193e-36
"ARYL",8,6,14,0.571428571428571,0.79052734375,0.851136850226412
"ATMIN",2819,2302,5121,0.550478422183167,5.32954461910435e-13,2.15498978076828e-12
"ATP2C2",39,31,70,0.557142857142857,0.402963075046081,0.499674213057141
"BANP",171,96,267,0.640449438202247,5.18650605602742e-06,1.30363530597446e-05
"BCO1",156,324,480,0.325,1.34421917302858e-14,6.57959911008728e-14
"CA5A",5354,7344,12698,0.421641203339109,5.2621116455062e-70,6.99109118617252e-69
"CBFA2T3",355,194,549,0.646630236794171,6.09355068221832e-12,2.3612508893596e-11
"CDH13",358,275,633,0.565560821484992,0.00110099157109719,0.00222591774156607
"CDH15",31,8,39,0.794871794871795,0.000294076875434257,0.00063602673059037
"CDK10",2677,1160,3837,0.697680479541308,6.80075929064909e-136,3.16235307015183e-134
"CDT1",294,400,694,0.423631123919308,6.52619852830812e-05,0.000148033283690892
"CENPN",15,50,65,0.230769230769231,1.57170298527394e-05,3.74790711873017e-05
"CHMP1A",5040,4114,9154,0.550578981865851,3.80747196717357e-22,2.21309308091964e-21
"CHTF8",245,213,458,0.534934497816594,0.147386702282635,0.21087635865054
"CMIP",2337,1756,4093,0.57097483508429,1.07665050292446e-19,5.56269426510972e-19
"COG8",1007,819,1826,0.551478641840088,1.18799803876427e-05,2.90746888434413e-05
"COTL1",5580,4591,10171,0.548618621571134,1.07953117920257e-22,6.69309331105593e-22
"COX4I1",2752,2968,5720,0.481118881118881,0.00446833511492488,0.00831110331376029
"CPNE7",1117,2211,3328,0.335637019230769,1.61655624529597e-81,3.00679461625051e-80
"CRISPLD2",23,157,180,0.127777777777778,1.01050542114576e-25,7.22900032050429e-25
"CTU2",804,706,1510,0.532450331125828,0.0125268750549745,0.0219811203794835
"CYB5B",1462,1477,2939,0.497448111602586,0.796224795373095,0.851136850226412
