"gene","alt_allele_count","ref_allele_count","total_count","alt_allele_allelic_ratio","pvalue","padjust"
"ACSF3",698,563,1261,0.553528945281523,0.000158830503494002,0.000382822239190672
"ANKRD11",3516,3685,7201,0.488265518677961,0.0477228133868901,0.0815626265157757
"APRT",2334,1373,3707,0.629619638521716,1.25063341882976e-56,2.93898853424994e-55
"ARY1",55,132,187,0.294117647058824,1.73518311288438e-08,5.62438664176315e-08
"ARY2",493,909,1402,0.351640513552068,5.95838591738073e-29,5.60088276233789e-28
"ARYL",1,13,14,0.0714285714285714,0.0018310546875,0.0039284753374408
"ATMIN",2267,1705,3972,0.570745216515609,4.82932107335622e-19,3.49197062227296e-18
"ATP2C2",36,18,54,0.666666666666667,0.0198343267280683,0.0380495247436412
"BANP",104,42,146,0.712328767123288,2.99363928236027e-07,9.38006975139551e-07
"BCO1",74,118,192,0.385416666666667,0.00183886079624888,0.0039284753374408
"CA5A",2768,3583,6351,0.435836876082507,1.48391156995441e-24,1.26806988705195e-23
"CBFA2T3",315,144,459,0.686274509803922,9.83238455105995e-16,5.77652592374772e-15
"CDH13",150,201,351,0.427350427350427,0.00752413978817118,0.0150482795763424
"CDH15",11,6,17,0.647058823529412,0.332305908203125,0.446239362444197
"CDK10",1672,807,2479,0.674465510286406,7.57569537969466e-69,2.37371788563766e-67
"CDT1",152,203,355,0.428169014084507,0.007871921218827,0.0154158457202029
"CENPN",11,50,61,0.180327868852459,4.58883121950622e-07,1.39145204720511e-06
"CHMP1A",3645,3175,6820,0.534457478005865,1.33684693849378e-08,4.48798615065768e-08
"CHTF8",171,161,332,0.515060240963855,0.621415725836872,0.76859313458771
"CIDEC",0,3,3,0,0.25,0.356060606060606
"CMIP",1292,958,2250,0.574222222222222,2.02268512375336e-12,1.05629112018231e-11
"COG8",637,642,1279,0.498045347928069,0.910950355645603,1
"COTL1",4149,3624,7773,0.533770744886144,2.75415803901203e-09,1.01809384168152e-08
"COX4I1",1867,1992,3859,0.483804094324955,0.045908036058464,0.0799139886943633
"CPNE7",1899,2784,4683,0.405509288917361,2.15946754746938e-38,3.3831658243687e-37
"CRISPLD2",27,184,211,0.127962085308057,6.54006624357728e-30,6.83073585440293e-29
"CTU2",488,487,975,0.500512820512821,1,1
"CYB5B",1088,936,2024,0.537549407114625,0.000785637866207034,0.00184624898558653
"CYBA",269,729,998,0.269539078156313,1.33847410215015e-49,2.51633131204229e-48
"DBNDD1",67,52,119,0.563025210084034,0.199158398185645,0.293149085788174
"DPEP1",33,0,33,1,2.3283064365387e-10,1.04219430968875e-09
"DUSP15",4,5,9,0.444444444444444,1,1
"EMC8",663,555,1218,0.544334975369458,0.00215726051142865,0.0044083149581368
"FANCA",24,15,39,0.615384615384615,0.199590866919608,0.293149085788174
"FBXO31",150,175,325,0.461538461538462,0.183010291761001,0.282015859434985
"FOXC2",126,110,236,0.533898305084746,0.328866862933116,0.446239362444197
"FOXF1",1,0,1,1,1,1
"FOXL1",0,1,1,0,1,1
"GALNS",500,515,1015,0.492610837438424,0.660367226850576,0.795827170819925
"GAN",146,94,240,0.608333333333333,0.000954973520030537,0.00218945148494806
"GAS8",221,220,441,0.501133786848073,1,1
"GINS2",42,183,225,0.186666666666667,3.54840380864182e-22,2.77958298343609e-21
"GSE1",415,369,784,0.529336734693878,0.107963725714338,0.174098807224973
"HAS3",16,15,31,0.516129032258065,1,1
"HSBP1",7985,9658,17643,0.452587428441875,2.18778540893153e-36,2.93788326342235e-35
"HSD17B2",16,0,16,1,3.0517578125e-05,7.96847873263889e-05
"IRF8",203,248,451,0.450110864745011,0.0381589566678686,0.0689796524380702
"JPH3",766,544,1310,0.584732824427481,9.34359314448072e-10,3.81868589383125e-09
"KCNG4",14,13,27,0.518518518518518,1,1
"KIAA0513",966,617,1583,0.610233733417562,1.60628711962056e-18,1.07850706603095e-17
"KLHDC4",316,510,826,0.382566585956416,1.5217732739064e-11,7.5287730393264e-11
"KLHL36",1982,1624,3606,0.549639489739323,2.68498190693626e-09,1.01809384168152e-08
"LOC106888094",127,60,187,0.679144385026738,1.07900204048684e-06,3.16956849393009e-06
"LOC106888097",422,336,758,0.556728232189974,0.00199989536456318,0.00417755920597643
"LOC106888173",1070,233,1303,0.821181887950883,2.30764812361064e-128,2.169189236194e-126
"LOC106888185",116,102,218,0.532110091743119,0.37864628597725,0.501306350448754
"LOC106888312",15,13,28,0.535714285714286,0.850554019212723,0.983055850264163
"LOC106888384",44,42,86,0.511627906976744,0.914211637082451,1
"MC1R",0,1,1,0,1,1
"MLYCD",599,624,1223,0.489779231398201,0.49255550752552,0.634249557635601
"MPHOSPH6",939,771,1710,0.549122807017544,5.31085984680389e-05,0.000134924547459342
"MTHFSD",152,129,281,0.540925266903915,0.189287402896842,0.286984126972631
"MVD",396,428,824,0.480582524271845,0.28016258898407,0.393063930813471
"NIP7",1692,1580,3272,0.517114914425428,0.0523009007036939,0.087790797609772
"PIEZO1",292,277,569,0.513181019332162,0.557301791041663,0.707923896728599
"PKD1L2",1,9,10,0.1,0.021484375,0.0395986519607843
"PLCG2",48,62,110,0.436363636363636,0.214976537743297,0.310889146890306
