"gene","alt_allele_count","ref_allele_count","total_count","alt_allele_allelic_ratio","pvalue","padjust"
"ACSF3",1089,1143,2232,0.487903225806452,0.261928238059215,0.317071025019049
"ANKRD11",3883,3731,7614,0.509981612818492,0.0835350143423374,0.113017960580809
"APRT",3377,2240,5617,0.601210610646252,3.05123020101385e-52,3.11903531659193e-51
"ARY1",37,42,79,0.468354430379747,0.652964375516462,0.698520029622261
"ARY2",1536,936,2472,0.621359223300971,9.64188909693637e-34,5.91369197945431e-33
"ARYL",11,2,13,0.846153846153846,0.0224609375,0.0344401041666667
"ATMIN",1347,1398,2745,0.490710382513661,0.339917660710292,0.390905309816835
"ATP2C2",44,76,120,0.366666666666667,0.00445502317755095,0.00773324777989976
"BANP",220,145,365,0.602739726027397,0.00010194837832309,0.000213164791039187
"BCO1",477,1229,1706,0.279601406799531,2.15245439724768e-76,3.30043007577978e-75
"CA5A",4908,6444,11352,0.432346723044397,3.40245613382187e-47,2.60854970259676e-46
"CBFA2T3",419,212,631,0.664025356576862,1.28027785303424e-16,5.12111141213695e-16
"CDH13",185,378,563,0.328596802841918,3.02055848882844e-16,1.1578807540509e-15
"CDH15",2,12,14,0.142857142857143,0.012939453125,0.0216441761363636
"CDK10",1747,902,2649,0.659494148735372,1.83096847602715e-61,2.10561374743122e-60
"CDT1",359,446,805,0.445962732919255,0.00241589527228355,0.0042742762509632
"CENPN",67,32,99,0.676767676767677,0.000562208248357051,0.0011244164967141
"CHMP1A",4789,4171,8960,0.534486607142857,6.99466128920015e-11,1.89267305472475e-10
"CHTF8",323,412,735,0.439455782312925,0.00115625780531105,0.00217093302221666
"CIDEC",12,34,46,0.260869565217391,0.00164149134084824,0.00300663758646562
"CMIP",1053,287,1340,0.785820895522388,5.94343728997804e-103,1.36699057669495e-101
"COG8",1163,1004,2167,0.536686663590217,0.000685035832915688,0.00134092120485624
"COTL1",1830,2041,3871,0.472746060449496,0.000735426729552682,0.00140956789830931
"COX4I1",2140,2020,4160,0.514423076923077,0.0650221863296388,0.0920314021896426
"CPNE7",2,23,25,0.08,1.94311141967774e-05,4.15735466535702e-05
"CRISPLD2",366,1835,2201,0.166288050885961,1.94754191334199e-234,8.95869280137314e-233
"CTU2",925,901,1826,0.506571741511501,0.590422159799974,0.639045161195266
"CYB5B",2357,2212,4569,0.515867804771285,0.0331309990932854,0.0491621276868105
"CYBA",2518,2477,4995,0.504104104104104,0.571419572418141,0.625840484077011
"DBNDD1",39,24,63,0.619047619047619,0.0769258336096096,0.107229949880062
"DPEP1",375,127,502,0.747011952191235,1.91557882872856e-29,9.79073623572377e-29
"DUSP15",10,14,24,0.416666666666667,0.541256189346313,0.599946619516395
"EMC8",651,654,1305,0.498850574712644,0.955851562849142,0.966355426177155
"FANCA",40,90,130,0.307692307692308,1.37150684451755e-05,3.00425308799081e-05
"FBXO31",352,301,653,0.539050535987749,0.0503053226124255,0.0723139012553617
"FOXC2",182,173,355,0.512676056338028,0.671191140335889,0.709765343803468
"FOXF1",78,3,81,0.962962962962963,7.33229438579256e-20,3.06623219769507e-19
"GALNS",1251,1239,2490,0.502409638554217,0.825532933898018,0.853359886726042
"GAN",66,55,121,0.545454545454545,0.363363260548098,0.412708888523766
"GAS8",342,234,576,0.59375,7.79772841036715e-06,1.74973417988726e-05
"GINS2",52,275,327,0.159021406727829,8.76207422554719e-38,5.75793449107387e-37
"GSE1",514,378,892,0.576233183856502,5.94295522736437e-06,1.3668797022938e-05
"HAS3",0,3,3,0,0.25,0.306666666666667
"HSBP1",5444,5286,10730,0.507362534948742,0.129603247838536,0.167936602833033
"HSD17B2",37,0,37,1,1.45519152283669e-11,4.05689757881744e-11
"IRF8",770,1075,1845,0.417344173441734,1.30974708909746e-12,4.01655773989888e-12
"JPH3",206,180,386,0.533678756476684,0.203147247290284,0.25256144257711
"KCNG4",8,16,24,0.333333333333333,0.151589632034302,0.191044467769257
"KIAA0513",1706,1684,3390,0.503244837758112,0.718346070573189,0.750998164690152
"KLHDC4",376,739,1115,0.337219730941704,7.48210639216057e-28,3.44176894039386e-27
"KLHL36",1411,1302,2713,0.520088462956137,0.0381085294132329,0.0556505508891655
"LOC106888094",1166,376,1542,0.756160830090791,4.36715274937049e-94,8.0355610588417e-93
"LOC106888097",2245,818,3063,0.732941560561541,4.07288246837595e-152,1.24901729030196e-150
"LOC106888173",3041,452,3493,0.870598339536215,4.94065645841247e-324,4.54540394173947e-322
"LOC106888185",1375,834,2209,0.622453598913536,7.60864963908793e-31,4.11762215762406e-30
"LOC106888312",101,23,124,0.814516129032258,7.47261433626065e-13,2.4552875676285e-12
"LOC106888384",795,956,1751,0.454026270702456,0.0001301760730927,0.000266137749433964
"MLYCD",943,869,1812,0.520419426048565,0.0863318949808039,0.115109193307739
"MPHOSPH6",1193,1108,2301,0.518470230334637,0.0798991498950369,0.109712265527513
"MTHFSD",485,323,808,0.600247524752475,1.3283185460004e-08,3.49158017805821e-08
"MVD",7074,8040,15114,0.468042874156411,4.09298393838437e-15,1.44828662435139e-14
"NIP7",1944,2008,3952,0.491902834008097,0.316271835249679,0.373038574909878
"PABPN1L",1,0,1,1,1,1
"PIEZO1",904,1008,1912,0.472803347280335,0.0184717935092864,0.0293000862561094
"PKD1L2",9,15,24,0.375,0.307456254959107,0.367350330600491
"PLCG2",196,724,920,0.21304347826087,8.88043219565911e-72,1.16714251714377e-70
"PPP1R3E",21,39,60,0.35,0.027340133868078,0.0412343002600521
"RNF166",2148,1698,3846,0.558502340093604,4.22476523983162e-13,1.43954963727596e-12
"RPL13",3864,3187,7051,0.548007374840448,7.84693395494859e-16,2.88767169542108e-15
"SDR42E1",353,146,499,0.707414829659319,7.97624396811051e-21,3.49435450031508e-20
"SLC22A31",435,975,1410,0.308510638297872,6.9561271534494e-48,5.81785180106677e-47
"SLC7A5",3379,2359,5738,0.58888114325549,1.84570280670859e-41,1.30618967859377e-40
"SNTB2",336,332,668,0.502994011976048,0.907605648636554,0.9277746630507
"SPATA2L",1571,1294,2865,0.548342059336824,2.46616654951493e-07,6.13208979879388e-07
"SPG7",4673,4373,9046,0.516581914658413,0.00166672300988855,0.00300663758646562
"SPIRE2",476,454,930,0.511827956989247,0.49108472338027,0.550973104280303
"TANGO6",906,1014,1920,0.471875,0.0145876956963759,0.0235450527029226
"TCF25",341,382,723,0.4716459197787,0.136797328543774,0.1747965864726
"TERF2",1417,1062,2479,0.571601452198467,1.06483634028624e-12,3.37810149332186e-12
"TLDC1",2284,3160,5444,0.419544452608376,1.42294418271371e-32,8.18192905060386e-32
"TRAPPC2L",298,495,793,0.37578814627995,2.64024071520371e-12,7.83555309028198e-12
"USP10",446,378,824,0.54126213592233,0.0195377908813499,0.0304657078149862
"UTP4",1367,1032,2399,0.569820758649437,8.49019736525699e-12,2.44093174251138e-11
"VPS4A",6556,6042,12598,0.520400063502143,4.85097315350668e-06,1.14433212851953e-05
"VPS9D1",657,598,1255,0.523505976095618,0.101547063946561,0.133461855472623
"WFDC1",2165,1290,3455,0.626628075253256,1.55744129866522e-50,1.432845994772e-49
"ZC3H18",735,542,1277,0.57556773688332,7.33707655562493e-08,1.87503067532637e-07
