"gene","alt_allele_count","ref_allele_count","total_count","alt_allele_allelic_ratio","pvalue","padjust"
"ACSF3",814,980,1794,0.453734671125975,9.69270297854008e-05,0.000202665607733111
"ANKRD11",2275,2240,4515,0.503875968992248,0.612861919639604,0.648083869044179
"APRT",3153,1804,4957,0.63607020375227,1.01626961489486e-82,2.33742011425818e-81
"ARY1",18,30,48,0.375,0.111402891061019,0.152971133994235
"ARY2",1406,956,2362,0.595258255715495,1.92420867526781e-20,1.26447998660456e-19
"ARYL",7,1,8,0.875,0.0703125,0.10107421875
"ATMIN",1072,1252,2324,0.461273666092943,0.000203371061041341,0.000398088034378795
"ATP2C2",32,40,72,0.444444444444444,0.409579395927073,0.459528102747448
"BANP",161,97,258,0.624031007751938,8.119848503064e-05,0.000173726991228346
"BCO1",324,629,953,0.339979013641133,2.98037386994699e-23,2.49267632759203e-22
"CA5A",4530,5325,9855,0.459665144596651,1.21950313192237e-15,5.90496253351884e-15
"CBFA2T3",239,151,390,0.612820512820513,9.73111358329273e-06,2.18356695039739e-05
"CDH13",127,200,327,0.388379204892966,6.41636857512474e-05,0.000140549025931304
"CDH15",5,1,6,0.833333333333333,0.21875,0.27195945945946
"CDK10",1395,675,2070,0.673913043478261,2.11107929795066e-57,2.42774119264326e-56
"CDT1",372,485,857,0.434072345390899,0.000127648468088226,0.000255296936176451
"CENPN",36,78,114,0.315789473684211,0.00010423670561638,0.000213106153704599
"CHMP1A",3791,3071,6862,0.552462838822501,3.7036168791896e-18,2.27155168590296e-17
"CHTF8",199,329,528,0.376893939393939,1.68433009609902e-08,4.99865705939065e-08
"CIDEC",5,32,37,0.135135135135135,7.4275303632021e-06,1.70833198353648e-05
"CMIP",752,244,996,0.755020080321285,8.71242137552251e-61,1.33590461091345e-59
"COG8",903,660,1563,0.577735124760077,8.61306941242509e-10,2.93482365164114e-09
"COTL1",1479,1884,3363,0.43978590544157,3.06303548454173e-12,1.17416360240766e-11
"COX4I1",2099,2039,4138,0.50724987916868,0.35904743899998,0.414245387838113
"CPNE7",5,12,17,0.294117647058824,0.143463134765625,0.1912841796875
"CRISPLD2",283,1009,1292,0.219040247678019,8.14241740432523e-96,2.49700800399307e-94
"CTU2",733,866,1599,0.458411507191995,0.000957456257781883,0.00183512449408194
"CYB5B",1916,1846,3762,0.509303561935141,0.260600313784305,0.311366608677352
"CYBA",2214,2811,5025,0.440597014925373,3.84648456599643e-17,2.08162694159807e-16
"DBNDD1",41,20,61,0.672131147540984,0.00985344819525931,0.0167873561845159
"DPEP1",210,86,296,0.709459459459459,3.95801376642845e-13,1.65516939323371e-12
"DUSP15",5,4,9,0.555555555555556,1,1
"EMC8",644,471,1115,0.577578475336323,2.45754061185695e-07,6.28038156363443e-07
"FANCA",32,43,75,0.426666666666667,0.248045741892529,0.30026589808043
"FBXO31",204,185,389,0.524421593830334,0.361451444624821,0.414245387838113
"FOXC2",182,90,272,0.669117647058823,2.55330315216648e-08,7.11829969694899e-08
"FOXF1",34,1,35,0.971428571428571,2.09547579288483e-09,6.88513474805017e-09
"GALNS",823,928,1751,0.470017133066819,0.0129195737167636,0.0212250139632545
"GAN",85,63,148,0.574324324324324,0.0839666172439306,0.118845058252948
"GAS8",191,153,344,0.555232558139535,0.0458957368885464,0.0692197998974798
"GINS2",42,286,328,0.128048780487805,9.10313202920562e-46,8.37488146686917e-45
"GSE1",370,318,688,0.537790697674419,0.0517734650979924,0.0756056950637349
"HSBP1",4468,4604,9072,0.492504409171076,0.156371883451325,0.205517332536027
"HSD17B2",36,3,39,0.923076923076923,3.60887497663498e-08,9.7651911132476e-08
"IRF8",547,572,1119,0.488829311885612,0.473107867786307,0.518165759956431
"JPH3",183,170,353,0.518413597733711,0.523079498404837,0.564130119138451
"KCNG4",7,26,33,0.212121212121212,0.00131872715428472,0.00247597751416723
"KIAA0513",1425,1170,2595,0.549132947976879,6.03853776128784e-07,1.50147425415806e-06
"KLHDC4",246,516,762,0.322834645669291,6.86969577577644e-23,5.2667667614286e-22
"KLHL36",1107,1175,2282,0.48510078878177,0.160737614042795,0.208279725238551
"LOC106888094",999,205,1204,0.829734219269103,1.10811848114142e-125,5.09734501325055e-124
"LOC106888097",1554,771,2325,0.668387096774194,2.80082294669979e-60,3.68108158709116e-59
"LOC106888173",1357,125,1482,0.915654520917679,9.12440575372299e-262,8.39445329342515e-260
"LOC106888185",873,566,1439,0.606671299513551,5.63134341127838e-16,2.87824218798673e-15
"LOC106888312",80,45,125,0.64,0.00222648834732024,0.00409673855906925
"LOC106888384",232,242,474,0.489451476793249,0.679369826302079,0.702269932806644
"MC1R",3,1,4,0.75,0.625,0.653409090909091
"MLYCD",686,721,1407,0.487562189054726,0.364716047987903,0.414245387838113
"MPHOSPH6",916,929,1845,0.496476964769648,0.779968200511861,0.797300827189902
"MTHFSD",342,199,541,0.632162661737523,8.2497756154772e-10,2.91915137163039e-09
"MVD",6872,7553,14425,0.476395147313691,1.48948175124204e-08,4.56774403714226e-08
"NIP7",1659,1795,3454,0.480312680949624,0.0216017466853548,0.0342648395698732
"PIEZO1",674,650,1324,0.509063444108761,0.52733902441203,0.564130119138451
"PKD1L2",5,18,23,0.217391304347826,0.0106220245361328,0.0177677501331676
"PLCG2",185,390,575,0.321739130434783,7.99550229972723e-18,4.59741382234316e-17
"PPP1R3E",5,19,24,0.208333333333333,0.00661075115203857,0.0116959443459144
"RNF166",1458,1344,2802,0.5203426124197,0.0327640366240159,0.0502381894901577
"RPL13",3899,3339,7238,0.538684719535783,4.90605577126697e-11,1.80542852382625e-10
"SDR42E1",243,103,346,0.702312138728324,3.51858968649156e-14,1.54147738646297e-13
"SLC22A31",200,336,536,0.373134328358209,4.58045328747006e-09,1.45310931878361e-08
"SLC7A5",2204,1301,3505,0.628815977175464,5.49458420484646e-53,5.61668607606527e-52
"SNTB2",218,248,466,0.467811158798283,0.179080348316366,0.228824889515357
"SPATA2L",1491,1101,2592,0.575231481481482,1.93473806721424e-14,8.8997951091855e-14
"SPG7",3484,3574,7058,0.493624256163219,0.289428935249034,0.341377718498861
"SPIRE2",465,406,871,0.533869115958668,0.049322427852606,0.0731881187490282
"TANGO6",606,633,1239,0.48910411622276,0.460134341988729,0.510028427264616
"TCF25",253,290,543,0.465930018416206,0.122289023926819,0.16544985590099
"TERF2",1151,739,1890,0.608994708994709,2.27998152114218e-21,1.61352538419293e-20
"TLDC1",2063,1716,3779,0.545911616829849,1.77869097198161e-08,5.11373654444712e-08
"TMED6",0,1,1,0,1,1
"TRAPPC2L",275,400,675,0.407407407407407,1.70346262207116e-06,4.12417266396176e-06
"USP10",280,241,521,0.53742802303263,0.0958564438336085,0.133618073222606
"UTP4",1011,715,1726,0.585747392815759,1.096385219969e-12,4.38554087987602e-12
"VPS4A",5400,4867,10267,0.525956949449693,1.50863464826175e-07,3.96555393257375e-07
"VPS9D1",509,608,1117,0.455684870188004,0.00334725024401567,0.00603817691077336
"WFDC1",1434,618,2052,0.698830409356725,2.40036286221683e-74,4.41666766647896e-73
"ZC3H18",433,363,796,0.543969849246231,0.0144083323185648,0.0232555539176835
"ZCCHC14",417,456,873,0.47766323024055,0.198378392004189,0.250011124169662
"ZDHHC7",367,310,677,0.542097488921713,0.0313014606078872,0.0488090572190784
"ZFPM1",1442,1377,2819,0.511528910961334,0.228041360516928,0.279730735567432
"ZNF276",331,405,736,0.449728260869565,0.00708710197522601,0.0123021392777508
"ZNF469",80,153,233,0.343347639484979,1.99406917959068e-06,4.70395806467544e-06
