"gene","alt_allele_count","ref_allele_count","total_count","alt_allele_allelic_ratio","pvalue","padjust"
"ACSF3",724,562,1286,0.56298600311042,6.95106184184908e-06,2.10848875869422e-05
"ANKRD11",6848,6230,13078,0.52362746597339,6.80468019361015e-08,2.38163806776355e-07
"APRT",3307,1654,4961,0.666599475912115,5.80591949679476e-124,2.64169337104162e-122
"ARY1",51,122,173,0.294797687861272,6.79249110717664e-08,2.38163806776355e-07
"ARY2",201,446,647,0.310664605873261,2.6987943335165e-22,2.23263894863637e-21
"ARYL",4,3,7,0.571428571428571,1,1
"ATMIN",1848,1396,3244,0.569667077681874,2.17362360125982e-15,1.1635279277332e-14
"ATP2C2",35,21,56,0.625,0.0814268146095066,0.11761650999151
"BANP",92,57,149,0.61744966442953,0.00517212352174695,0.0100141114995526
"BCO1",66,169,235,0.280851063829787,1.34659563411257e-11,6.12701013521221e-11
"CA5A",1814,2203,4017,0.451580781677869,8.98491655123284e-10,3.55490176592256e-09
"CBFA2T3",99,22,121,0.818181818181818,7.41140842086489e-13,3.74687870165947e-12
"CDH13",36,38,74,0.486486486486487,0.9075606176125,0.980832936184797
"CDH15",6,4,10,0.6,0.75390625,0.879557291666667
"CDK10",2402,1043,3445,0.697242380261248,1.20114245726413e-121,3.64346545370119e-120
"CDT1",110,224,334,0.329341317365269,4.29143860870786e-10,1.85962339710674e-09
"CENPN",24,38,62,0.387096774193548,0.0979544405195075,0.135058395261745
"CHMP1A",3384,2464,5848,0.578659370725034,2.13149195498529e-33,1.93965767903662e-32
"CHTF8",194,200,394,0.49238578680203,0.801159891710849,0.922855065135281
"CIDEC",1,0,1,1,1,1
"CMIP",2159,1263,3422,0.630917592051432,1.94740596956896e-53,2.53162776043965e-52
"COG8",569,473,1042,0.546065259117082,0.00323158265457264,0.00668350049013887
"COTL1",6667,4952,11619,0.573801531973492,3.92220584473672e-57,5.94867886451736e-56
"COX4I1",2030,2165,4195,0.483909415971395,0.0385431215085737,0.0604728285737966
"CPNE7",1649,1414,3063,0.538361083904669,2.33673360189197e-05,6.61512136986874e-05
"CRISPLD2",7,97,104,0.0673076923076923,2.25392074784692e-21,1.57774452349284e-20
"CTU2",439,464,903,0.486157253599114,0.424497340240046,0.522016999484381
"CYB5B",838,720,1558,0.537869062901155,0.00302289302399799,0.00639728523683295
"CYBA",174,519,693,0.251082251082251,1.01680532260393e-40,1.02810315952176e-39
"DBNDD1",76,58,134,0.567164179104478,0.141661749812774,0.181566468069894
"DPEP1",14,2,16,0.875,0.004180908203125,0.00845472547743055
"DUSP15",0,4,4,0,0.125,0.166555683609771
"EMC8",888,992,1880,0.472340425531915,0.0175011187779022,0.0294926260886871
"FANCA",27,16,43,0.627906976744186,0.126289474385431,0.166555683609771
"FBXO31",43,63,106,0.405660377358491,0.0644635919894938,0.0946159172749022
"FOXC2",17,12,29,0.586206896551724,0.458258319646121,0.550958012207768
"GALNS",445,367,812,0.548029556650246,0.00685261016336274,0.0129914067680419
"GAN",363,200,563,0.644760213143872,6.19809647138708e-12,2.96856199419065e-11
"GAS8",256,296,552,0.463768115942029,0.0968359328575641,0.135058395261745
"GINS2",56,319,375,0.149333333333333,8.1877593655445e-46,9.31357627830687e-45
"GSE1",352,423,775,0.454193548387097,0.0118723032504811,0.0211839136430153
"HAS3",19,27,46,0.41304347826087,0.301995613189661,0.381688900003599
"HSBP1",7567,9699,17266,0.438260164485115,2.70493504251067e-59,4.92298177736941e-58
"HSD17B2",1,0,1,1,1,1
"IRF8",213,135,348,0.612068965517241,3.41639210771807e-05,9.0896493499105e-05
"JPH3",780,687,1467,0.531697341513292,0.0162767415973397,0.0279468582143002
"KIAA0513",590,340,930,0.634408602150538,2.13292034304719e-16,1.29397167478196e-15
"KLHDC4",330,600,930,0.354838709677419,6.48028898347988e-19,4.21218783926192e-18
"KLHL36",1847,1644,3491,0.529074763678029,0.000626913881073427,0.0013914430043337
"LOC106888094",105,56,161,0.652173913043478,0.000139041775860291,0.000332968463244382
"LOC106888097",268,178,446,0.600896860986547,2.36131075081045e-05,6.61512136986874e-05
"LOC106888173",1422,150,1572,0.904580152671756,4.47802827691106e-260,4.07500573198906e-258
"LOC106888185",92,30,122,0.754098360655738,1.64672157023124e-08,6.24381928712678e-08
"LOC106888312",15,0,15,1,6.10351562500001e-05,0.000154283311631945
"LOC106888384",34,53,87,0.390804597701149,0.0530031130109623,0.0790702177704519
"MC1R",0,2,2,0,0.5,0.590909090909091
"MLYCD",546,597,1143,0.477690288713911,0.139125480192097,0.180863124249726
"MPHOSPH6",987,896,1883,0.524163568773234,0.0380473450143307,0.0604728285737966
"MTHFSD",205,165,370,0.554054054054054,0.0424645500708098,0.0654961704481981
"MVD",486,570,1056,0.460227272727273,0.0106107245621735,0.0193115187031558
"NIP7",2266,2077,4343,0.521759152659452,0.00432901084085462,0.00856391275038631
"PIEZO1",325,283,608,0.534539473684211,0.0962780071178989,0.135058395261745
"PKD1L2",2,1,3,0.666666666666667,1,1
"PLCG2",27,56,83,0.325301204819277,0.00193143748222505,0.0041847812114876
"PPP1R3E",3,3,6,0.5,1,1
"RNF166",335,269,604,0.554635761589404,0.00812072190639265,0.0150813406833006
"RPL13",2280,1930,4210,0.541567695961995,7.37575357004627e-08,2.39711991026504e-07
"SDR42E1",100,42,142,0.704225352112676,1.24300894035382e-06,3.90047633007579e-06
"SLC22A31",317,227,544,0.582720588235294,0.000131385090114866,0.000323136302714942
"SLC7A5",5656,3710,9366,0.603886397608371,1.77080393966623e-90,4.02857896274068e-89
"SNTB2",44,41,85,0.517647058823529,0.828423274164901,0.936344554718872
"SPATA2L",3363,2723,6086,0.552579691094315,2.43600191345904e-16,1.38547608827983e-15
"SPG7",3164,3464,6628,0.477368738684369,0.000239503317915463,0.00055884107513608
"SPIRE2",1832,1983,3815,0.480209698558322,0.015149185899682,0.0265110753244435
"TANGO6",733,704,1437,0.51009046624913,0.460140757448246,0.550958012207768
"TCF25",236,369,605,0.390082644628099,7.14544636496882e-08,2.39711991026504e-07
"TERF2",1183,901,2084,0.567658349328215,7.06808745661015e-10,2.92361799341602e-09
"TLDC1",326,444,770,0.423376623376623,2.39889016709526e-05,6.61512136986874e-05
"TMED6",0,1,1,0,1,1
"TRAPPC2L",440,553,993,0.443101711983887,0.000374118847347062,0.000851120377714565
"USP10",94,91,185,0.508108108108108,0.883149692741434,0.968272554692415
"UTP4",545,516,1061,0.513666352497644,0.390015051827014,0.486183146798059
"VPS4A",3836,4034,7870,0.487420584498094,0.0263688445996772,0.0428493724744755
"VPS9D1",849,686,1535,0.553094462540717,3.49601898073481e-05,9.0896493499105e-05
"WFDC1",42,28,70,0.6,0.119609335629885,0.162454470780889
"ZC3H18",414,182,596,0.694630872483222,9.14576278263957e-22,6.935536776835e-21
"ZCCHC14",558,550,1108,0.503610108303249,0.833449548705809,0.936344554718872
"ZDHHC7",127,131,258,0.492248062015504,0.85188543928467,0.945385060669573
"ZFPM1",408,404,812,0.502463054187192,0.916162632700085,0.980832936184797
"ZNF276",343,398,741,0.462887989203779,0.0472117827892946,0.0716045372304301
"ZNF469",3,13,16,0.1875,0.021270751953125,0.0351934259588068
