"gene","alt_allele_count","ref_allele_count","total_count","alt_allele_allelic_ratio","pvalue","padjust"
"ACSF3",578,512,1090,0.530275229357798,0.0489270790939219,0.0723591770188174
"ANKRD11",4121,3851,7972,0.516934269944807,0.00258642349860488,0.00506507935143456
"APRT",2224,1378,3602,0.617434758467518,2.00592914998702e-45,4.71393350246949e-44
"ARY1",94,125,219,0.429223744292237,0.0423947896397888,0.065329675838363
"ARY2",289,607,896,0.322544642857143,9.64563006603016e-27,9.06689226206835e-26
"ARYL",1,7,8,0.125,0.0703125,0.101506910872368
"ATMIN",1802,1136,2938,0.613342409802587,6.92754165253759e-35,8.13986144173167e-34
"ATP2C2",51,32,83,0.614457831325301,0.047524889256532,0.0720538643566775
"BANP",97,66,163,0.595092024539877,0.0185090273915619,0.0299973892208073
"BCO1",111,161,272,0.408088235294118,0.0028988123431881,0.00556098694407514
"CA5A",3867,5065,8932,0.432937751903269,7.21777582150129e-37,9.69244181744459e-36
"CBFA2T3",377,172,549,0.686703096539162,1.24413784785162e-18,7.79659717987012e-18
"CDH13",124,94,218,0.568807339449541,0.0492658226511097,0.0723591770188174
"CDH15",26,20,46,0.565217391304348,0.461391182136767,0.548997102795647
"CDK10",1972,782,2754,0.716049382716049,2.12157981060862e-117,9.97142510986054e-116
"CDT1",169,256,425,0.397647058823529,2.84875238598749e-05,7.65093497950926e-05
"CENPN",9,31,40,0.225,0.000679548254993279,0.00138864208629061
"CHMP1A",3143,2664,5807,0.541243327019115,3.47118181520513e-10,1.41865691577949e-09
"CHTF8",123,154,277,0.444043321299639,0.0712708097614499,0.101506910872368
"CMIP",1421,1348,2769,0.513181654026724,0.17121711847441,0.22992013052278
"COG8",529,493,1022,0.51761252446184,0.273587917492053,0.34753059789531
"COTL1",2946,2638,5584,0.527578796561605,3.9684668143384e-05,0.000103621077929947
"COX4I1",2103,2358,4461,0.471418964357767,0.000142446562401807,0.000326584801604142
